time/ms;Fluo/V;P700 deltaI/I x10³;
-158.7000;0.2662;0.5452;
-158.4000;0.2637;0.5215;
-158.1000;0.2654;0.5926;
-157.8000;0.2637;0.5926;
-157.5000;0.2654;0.5926;
-157.2000;0.2637;0.5689;
-156.9000;0.2646;0.5926;
-156.6000;0.2654;0.5926;
-156.3000;0.2637;0.5452;
-156.0000;0.2654;0.5926;
-155.7000;0.2654;0.5689;
-155.4000;0.2646;0.5452;
-155.1000;0.2662;0.6163;
-154.8000;0.2637;0.5689;
-154.5000;0.2654;0.6163;
-154.2000;0.2637;0.5452;
-153.9000;0.2654;0.5926;
-153.6000;0.2646;0.5689;
-153.3000;0.2662;0.5689;
-153.0000;0.2646;0.5689;
-152.7000;0.2654;0.6163;
-152.4000;0.2646;0.5452;
-152.1000;0.2662;0.5926;
-151.8000;0.2646;0.5452;
-151.5000;0.2646;0.5689;
-151.2000;0.2646;0.5689;
-150.9000;0.2654;0.5689;
-150.6000;0.2637;0.5689;
-150.3000;0.2662;0.5689;
-150.0000;0.2646;0.5926;
-149.7000;0.2637;0.5689;
-149.4000;0.2613;0.5452;
-149.1000;0.2637;0.5689;
-148.8000;0.2621;0.5215;
-148.5000;0.2605;0.5689;
-148.2000;0.2597;0.5689;
-147.9000;0.2605;0.5926;
-147.6000;0.2613;0.6163;
-147.3000;0.2597;0.5926;
-147.0000;0.2605;0.6400;
-146.7000;0.2597;0.6163;
-146.4000;0.2597;0.5926;
-146.1000;0.2613;0.5689;
-145.8000;0.2597;0.5689;
-145.5000;0.2597;0.6163;
-145.2000;0.2597;0.6163;
-144.9000;0.2597;0.5926;
-144.6000;0.2605;0.5926;
-144.3000;0.2597;0.5926;
-144.0000;0.2605;0.6637;
-143.7000;0.2605;0.5689;
-143.4000;0.2597;0.5452;
-143.1000;0.2605;0.5689;
-142.8000;0.2589;0.5926;
-142.5000;0.2605;0.5689;
-142.2000;0.2589;0.5689;
-141.9000;0.2597;0.6163;
-141.6000;0.2580;0.5452;
-141.3000;0.2605;0.5689;
-141.0000;0.2605;0.6163;
-140.7000;0.2597;0.5926;
-140.4000;0.2605;0.5689;
-140.1000;0.2605;0.5926;
-139.8000;0.2597;0.5689;
-139.5000;0.2597;0.5452;
-139.2000;0.2597;0.5689;
-138.9000;0.2613;0.6874;
-138.6000;0.2597;0.5689;
-138.3000;0.2613;0.6400;
-138.0000;0.2621;0.7112;
-137.7000;0.2589;0.6163;
-137.4000;0.2597;0.5689;
-137.1000;0.2597;0.5926;
-136.8000;0.2605;0.5689;
-136.5000;0.2597;0.5689;
-136.2000;0.2605;0.5689;
-135.9000;0.2613;0.5926;
-135.6000;0.2597;0.5452;
-135.3000;0.2605;0.6163;
-135.0000;0.2621;0.6163;
-134.7000;0.2589;0.5926;
-134.4000;0.2605;0.6163;
-134.1000;0.2597;0.5689;
-133.8000;0.2589;0.5689;
-133.5000;0.2589;0.5689;
-133.2000;0.2605;0.5926;
-132.9000;0.2621;0.6400;
-132.6000;0.2597;0.6163;
-132.3000;0.2597;0.6163;
-132.0000;0.2621;0.6400;
-131.7000;0.2597;0.5452;
-131.4000;0.2605;0.5926;
-131.1000;0.2589;0.5452;
-130.8000;0.2605;0.5926;
-130.5000;0.2605;0.5689;
-130.2000;0.2613;0.5926;
-129.9000;0.2621;0.6400;
-129.6000;0.2589;0.5689;
-129.3000;0.2605;0.5926;
-129.0000;0.2605;0.5689;
-128.7000;0.2589;0.5689;
-128.4000;0.2605;0.5926;
-128.1000;0.2589;0.5452;
-127.8000;0.2605;0.5452;
-127.5000;0.2597;0.5452;
-127.2000;0.2589;0.5689;
-126.9000;0.2597;0.5689;
-126.6000;0.2613;0.5215;
-126.3000;0.2613;0.4978;
-126.0000;0.2613;0.5452;
-125.7000;0.2589;0.4978;
-125.4000;0.2605;0.5452;
-125.1000;0.2597;0.5452;
-124.8000;0.2605;0.5452;
-124.5000;0.2589;0.5452;
-124.2000;0.2613;0.5926;
-123.9000;0.2589;0.5452;
-123.6000;0.2605;0.5689;
-123.3000;0.2605;0.6163;
-123.0000;0.2613;0.5926;
-122.7000;0.2589;0.5452;
-122.4000;0.2613;0.5689;
-122.1000;0.2597;0.5689;
-121.8000;0.2605;0.5689;
-121.5000;0.2589;0.5452;
-121.2000;0.2613;0.5689;
-120.9000;0.2613;0.5452;
-120.6000;0.2605;0.5215;
-120.3000;0.2597;0.5689;
-120.0000;0.2613;0.6163;
-119.7000;0.2589;0.4978;
-119.4000;0.2613;0.5926;
-119.1000;0.2589;0.5689;
-118.8000;0.2605;0.5926;
-118.5000;0.2589;0.5689;
-118.2000;0.2605;0.6163;
-117.9000;0.2621;0.6163;
-117.6000;0.2597;0.5452;
-117.3000;0.2605;0.5926;
-117.0000;0.2621;0.6400;
-116.7000;0.2589;0.5452;
-116.4000;0.2613;0.5926;
-116.1000;0.2597;0.6163;
-115.8000;0.2589;0.6163;
-115.5000;0.2580;0.5926;
-115.2000;0.2621;0.6400;
-114.9000;0.2613;0.5689;
-114.6000;0.2597;0.5689;
-114.3000;0.2605;0.5452;
-114.0000;0.2605;0.5689;
-113.7000;0.2589;0.4978;
-113.4000;0.2605;0.5452;
-113.1000;0.2589;0.5215;
-112.8000;0.2605;0.5452;
-112.5000;0.2597;0.5215;
-112.2000;0.2605;0.5452;
-111.9000;0.2613;0.5452;
-111.6000;0.2605;0.5452;
-111.3000;0.2597;0.5689;
-111.0000;0.2613;0.5689;
-110.7000;0.2589;0.5689;
-110.4000;0.2613;0.5926;
-110.1000;0.2597;0.5452;
-109.8000;0.2605;0.5689;
-109.5000;0.2589;0.4978;
-109.2000;0.2621;0.6400;
-108.9000;0.2605;0.6163;
-108.6000;0.2605;0.6163;
-108.3000;0.2605;0.5689;
-108.0000;0.2613;0.5689;
-107.7000;0.2580;0.4978;
-107.4000;0.2613;0.5689;
-107.1000;0.2597;0.5689;
-106.8000;0.2605;0.5452;
-106.5000;0.2589;0.4978;
-106.2000;0.2613;0.5689;
-105.9000;0.2605;0.5689;
-105.6000;0.2597;0.5452;
-105.3000;0.2605;0.5689;
-105.0000;0.2613;0.5926;
-104.7000;0.2589;0.5215;
-104.4000;0.2613;0.5452;
-104.1000;0.2597;0.5689;
-103.8000;0.2613;0.6400;
-103.5000;0.2589;0.5452;
-103.2000;0.2629;0.6400;
-102.9000;0.2613;0.6163;
-102.6000;0.2580;0.5452;
-102.3000;0.2589;0.5452;
-102.0000;0.2613;0.6163;
-101.7000;0.2589;0.5452;
-101.4000;0.2605;0.5452;
-101.1000;0.2605;0.5452;
-100.8000;0.2613;0.5689;
-100.5000;0.2589;0.5452;
-100.2000;0.2621;0.5689;
-99.9000;0.2613;0.5452;
-99.6000;0.2605;0.5215;
-99.3000;0.2613;0.5215;
-99.0000;0.2621;0.5452;
-98.7000;0.2605;0.4741;
-98.4000;0.2621;0.5452;
-98.1000;0.2629;0.5452;
-97.8000;0.2637;0.5452;
-97.5000;0.2629;0.5215;
-97.2000;0.2637;0.5689;
-96.9000;0.2621;0.5452;
-96.6000;0.2621;0.5215;
-96.3000;0.2646;0.5926;
-96.0000;0.2637;0.5452;
-95.7000;0.2621;0.5452;
-95.4000;0.2629;0.5689;
-95.1000;0.2637;0.5689;
-94.8000;0.2646;0.5689;
-94.5000;0.2621;0.5926;
-94.2000;0.2654;0.6400;
-93.9000;0.2637;0.6400;
-93.6000;0.2629;0.6400;
-93.3000;0.2621;0.5926;
-93.0000;0.2637;0.6163;
-92.7000;0.2621;0.5926;
-92.4000;0.2629;0.5689;
-92.1000;0.2629;0.5926;
-91.8000;0.2629;0.5926;
-91.5000;0.2621;0.5926;
-91.2000;0.2654;0.6163;
-90.9000;0.2637;0.5689;
-90.6000;0.2637;0.6163;
-90.3000;0.2629;0.5689;
-90.0000;0.2629;0.5452;
-89.7000;0.2621;0.5452;
-89.4000;0.2629;0.5215;
-89.1000;0.2637;0.5689;
-88.8000;0.2637;0.5926;
-88.5000;0.2629;0.5452;
-88.2000;0.2654;0.6163;
-87.9000;0.2629;0.5926;
-87.6000;0.2637;0.5926;
-87.3000;0.2629;0.5926;
-87.0000;0.2621;0.5926;
-86.7000;0.2629;0.5689;
-86.4000;0.2629;0.5926;
-86.1000;0.2646;0.6163;
-85.8000;0.2637;0.6163;
-85.5000;0.2629;0.5926;
-85.2000;0.2637;0.5926;
-84.9000;0.2646;0.5926;
-84.6000;0.2621;0.5452;
-84.3000;0.2646;0.6163;
-84.0000;0.2621;0.5926;
-83.7000;0.2621;0.5689;
-83.4000;0.2629;0.5689;
-83.1000;0.2637;0.6163;
-82.8000;0.2637;0.5926;
-82.5000;0.2637;0.5452;
-82.2000;0.2637;0.5689;
-81.9000;0.2621;0.5215;
-81.6000;0.2637;0.5689;
-81.3000;0.2629;0.5926;
-81.0000;0.2629;0.5926;
-80.7000;0.2629;0.5689;
-80.4000;0.2621;0.5452;
-80.1000;0.2646;0.6637;
-79.8000;0.2646;0.5689;
-79.5000;0.2629;0.6163;
-79.2000;0.2637;0.6163;
-78.9000;0.2629;0.5926;
-78.6000;0.2646;0.5926;
-78.3000;0.2629;0.5689;
-78.0000;0.2613;0.5215;
-77.7000;0.2629;0.5926;
-77.4000;0.2637;0.5689;
-77.1000;0.2662;0.5926;
-76.8000;0.2637;0.5452;
-76.5000;0.2637;0.5689;
-76.2000;0.2646;0.6163;
-75.9000;0.2613;0.5215;
-75.6000;0.2637;0.5452;
-75.3000;0.2646;0.5926;
-75.0000;0.2621;0.5452;
-74.7000;0.2637;0.5452;
-74.4000;0.2637;0.5689;
-74.1000;0.2646;0.6400;
-73.8000;0.2629;0.5452;
-73.5000;0.2629;0.5689;
-73.2000;0.2646;0.6637;
-72.9000;0.2637;0.6400;
-72.6000;0.2621;0.6163;
-72.3000;0.2646;0.6163;
-72.0000;0.2621;0.5689;
-71.7000;0.2637;0.6163;
-71.4000;0.2629;0.6163;
-71.1000;0.2654;0.6874;
-70.8000;0.2629;0.5926;
-70.5000;0.2621;0.5926;
-70.2000;0.2637;0.6163;
-69.9000;0.2629;0.5689;
-69.6000;0.2629;0.5689;
-69.3000;0.2646;0.5689;
-69.0000;0.2613;0.4978;
-68.7000;0.2629;0.5452;
-68.4000;0.2629;0.5926;
-68.1000;0.2646;0.6637;
-67.8000;0.2629;0.5926;
-67.5000;0.2637;0.5452;
-67.2000;0.2629;0.5926;
-66.9000;0.2629;0.5689;
-66.6000;0.2621;0.5215;
-66.3000;0.2646;0.5689;
-66.0000;0.2613;0.4978;
-65.7000;0.2629;0.5215;
-65.4000;0.2629;0.5452;
-65.1000;0.2646;0.5689;
-64.8000;0.2621;0.5452;
-64.5000;0.2637;0.5689;
-64.2000;0.2637;0.6163;
-63.9000;0.2621;0.5452;
-63.6000;0.2646;0.5926;
-63.3000;0.2646;0.5452;
-63.0000;0.2621;0.4978;
-62.7000;0.2637;0.5689;
-62.4000;0.2637;0.5452;
-62.1000;0.2637;0.5926;
-61.8000;0.2621;0.5452;
-61.5000;0.2637;0.5926;
-61.2000;0.2637;0.5689;
-60.9000;0.2629;0.5689;
-60.6000;0.2637;0.6400;
-60.3000;0.2654;0.6637;
-60.0000;0.2629;0.6163;
-59.7000;0.2646;0.6400;
-59.4000;0.2637;0.5926;
-59.1000;0.2646;0.6400;
-58.8000;0.2621;0.5926;
-58.5000;0.2654;0.6163;
-58.2000;0.2637;0.5452;
-57.9000;0.2629;0.5452;
-57.6000;0.2646;0.6163;
-57.3000;0.2629;0.5689;
-57.0000;0.2621;0.5452;
-56.7000;0.2646;0.5689;
-56.4000;0.2637;0.5452;
-56.1000;0.2637;0.5689;
-55.8000;0.2629;0.4978;
-55.5000;0.2646;0.5926;
-55.2000;0.2637;0.5215;
-54.9000;0.2629;0.5215;
-54.6000;0.2629;0.5215;
-54.3000;0.2637;0.5689;
-54.0000;0.2621;0.4741;
-53.7000;0.2646;0.5452;
-53.4000;0.2629;0.4978;
-53.1000;0.2646;0.5452;
-52.8000;0.2621;0.5215;
-52.5000;0.2646;0.6163;
-52.2000;0.2629;0.5926;
-51.9000;0.2637;0.5926;
-51.6000;0.2637;0.5926;
-51.3000;0.2629;0.5452;
-51.0000;0.2629;0.5689;
-50.7000;0.2637;0.5926;
-50.4000;0.2637;0.5926;
-50.1000;0.2646;0.5926;
-49.8000;0.2621;0.5215;
-49.5000;0.2637;0.5689;
-49.2000;0.2597;0.5215;
-48.9000;0.2597;0.4978;
-48.6000;0.2605;0.5452;
-48.3000;0.2613;0.5689;
-48.0000;0.2597;0.5452;
-47.7000;0.2597;0.5452;
-47.4000;0.2597;0.5926;
-47.1000;0.2589;0.5926;
-46.8000;0.2572;0.5689;
-46.5000;0.2613;0.5926;
-46.2000;0.2580;0.5689;
-45.9000;0.2597;0.6163;
-45.6000;0.2597;0.6637;
-45.3000;0.2580;0.6637;
-45.0000;0.2589;0.6163;
-44.7000;0.2597;0.6163;
-44.4000;0.2597;0.5926;
-44.1000;0.2589;0.5689;
-43.8000;0.2572;0.5215;
-43.5000;0.2597;0.6400;
-43.2000;0.2580;0.5215;
-42.9000;0.2597;0.5452;
-42.6000;0.2589;0.6163;
-42.3000;0.2613;0.6637;
-42.0000;0.2589;0.5926;
-41.7000;0.2589;0.6163;
-41.4000;0.2597;0.6163;
-41.1000;0.2589;0.5926;
-40.8000;0.2572;0.5215;
-40.5000;0.2597;0.6163;
-40.2000;0.2580;0.5215;
-39.9000;0.2580;0.5452;
-39.6000;0.2597;0.5689;
-39.3000;0.2605;0.6400;
-39.0000;0.2589;0.5689;
-38.7000;0.2597;0.5926;
-38.4000;0.2589;0.6163;
-38.1000;0.2597;0.5689;
-37.8000;0.2572;0.5215;
-37.5000;0.2613;0.5689;
-37.2000;0.2589;0.5689;
-36.9000;0.2572;0.5689;
-36.6000;0.2589;0.5689;
-36.3000;0.2613;0.6163;
-36.0000;0.2589;0.5926;
-35.7000;0.2589;0.5689;
-35.4000;0.2605;0.6400;
-35.1000;0.2597;0.5452;
-34.8000;0.2580;0.5452;
-34.5000;0.2605;0.5926;
-34.2000;0.2589;0.5689;
-33.9000;0.2589;0.5452;
-33.6000;0.2589;0.5452;
-33.3000;0.2597;0.6163;
-33.0000;0.2580;0.5215;
-32.7000;0.2597;0.5689;
-32.4000;0.2597;0.5926;
-32.1000;0.2580;0.5689;
-31.8000;0.2580;0.5689;
-31.5000;0.2605;0.6163;
-31.2000;0.2597;0.5452;
-30.9000;0.2580;0.5215;
-30.6000;0.2613;0.5689;
-30.3000;0.2580;0.5689;
-30.0000;0.2589;0.5452;
-29.7000;0.2597;0.5215;
-29.4000;0.2597;0.5215;
-29.1000;0.2589;0.5215;
-28.8000;0.2589;0.5215;
-28.5000;0.2597;0.5689;
-28.2000;0.2589;0.5926;
-27.9000;0.2589;0.5926;
-27.6000;0.2589;0.5926;
-27.3000;0.2605;0.6163;
-27.0000;0.2589;0.6163;
-26.7000;0.2589;0.5926;
-26.4000;0.2605;0.6400;
-26.1000;0.2589;0.5452;
-25.8000;0.2580;0.5215;
-25.5000;0.2597;0.5926;
-25.2000;0.2589;0.5452;
-24.9000;0.2580;0.5452;
-24.6000;0.2605;0.6163;
-24.3000;0.2589;0.5689;
-24.0000;0.2605;0.5452;
-23.7000;0.2597;0.5689;
-23.4000;0.2605;0.5689;
-23.1000;0.2589;0.5452;
-22.8000;0.2589;0.5215;
-22.5000;0.2597;0.5689;
-22.2000;0.2580;0.5689;
-21.9000;0.2597;0.6163;
-21.6000;0.2589;0.5689;
-21.3000;0.2613;0.6163;
-21.0000;0.2597;0.6163;
-20.7000;0.2589;0.5689;
-20.4000;0.2597;0.5926;
-20.1000;0.2589;0.4978;
-19.8000;0.2589;0.5452;
-19.5000;0.2580;0.6163;
-19.2000;0.2597;0.4978;
-18.9000;0.2589;0.6400;
-18.6000;0.2597;0.5926;
-18.3000;0.2597;0.6400;
-18.0000;0.2597;0.6400;
-17.7000;0.2597;0.5926;
-17.4000;0.2597;0.5926;
-17.1000;0.2580;0.5452;
-16.8000;0.2589;0.5689;
-16.5000;0.2597;0.6163;
-16.2000;0.2589;0.5689;
-15.9000;0.2589;0.5926;
-15.6000;0.2597;0.5926;
-15.3000;0.2589;0.6163;
-15.0000;0.2597;0.6163;
-14.7000;0.2597;0.5926;
-14.4000;0.2613;0.6400;
-14.1000;0.2572;0.5215;
-13.8000;0.2589;0.6163;
-13.5000;0.2597;0.6163;
-13.2000;0.2589;0.5689;
-12.9000;0.2580;0.5452;
-12.6000;0.2605;0.6163;
-12.3000;0.2580;0.5452;
-12.0000;0.2589;0.5689;
-11.7000;0.2589;0.6163;
-11.4000;0.2613;0.6400;
-11.1000;0.2580;0.5689;
-10.8000;0.2589;0.5926;
-10.5000;0.2589;0.5926;
-10.2000;0.2597;0.6163;
-9.9000;0.2605;0.6163;
-9.6000;0.2580;0.5689;
-9.3000;0.2605;0.5926;
-9.0000;0.2597;0.5689;
-8.7000;0.2580;0.5452;
-8.4000;0.2613;0.5926;
-8.1000;0.2580;0.4978;
-7.8000;0.2589;0.5926;
-7.5000;0.2589;0.5452;
-7.2000;0.2589;0.5689;
-6.9000;0.2597;0.5689;
-6.6000;0.2589;0.5215;
-6.3000;0.2597;0.5452;
-6.0000;0.2605;0.5452;
-5.7000;0.2589;0.5452;
-5.4000;0.2597;0.6163;
-5.1000;0.2589;0.5452;
-4.8000;0.2597;0.5926;
-4.5000;0.2580;0.5689;
-4.2000;0.2580;0.5689;
-3.9000;0.2597;0.6163;
-3.6000;0.2589;0.5926;
-3.3000;0.2597;0.5689;
-3.0000;0.2605;0.6163;
-2.7000;0.2589;0.5215;
-2.4000;0.2605;0.6163;
-2.1000;0.2580;0.5215;
-1.8000;0.2589;0.5215;
-1.5000;0.2597;0.5452;
-1.2000;0.2605;0.5689;
-0.9000;0.2580;0.5452;
-0.6000;0.2605;0.6163;
-0.3000;0.2589;0.6400;
0.0000;0.2589;0.7586;
0.3000;0.3061;1.0667;
0.6000;0.4013;1.5645;
0.9000;0.4770;1.9438;
1.2000;0.5389;2.3468;
1.5000;0.5836;2.8209;
1.8000;0.6154;3.1765;
2.1000;0.6398;3.4847;
2.4000;0.6561;3.7454;
2.7000;0.6724;3.8876;
3.0000;0.6846;3.9825;
3.3000;0.6984;4.0773;
3.6000;0.7106;4.1958;
3.9000;0.7171;4.2432;
4.2000;0.7302;4.4092;
4.5000;0.7399;4.3854;
4.8000;0.7513;4.4803;
5.1000;0.7619;4.4329;
5.4000;0.7709;4.4566;
5.7000;0.7766;4.4803;
6.0000;0.7847;4.5751;
6.3000;0.7888;4.6462;
6.6000;0.7969;4.6462;
6.9000;0.8018;4.5514;
7.2000;0.8091;4.5514;
7.5000;0.8116;4.5514;
7.8000;0.8189;4.5751;
8.1000;0.8221;4.5514;
8.4000;0.8238;4.5751;
8.7000;0.8270;4.5988;
9.0000;0.8319;4.6699;
9.3000;0.8352;4.6225;
9.6000;0.8417;4.5988;
9.9000;0.8457;4.5040;
10.2000;0.8523;4.5988;
10.5000;0.8547;4.5988;
10.8000;0.8580;4.7173;
11.1000;0.8596;4.7410;
11.4000;0.8637;4.7410;
11.7000;0.8645;4.6699;
12.0000;0.8694;4.7410;
12.3000;0.8742;4.6699;
12.6000;0.8816;4.6225;
12.9000;0.8848;4.5751;
13.2000;0.8905;4.6936;
13.5000;0.8897;4.6462;
13.8000;0.8930;4.6462;
14.1000;0.8938;4.6462;
14.4000;0.8970;4.6699;
14.7000;0.9027;4.6462;
15.0000;0.9060;4.5751;
15.3000;0.9101;4.5988;
15.6000;0.9125;4.5988;
15.9000;0.9133;4.5514;
16.2000;0.9174;4.6699;
16.5000;0.9166;4.6225;
16.8000;0.9206;4.6699;
17.1000;0.9231;4.6462;
17.4000;0.9271;4.5988;
17.7000;0.9280;4.4566;
18.0000;0.9345;4.5040;
18.3000;0.9377;4.5514;
18.6000;0.9410;4.5514;
18.9000;0.9418;4.5277;
19.2000;0.9442;4.6225;
19.5000;0.9434;4.5988;
19.8000;0.9467;4.5751;
20.1000;0.9491;4.4803;
20.4000;0.9508;4.4566;
20.7000;0.9524;4.3617;
21.0000;0.9548;4.3617;
21.3000;0.9565;4.3854;
21.6000;0.9589;4.4329;
21.9000;0.9581;4.4566;
22.2000;0.9597;4.5040;
22.5000;0.9605;4.4329;
22.8000;0.9621;4.4329;
23.1000;0.9654;4.3854;
23.4000;0.9687;4.4566;
23.7000;0.9670;4.3380;
24.0000;0.9695;4.3854;
24.3000;0.9687;4.4329;
24.6000;0.9662;4.3854;
24.9000;0.9654;4.3380;
25.2000;0.9695;4.3854;
25.5000;0.9711;4.3143;
25.8000;0.9744;4.3380;
26.1000;0.9744;4.2906;
26.4000;0.9792;4.2906;
26.7000;0.9776;4.2432;
27.0000;0.9776;4.2432;
27.3000;0.9784;4.3143;
27.6000;0.9760;4.2906;
27.9000;0.9768;4.2432;
28.2000;0.9801;4.2195;
28.5000;0.9801;4.1484;
28.8000;0.9833;4.1247;
29.1000;0.9858;4.0773;
29.4000;0.9833;4.0062;
29.7000;0.9833;4.0773;
30.0000;0.9833;4.0773;
30.3000;0.9825;4.1010;
30.6000;0.9817;4.0299;
30.9000;0.9825;3.9588;
31.2000;0.9866;3.9588;
31.5000;0.9866;3.8639;
31.8000;0.9882;3.9113;
32.1000;0.9890;3.8639;
32.4000;0.9882;3.8639;
32.7000;0.9882;3.8165;
33.0000;0.9866;3.8639;
33.3000;0.9874;3.8876;
33.6000;0.9874;3.8165;
33.9000;0.9890;3.8165;
34.2000;0.9915;3.7691;
34.5000;0.9915;3.6980;
34.8000;0.9939;3.6743;
35.1000;0.9923;3.6980;
35.4000;0.9923;3.7217;
35.7000;0.9882;3.6743;
36.0000;0.9874;3.6743;
36.3000;0.9898;3.6032;
36.6000;0.9898;3.5558;
36.9000;0.9931;3.5084;
37.2000;0.9955;3.4847;
37.5000;0.9963;3.4135;
37.8000;0.9947;3.3424;
38.1000;0.9939;3.3424;
38.4000;0.9963;3.3898;
38.7000;0.9923;3.3661;
39.0000;0.9906;3.3898;
39.3000;0.9931;3.4135;
39.6000;0.9939;3.3424;
39.9000;0.9988;3.3187;
40.2000;0.9988;3.2713;
40.5000;0.9988;3.2476;
40.8000;0.9980;3.2476;
41.1000;1.0004;3.2713;
41.4000;0.9963;3.2713;
41.7000;0.9963;3.2476;
42.0000;0.9955;3.1765;
42.3000;0.9980;3.2002;
42.6000;0.9972;3.1054;
42.9000;1.0012;3.1054;
43.2000;1.0037;3.0343;
43.5000;1.0012;2.9631;
43.8000;1.0004;2.9394;
44.1000;1.0004;2.9394;
44.4000;1.0020;3.0105;
44.7000;0.9996;2.8920;
45.0000;0.9980;2.8446;
45.3000;1.0020;2.8446;
45.6000;1.0020;2.7735;
45.9000;1.0069;2.7735;
46.2000;1.0069;2.7498;
46.5000;1.0061;2.7498;
46.8000;1.0045;2.7261;
47.1000;1.0045;2.7498;
47.4000;1.0037;2.8209;
47.7000;1.0020;2.7261;
48.0000;1.0020;2.7024;
48.3000;1.0045;2.6787;
48.6000;1.0045;2.5364;
48.9000;1.0094;2.6076;
49.2000;1.0094;2.5602;
49.5000;1.0094;2.5364;
49.8000;1.0094;2.5364;
50.1000;1.0094;2.5602;
50.4000;1.0061;2.5127;
50.7000;1.0069;2.4653;
51.0000;1.0077;2.4416;
51.3000;1.0126;2.4653;
