MC5;
time/s;Fluo/V;P700 deltaI/I x10³;
36.700;0.2656;0.5126;
36.720;0.2656;0.5946;
36.740;0.2656;0.5782;
36.760;0.2647;0.4634;
36.780;0.2647;0.5249;
36.800;0.2682;0.5495;
36.820;0.2682;0.5700;
36.840;0.2682;0.5659;
36.860;0.2573;0.5044;
36.880;0.2573;0.5331;
36.900;0.2689;0.4880;
36.920;0.2689;0.5290;
36.940;0.2689;0.5167;
36.960;0.2726;0.4880;
36.980;0.2726;0.5044;
37.000;0.2698;0.5659;
37.020;0.2698;0.4593;
37.040;0.2698;0.5659;
37.060;0.2614;0.5044;
37.080;0.2614;0.5331;
37.100;0.2662;0.4675;
37.120;0.2662;0.5413;
37.140;0.2662;0.5208;
37.160;0.2628;0.5044;
37.180;0.2628;0.4921;
37.200;0.2627;0.5454;
37.220;0.2627;0.5044;
37.240;0.2627;0.4880;
37.260;0.2596;0.4593;
37.280;0.2596;0.5536;
37.300;0.2743;0.5823;
37.320;0.2743;0.5208;
37.340;0.2743;0.5167;
37.360;0.2560;0.5331;
37.380;0.2560;0.4921;
37.400;0.2705;0.5249;
37.420;0.2705;0.4716;
37.440;0.2705;0.4265;
37.460;0.2721;0.5864;
37.480;0.2721;0.5167;
37.500;0.2799;0.5987;
37.520;0.2799;0.4552;
37.540;0.2799;0.5085;
37.560;0.2720;0.5577;
37.580;0.2720;0.5741;
37.600;0.2679;0.4921;
37.620;0.2679;0.5249;
37.640;0.2679;0.4757;
37.660;0.2680;0.5372;
37.680;0.2680;0.5618;
37.700;0.2631;0.5290;
37.720;0.2631;0.5413;
37.740;0.2631;0.5454;
37.760;0.2663;0.5577;
37.780;0.2663;0.5700;
37.800;0.2608;0.4921;
37.820;0.2608;0.4921;
37.840;0.2608;0.5331;
37.860;0.2637;0.5290;
37.880;0.2637;0.5823;
37.900;0.2614;0.5782;
37.920;0.2614;0.5741;
37.940;0.2614;0.5782;
37.960;0.2674;0.5167;
37.980;0.2674;0.5290;
38.000;0.2585;0.5249;
38.020;0.2585;0.5987;
38.040;0.2585;0.5618;
38.060;0.2714;0.6192;
38.080;0.2714;0.5208;
38.100;0.2624;0.4921;
38.120;0.2624;0.5495;
38.140;0.2624;0.5782;
38.160;0.2616;0.5577;
38.180;0.2616;0.5085;
38.200;0.2607;0.4757;
38.220;0.2607;0.5372;
38.240;0.2607;0.5700;
38.260;0.2611;0.5249;
38.280;0.2611;0.5085;
38.300;0.2639;0.5331;
38.320;0.2639;0.5577;
38.340;0.2639;0.6028;
38.360;0.2686;0.5905;
38.380;0.2686;0.5413;
38.400;0.2556;0.5659;
38.420;0.2556;0.5946;
38.440;0.2556;0.6028;
38.460;0.2775;0.5331;
38.480;0.2775;0.5208;
38.500;0.2634;0.5536;
38.520;0.2634;0.5044;
38.540;0.2634;0.5577;
38.560;0.2688;0.5536;
38.580;0.2688;0.5413;
38.600;0.2619;0.5659;
38.620;0.2619;0.5741;
38.640;0.2619;0.5331;
38.660;0.2711;0.5413;
38.680;0.2711;0.5618;
38.700;0.2657;0.5700;
38.720;0.2657;0.5946;
38.740;0.2657;0.5372;
38.760;0.2647;0.5372;
38.780;0.2647;0.5536;
38.800;0.2643;0.5126;
38.820;0.2643;0.5700;
38.840;0.2643;0.5249;
38.860;0.2636;0.5003;
38.880;0.2636;0.5454;
38.900;0.2663;0.5413;
38.920;0.2663;0.5618;
38.940;0.2663;0.4798;
38.960;0.2636;0.4962;
38.980;0.2636;0.5126;
39.000;0.2688;0.5331;
39.020;0.2688;0.5208;
39.040;0.2688;0.5249;
39.060;0.2749;0.5003;
39.080;0.2749;0.5331;
39.100;0.2677;0.6192;
39.120;0.2677;0.5782;
39.140;0.2677;0.5454;
39.160;0.2628;0.4798;
39.180;0.2645;0.5044;
39.200;0.2640;0.5167;
39.220;0.2643;0.5700;
39.240;0.2624;0.5618;
39.260;0.2746;0.5126;
39.280;0.2763;0.5618;
39.300;0.2669;0.4962;
39.320;0.2653;0.5618;
39.340;0.2643;0.5413;
39.360;0.2653;0.5331;
39.380;0.2682;0.5823;
39.400;0.2698;0.5905;
39.420;0.2692;0.5290;
39.440;0.2679;0.5044;
39.460;0.2627;0.5413;
39.480;0.2640;0.5208;
39.500;0.2653;0.5372;
39.520;0.2639;0.5372;
39.540;0.2634;0.5700;
39.560;0.2643;0.5085;
39.580;0.2665;0.5454;
39.600;0.2723;0.4880;
39.620;0.2732;0.5536;
39.640;0.2724;0.5331;
39.660;0.2709;0.5659;
39.680;0.2720;0.6069;
39.700;0.2601;0.5823;
39.720;0.2614;0.5577;
39.740;0.2608;0.5577;
39.760;0.2657;0.5741;
39.780;0.2653;0.5372;
39.800;0.2756;0.5905;
39.820;0.2764;0.5331;
39.840;0.2779;0.6151;
39.860;0.2682;0.5413;
39.880;0.2692;0.5126;
39.900;0.2729;0.4962;
39.920;0.2746;0.4798;
39.940;0.2759;0.5741;
39.960;0.2672;0.5618;
39.980;0.2657;0.5044;
40.000;0.2698;0.4716;
40.020;0.2705;0.5372;
40.040;0.2717;0.5987;
40.060;0.2648;0.5454;
40.080;0.2633;0.5208;
40.100;0.2650;0.4880;
40.120;0.2651;0.5413;
40.140;0.2674;0.5987;
40.160;0.2671;0.5577;
40.180;0.2671;0.6274;
40.200;0.2671;0.6274;
40.220;0.2672;0.6233;
40.240;0.2672;0.6192;
40.260;0.2674;0.6192;
40.280;0.2676;0.6151;
40.300;0.2676;0.6110;
40.320;0.2677;0.6069;
40.340;0.2679;0.6028;
40.360;0.2679;0.6028;
40.380;0.2680;0.5987;
40.400;0.2682;0.5946;
40.420;0.2682;0.5905;
40.440;0.2683;0.5864;
40.460;0.2685;0.5823;
40.480;0.2685;0.5823;
40.500;0.2686;0.5782;
40.520;0.2686;0.5741;
40.540;0.2688;0.5700;
40.560;0.2689;0.5659;
40.580;0.2689;0.5659;
40.600;0.2691;0.5618;
40.620;0.2692;0.5577;
40.640;0.2692;0.5536;
40.660;0.2694;0.5495;
40.680;0.2695;0.5454;
40.700;0.2695;0.5454;
40.720;0.2697;0.5413;
40.740;0.2698;0.5372;
40.760;0.2698;0.5331;
40.780;0.2700;0.5290;
40.800;0.2701;0.5290;
40.820;0.2701;0.5249;
40.840;0.2703;0.5208;
40.860;0.2703;0.5208;
40.880;0.2701;0.5126;
40.900;0.2708;0.5044;
40.920;0.2642;0.5044;
40.940;0.2637;0.5085;
40.960;0.2651;0.5208;
40.980;0.2659;0.4962;
41.000;0.2662;0.5577;
41.020;0.2634;0.5249;
41.040;0.2637;0.4880;
41.060;0.4748;1.5912;
41.080;0.9522;4.3921;
41.100;0.9835;3.6908;
41.120;1.0079;2.3375;
41.140;1.0485;1.3164;
41.160;1.0789;0.8694;
41.180;1.0926;0.6356;
41.200;1.1033;0.5864;
41.220;1.1073;0.4511;
41.240;1.1058;0.5167;
41.260;1.0997;0.4224;
41.280;1.0948;0.1845;
41.300;1.0955;0.2871;
41.320;0.5862;0.2666;
41.340;0.5865;0.3322;
41.360;0.5560;0.3322;
41.380;0.5279;0.3814;
41.400;0.5287;0.4183;
41.420;0.5063;0.4142;
41.440;0.5070;0.4962;
41.460;0.4927;0.3896;
41.480;0.4795;0.3937;
41.500;0.4799;0.4593;
41.520;0.4821;0.4716;
41.540;0.4820;0.4224;
41.560;0.4739;0.4552;
41.580;0.4660;0.4470;
41.600;0.4663;0.4962;
41.620;0.4592;0.4962;
41.640;0.4591;0.4921;
41.660;0.4530;0.5577;
41.680;0.4467;0.5126;
41.700;0.4472;0.4880;
41.720;0.4434;0.4798;
41.740;0.4434;0.4839;
41.760;0.4399;0.4921;
41.780;0.4370;0.5085;
41.800;0.4374;0.5782;
41.820;0.4266;0.5208;
41.840;0.4264;0.5126;
41.860;0.4310;0.4757;
41.880;0.4350;0.4388;
41.900;0.4361;0.5085;
41.920;0.4261;0.5167;
41.940;0.4263;0.5044;
41.960;0.4232;0.5085;
41.980;0.4200;0.5085;
42.000;0.4200;0.5003;
42.020;0.4177;0.5003;
42.040;0.4179;0.4880;
42.060;0.4193;0.5249;
42.080;0.4203;0.5085;
42.100;0.4208;0.5044;
42.120;0.4209;0.4880;
42.140;0.4211;0.5044;
42.160;0.4151;0.4470;
42.180;0.4095;0.5044;
42.200;0.4100;0.4921;
42.220;0.4081;0.4634;
42.240;0.4078;0.4921;
42.260;0.4072;0.4757;
42.280;0.4064;0.4552;
42.300;0.4063;0.5208;
42.320;0.4000;0.4511;
42.340;0.3997;0.5208;
42.360;0.4025;0.4675;
42.380;0.4052;0.5372;
42.400;0.4049;0.5003;
42.420;0.3967;0.5454;
42.440;0.3977;0.4716;
42.460;0.3977;0.4716;
42.480;0.3967;0.4716;
42.500;0.3956;0.4757;
42.520;0.3945;0.4798;
42.540;0.3935;0.4798;
42.560;0.3924;0.4798;
42.580;0.3913;0.4839;
42.600;0.3901;0.4880;
42.620;0.3890;0.4880;
42.640;0.3880;0.4880;
42.660;0.3869;0.4921;
42.680;0.3858;0.4962;
42.700;0.3848;0.4962;
42.720;0.3848;0.4962;
42.740;0.3848;0.5577;
42.760;0.3848;0.5126;
42.780;0.3825;0.5618;
42.800;0.3825;0.5577;
42.820;0.3825;0.5290;
42.840;0.3825;0.5249;
42.860;0.3825;0.5331;
42.880;0.3726;0.5659;
42.900;0.3726;0.5987;
42.920;0.3726;0.4921;
42.940;0.3674;0.5536;
42.960;0.3674;0.5454;
42.980;0.3687;0.5536;
43.000;0.3687;0.5659;
43.020;0.3687;0.5495;
43.040;0.3645;0.6028;
43.060;0.3645;0.5249;
43.080;0.3719;0.5495;
43.100;0.3719;0.5987;
43.120;0.3719;0.5249;
43.140;0.3689;0.5413;
43.160;0.3689;0.5659;
43.180;0.3735;0.6315;
43.200;0.3735;0.5249;
43.220;0.3735;0.5208;
43.240;0.3622;0.4962;
43.260;0.3622;0.5331;
43.280;0.3648;0.6233;
43.300;0.3648;0.4839;
43.320;0.3648;0.4839;
43.340;0.3611;0.5085;
43.360;0.3611;0.5085;
43.380;0.3634;0.5372;
43.400;0.3634;0.5044;
43.420;0.3634;0.5044;
43.440;0.3602;0.5003;
43.460;0.3602;0.5372;
43.480;0.3634;0.5126;
43.500;0.3634;0.5413;
43.520;0.3634;0.5044;
43.540;0.3509;0.4757;
43.560;0.3509;0.5495;
43.580;0.3576;0.4880;
43.600;0.3576;0.5782;
43.620;0.3576;0.4962;
43.640;0.3494;0.5741;
43.660;0.3494;0.5167;
43.680;0.3523;0.5290;
43.700;0.3523;0.5577;
43.720;0.3523;0.4716;
43.740;0.3484;0.5167;
43.760;0.3484;0.5290;
43.780;0.3495;0.5126;
43.800;0.3495;0.5331;
43.820;0.3495;0.4962;
43.840;0.3498;0.5659;
43.860;0.3498;0.5167;
43.880;0.3451;0.4388;
43.900;0.3451;0.5946;
43.920;0.3451;0.5536;
43.940;0.3532;0.5331;
43.960;0.3532;0.5905;
43.980;0.3536;0.5495;
44.000;0.3536;0.5208;
44.020;0.3536;0.5331;
44.040;0.3397;0.5905;
44.060;0.3397;0.5577;
44.080;0.3407;0.5126;
44.100;0.3407;0.5331;
44.120;0.3407;0.5905;
44.140;0.3487;0.5864;
44.160;0.3487;0.4962;
44.180;0.3478;0.5085;
44.200;0.3478;0.4962;
44.220;0.3478;0.5618;
44.240;0.3433;0.5249;
44.260;0.3433;0.5700;
44.280;0.3411;0.4552;
44.300;0.3411;0.5290;
44.320;0.3411;0.5536;
44.340;0.3449;0.5823;
44.360;0.3449;0.5946;
44.380;0.3416;0.5536;
44.400;0.3416;0.5454;
44.420;0.3416;0.5085;
44.440;0.3394;0.5167;
44.460;0.3394;0.5495;
44.480;0.3429;0.5659;
44.500;0.3429;0.5454;
44.520;0.3429;0.5126;
44.540;0.3407;0.4347;
44.560;0.3407;0.5413;
44.580;0.3323;0.5003;
44.600;0.3323;0.5167;
44.620;0.3323;0.5003;
44.640;0.3352;0.5085;
44.660;0.3352;0.4716;
44.680;0.3355;0.5782;
44.700;0.3355;0.5454;
44.720;0.3355;0.5331;
44.740;0.3361;0.5003;
44.760;0.3361;0.4962;
44.780;0.3332;0.5167;
44.800;0.3332;0.5413;
44.820;0.3332;0.4798;
44.840;0.3391;0.5290;
44.860;0.3391;0.4552;
44.880;0.3329;0.5372;
44.900;0.3329;0.5126;
44.920;0.3329;0.6069;
44.940;0.3219;0.4839;
44.960;0.3219;0.5372;
44.980;0.3353;0.5536;
45.000;0.3353;0.5823;
45.020;0.3353;0.4880;
45.040;0.3346;0.5413;
45.060;0.3346;0.5290;
45.080;0.3344;0.5659;
45.100;0.3344;0.5782;
45.120;0.3344;0.5741;
45.140;0.3355;0.5208;
45.160;0.3355;0.4798;
45.180;0.3313;0.5782;
45.200;0.3313;0.5044;
45.220;0.3313;0.5741;
45.240;0.3291;0.5249;
45.260;0.3291;0.5372;
45.280;0.3194;0.5003;
45.300;0.3194;0.5290;
45.320;0.3194;0.5167;
45.340;0.3295;0.5413;
45.360;0.3295;0.5331;
45.380;0.3339;0.5249;
45.400;0.3339;0.5413;
45.420;0.3339;0.5003;
45.440;0.3234;0.5167;
45.460;0.3234;0.5577;
45.480;0.3320;0.5331;
45.500;0.3320;0.5700;
45.520;0.3320;0.6028;
45.540;0.3347;0.5823;
45.560;0.3347;0.5372;
45.580;0.3265;0.5331;
45.600;0.3265;0.5413;
45.620;0.3265;0.4962;
45.640;0.3220;0.5003;
45.660;0.3220;0.5413;
45.680;0.3219;0.5044;
45.700;0.3219;0.4880;
45.720;0.3219;0.5249;
45.740;0.3277;0.5167;
45.760;0.3277;0.6110;
45.780;0.3265;0.5618;
45.800;0.3265;0.5741;
45.820;0.3265;0.5495;
45.840;0.3283;0.5864;
45.860;0.3283;0.5823;
45.880;0.3292;0.5085;
45.900;0.3292;0.5413;
45.920;0.3292;0.5208;
45.940;0.3205;0.5331;
45.960;0.3205;0.5946;
45.980;0.3262;0.4675;
46.000;0.3262;0.5782;
46.020;0.3262;0.5413;
46.040;0.3159;0.5659;
46.060;0.3159;0.5126;
46.080;0.3197;0.5413;
46.100;0.3197;0.5495;
46.120;0.3197;0.5331;
46.140;0.3260;0.5577;
46.160;0.3260;0.5413;
46.180;0.3265;0.5126;
46.200;0.3265;0.5454;
46.220;0.3265;0.6151;
46.240;0.3178;0.5208;
46.260;0.3178;0.5454;
46.280;0.3118;0.4552;
46.300;0.3118;0.6151;
46.320;0.3118;0.5372;
46.340;0.3190;0.6233;
46.360;0.3190;0.5126;
46.380;0.3165;0.4593;
46.400;0.3165;0.5618;
46.420;0.3165;0.5618;
46.440;0.3196;0.4921;
46.460;0.3196;0.5126;
46.480;0.3126;0.4634;
46.500;0.3126;0.5126;
46.520;0.3126;0.5454;
46.540;0.3126;0.5167;
46.560;0.3126;0.4880;
46.580;0.3283;0.4716;
46.600;0.3283;0.5864;
46.620;0.3283;0.5126;
46.640;0.3208;0.5782;
46.660;0.3208;0.5167;
46.680;0.3124;0.5126;
46.700;0.3124;0.5126;
46.720;0.3124;0.5659;
46.740;0.3249;0.5331;
46.760;0.3249;0.5372;
46.780;0.3278;0.5290;
46.800;0.3278;0.5249;
46.820;0.3278;0.4675;
46.840;0.3184;0.5987;
46.860;0.3184;0.5003;
46.880;0.3161;0.5700;
46.900;0.3161;0.5454;
46.920;0.3161;0.4962;
46.940;0.3170;0.5618;
46.960;0.3170;0.5413;
46.980;0.3152;0.4962;
47.000;0.3152;0.5044;
47.020;0.3152;0.4675;
47.040;0.3138;0.5003;
47.060;0.3138;0.5167;
47.080;0.3114;0.5331;
47.100;0.3114;0.5044;
47.120;0.3114;0.4921;
47.140;0.3049;0.4839;
47.160;0.3049;0.5331;
47.180;0.3150;0.5864;
47.200;0.3150;0.5126;
47.220;0.3150;0.5905;
47.240;0.3086;0.4921;
47.260;0.3086;0.5044;
47.280;0.3143;0.5536;
47.300;0.3143;0.5290;
47.320;0.3143;0.5372;
47.340;0.3121;0.4921;
47.360;0.3121;0.5126;
47.380;0.3187;0.5167;
47.400;0.3187;0.4347;
47.420;0.3187;0.4962;
47.440;0.3049;0.5126;
47.460;0.3049;0.5413;
47.480;0.3184;0.5618;
47.500;0.3184;0.5823;
47.520;0.3184;0.5249;
47.540;0.3165;0.5782;
47.560;0.3165;0.4880;
47.580;0.3078;0.4880;
47.600;0.3078;0.5331;
47.620;0.3078;0.5003;
47.640;0.3117;0.4921;
47.660;0.3117;0.5372;
47.680;0.3082;0.5659;
47.700;0.3082;0.5372;
47.720;0.3082;0.5741;
47.740;0.3048;0.5618;
47.760;0.3048;0.6069;
47.780;0.3121;0.5536;
47.800;0.3121;0.5577;
47.820;0.3121;0.5618;
47.840;0.3158;0.6315;
47.860;0.3158;0.5577;
47.880;0.3106;0.5331;
47.900;0.3106;0.5618;
47.920;0.3106;0.5864;
47.940;0.3078;0.5864;
47.960;0.3078;0.5290;
47.980;0.3170;0.5331;
48.000;0.3170;0.5905;
48.020;0.3170;0.5536;
48.040;0.3078;0.5987;
48.060;0.3078;0.5290;
48.080;0.2932;0.4839;
48.100;0.2932;0.5085;
48.120;0.2932;0.6151;
48.140;0.3118;0.5700;
48.160;0.3118;0.5700;
48.180;0.3104;0.5864;
48.200;0.3104;0.5126;
48.220;0.3104;0.4798;
48.240;0.3115;0.5946;
48.260;0.3115;0.4757;
48.280;0.3039;0.4839;
48.300;0.3039;0.5372;
48.320;0.3039;0.5126;
48.340;0.3083;0.5331;
48.360;0.3083;0.4921;
48.380;0.3065;0.5536;
48.400;0.3065;0.4798;
48.420;0.3065;0.5372;
48.440;0.3046;0.5659;
48.460;0.3046;0.5413;
48.480;0.3117;0.5126;
48.500;0.3117;0.5167;
48.520;0.3117;0.5577;
48.540;0.3031;0.5413;
48.560;0.3031;0.5495;
48.580;0.3178;0.6110;
48.600;0.3178;0.5782;
48.620;0.3178;0.5577;
48.640;0.3175;0.4757;
48.660;0.3175;0.4962;
48.680;0.3161;0.5208;
48.700;0.3161;0.5372;
48.720;0.3161;0.5823;
48.740;0.3133;0.4921;
48.760;0.3133;0.4757;
48.780;0.3060;0.5413;
48.800;0.3060;0.6110;
48.820;0.3060;0.5782;
48.840;0.3071;0.5987;
48.860;0.3071;0.5044;
48.880;0.3085;0.5413;
48.900;0.3085;0.5905;
48.920;0.3085;0.5372;
48.940;0.3034;0.5536;
48.960;0.3034;0.5249;
48.980;0.3066;0.5700;
49.000;0.3066;0.5249;
49.020;0.3066;0.5085;
49.040;0.3051;0.5331;
49.060;0.3051;0.5454;
49.080;0.3016;0.5454;
49.100;0.3016;0.5577;
49.120;0.3016;0.5782;
49.140;0.3062;0.5741;
49.160;0.3062;0.5987;
49.180;0.3045;0.5290;
49.200;0.3045;0.6028;
49.220;0.3045;0.4552;
49.240;0.3075;0.5249;
49.260;0.3075;0.5782;
49.280;0.3080;0.5331;
49.300;0.3080;0.5331;
49.320;0.3080;0.5536;
49.340;0.3025;0.5823;
49.360;0.3025;0.5413;
49.380;0.3063;0.5413;
49.400;0.3063;0.5290;
49.420;0.3063;0.4716;
49.440;0.2953;0.4962;
49.460;0.2953;0.5946;
49.480;0.2970;0.5085;
49.500;0.2970;0.5495;
49.520;0.2970;0.5126;
49.540;0.2952;0.5741;
49.560;0.2952;0.5454;
49.580;0.3051;0.5618;
49.600;0.3051;0.5085;
49.620;0.3051;0.5577;
49.640;0.2999;0.5372;
49.660;0.2999;0.5290;
49.680;0.3001;0.5331;
49.700;0.3001;0.5659;
49.720;0.3001;0.4593;
49.740;0.3036;0.4880;
49.760;0.3036;0.5126;
49.780;0.3002;0.5905;
49.800;0.3002;0.5864;
49.820;0.3002;0.5454;
49.840;0.2996;0.5003;
49.860;0.2996;0.5249;
49.880;0.3072;0.5167;
49.900;0.3072;0.5126;
49.920;0.3072;0.5331;
49.940;0.3007;0.5249;
49.960;0.3007;0.5946;
49.980;0.2970;0.4921;
50.000;0.2970;0.5987;
50.020;0.2970;0.5741;
50.040;0.2932;0.5782;
50.060;0.2932;0.4839;
50.080;0.2962;0.6069;
50.100;0.2962;0.4839;
50.120;0.2962;0.5864;
50.140;0.2995;0.5413;
50.160;0.2995;0.5413;
50.180;0.3031;0.5003;
50.200;0.3031;0.5003;
50.220;0.3031;0.5249;
50.240;0.3106;0.5782;
50.260;0.3106;0.4839;
50.280;0.2975;0.5372;
50.300;0.2975;0.5044;
50.320;0.2975;0.5413;
50.340;0.3024;0.6110;
50.360;0.3024;0.5659;
50.380;0.2999;0.4921;
50.400;0.2999;0.5126;
50.420;0.2999;0.6069;
50.440;0.3016;0.5372;
50.460;0.3016;0.4880;
50.480;0.2976;0.5044;
50.500;0.2976;0.5044;
50.520;0.2976;0.5577;
50.540;0.3085;0.6274;
50.560;0.3085;0.4880;
50.580;0.2990;0.5331;
50.600;0.2990;0.5782;
50.620;0.2990;0.5208;
50.640;0.2956;0.5208;
50.660;0.2956;0.5823;
50.680;0.2990;0.5782;
50.700;0.2990;0.5823;
50.720;0.2990;0.5454;
50.740;0.3048;0.5618;
50.760;0.3048;0.5003;
50.780;0.3046;0.6151;
50.800;0.3046;0.5536;
50.820;0.3046;0.4716;
50.840;0.2987;0.5577;
50.860;0.2987;0.5372;
50.880;0.2995;0.5823;
50.900;0.2995;0.4839;
50.920;0.2995;0.5085;
50.940;0.2952;0.5659;
50.960;0.2952;0.5700;
50.980;0.2906;0.5167;
51.000;0.2906;0.5085;
51.020;0.2906;0.5249;
51.040;0.3048;0.5659;
51.060;0.3048;0.6192;
51.080;0.3024;0.5536;
51.100;0.3024;0.5946;
51.120;0.3024;0.5003;
51.140;0.2959;0.5618;
51.160;0.2959;0.5905;
51.180;0.2908;0.5454;
51.200;0.2908;0.6028;
51.220;0.2908;0.4880;
51.240;0.3024;0.4757;
51.260;0.3024;0.5208;
51.280;0.2959;0.5864;
51.300;0.2959;0.5618;
51.320;0.2959;0.5495;
51.340;0.2891;0.5249;
51.360;0.2891;0.5495;
51.380;0.2944;0.5700;
51.400;0.2944;0.5618;
51.420;0.2944;0.4593;
51.440;0.3004;0.5700;
51.460;0.3004;0.5782;
51.480;0.3001;0.5249;
51.500;0.3001;0.5659;
51.520;0.3001;0.4470;
51.540;0.2949;0.5618;
51.560;0.2949;0.5413;
51.580;0.3080;0.5946;
51.600;0.3080;0.5905;
51.620;0.3080;0.5454;
51.640;0.2988;0.5495;
51.660;0.2988;0.5372;
51.680;0.2973;0.5044;
51.700;0.2973;0.5741;
51.720;0.2973;0.4839;
51.740;0.2947;0.5987;
51.760;0.2947;0.5290;
51.780;0.2932;0.5003;
51.800;0.2932;0.5495;
51.820;0.2932;0.5413;
51.840;0.2952;0.5823;
51.860;0.2952;0.5413;
51.880;0.2906;0.5823;
51.900;0.2906;0.5167;
51.920;0.2906;0.5905;
51.940;0.2966;0.5249;
51.960;0.2966;0.5741;
51.980;0.2924;0.4552;
52.000;0.2924;0.5659;
52.020;0.2924;0.5331;
52.040;0.2863;0.5987;
52.060;0.2863;0.5372;
52.080;0.2880;0.5249;
52.100;0.2880;0.5044;
52.120;0.2880;0.5782;
52.140;0.3027;0.6110;
52.160;0.3027;0.5044;
52.180;0.2952;0.5495;
52.200;0.2952;0.6069;
52.220;0.2952;0.5618;
52.240;0.2979;0.5905;
52.260;0.2979;0.5126;
52.280;0.2930;0.4634;
52.300;0.2930;0.5823;
52.320;0.2930;0.5126;
52.340;0.2955;0.5987;
52.360;0.2955;0.5290;
52.380;0.2872;0.5290;
52.400;0.2872;0.5495;
52.420;0.2872;0.5864;
52.440;0.2943;0.5290;
52.460;0.2943;0.5577;
52.480;0.2923;0.5126;
52.500;0.2923;0.5085;
52.520;0.2923;0.5372;
52.540;0.2966;0.5577;
52.560;0.2966;0.4962;
52.580;0.2882;0.5905;
52.600;0.2882;0.5249;
52.620;0.2882;0.5987;
52.640;0.3004;0.5208;
52.660;0.3004;0.5536;
52.680;0.2923;0.5044;
52.700;0.2923;0.4962;
52.720;0.2923;0.5741;
52.740;0.3008;0.5782;
52.760;0.3008;0.5126;
52.780;0.2964;0.5003;
52.800;0.2964;0.5577;
52.820;0.2964;0.5372;
52.840;0.2943;0.5905;
52.860;0.2943;0.5331;
52.880;0.2889;0.6069;
52.900;0.2889;0.5249;
52.920;0.2889;0.5577;
52.940;0.2879;0.5413;
52.960;0.2879;0.5495;
52.980;0.3002;0.5331;
53.000;0.3002;0.6233;
53.020;0.3002;0.5331;
53.040;0.2795;0.5290;
53.060;0.2795;0.5331;
53.080;0.2897;0.5741;
53.100;0.2897;0.6151;
53.120;0.2897;0.5454;
53.140;0.2882;0.5413;
53.160;0.2882;0.5044;
53.180;0.2996;0.6028;
53.200;0.2996;0.5618;
53.220;0.2996;0.5413;
53.240;0.2988;0.5700;
53.260;0.2988;0.5249;
53.280;0.3002;0.5577;
53.300;0.3002;0.5126;
53.320;0.3002;0.5413;
53.340;0.2953;0.5741;
53.360;0.2953;0.5085;
53.380;0.2929;0.5536;
53.400;0.2929;0.4962;
53.420;0.2929;0.5290;
53.440;0.2933;0.5577;
53.460;0.2933;0.5659;
53.480;0.2911;0.5085;
53.500;0.2911;0.5044;
53.520;0.2911;0.5249;
53.540;0.2868;0.5167;
53.560;0.2868;0.5167;
53.580;0.2926;0.5249;
53.600;0.2926;0.5618;
53.620;0.2926;0.5290;
53.640;0.2872;0.5044;
53.660;0.2872;0.5331;
53.680;0.2834;0.4675;
53.700;0.2834;0.6274;
53.720;0.2834;0.5495;
53.740;0.2877;0.5659;
53.760;0.2877;0.5167;
53.780;0.2866;0.4839;
53.800;0.2866;0.5208;
53.820;0.2866;0.4880;
53.840;0.2933;0.5454;
53.860;0.2933;0.5290;
53.880;0.2883;0.5085;
53.900;0.2883;0.4839;
53.920;0.2883;0.5413;
53.940;0.2918;0.5126;
53.960;0.2918;0.5085;
53.980;0.2898;0.4839;
54.000;0.2898;0.4880;
54.020;0.2898;0.5167;
54.040;0.2985;0.6069;
54.060;0.2985;0.4634;
54.080;0.2880;0.5044;
54.100;0.2880;0.4798;
54.120;0.2880;0.5003;
54.140;0.2897;0.5782;
54.160;0.2897;0.5536;
54.180;0.2888;0.5167;
54.200;0.2888;0.4880;
54.220;0.2888;0.5454;
54.240;0.2879;0.5454;
54.260;0.2879;0.5659;
54.280;0.2898;0.5331;
54.300;0.2898;0.5372;
54.320;0.2898;0.5618;
54.340;0.3005;0.5700;
54.360;0.3005;0.5536;
54.380;0.2889;0.5618;
54.400;0.2889;0.4839;
54.420;0.2889;0.5372;
54.440;0.2819;0.4962;
54.460;0.2819;0.5003;
54.480;0.2904;0.5372;
54.500;0.2904;0.4921;
54.520;0.2904;0.6069;
54.540;0.2937;0.5577;
54.560;0.2937;0.4757;
54.580;0.2900;0.5618;
54.600;0.2900;0.5618;
54.620;0.2900;0.5331;
54.640;0.2888;0.5331;
54.660;0.2888;0.5003;
54.680;0.2915;0.5700;
54.700;0.2915;0.5331;
54.720;0.2915;0.5454;
54.740;0.2929;0.5208;
54.760;0.2929;0.4716;
54.780;0.2943;0.5085;
54.800;0.2943;0.6069;
54.820;0.2943;0.5536;
54.840;0.2921;0.5331;
54.860;0.2921;0.5044;
54.880;0.2944;0.5577;
54.900;0.2944;0.5372;
54.920;0.2944;0.5372;
54.940;0.2888;0.5085;
54.960;0.2888;0.5249;
54.980;0.2886;0.5126;
55.000;0.2886;0.5905;
55.020;0.2886;0.5208;
55.040;0.2842;0.4962;
55.060;0.2842;0.5003;
55.080;0.2801;0.4675;
55.100;0.2801;0.5700;
55.120;0.2801;0.5413;
55.140;0.2857;0.4757;
55.160;0.2857;0.5126;
55.180;0.2975;0.5577;
55.200;0.2975;0.5536;
55.220;0.2975;0.5372;
55.240;0.2953;0.5167;
55.260;0.2953;0.5085;
55.280;0.2883;0.5618;
55.300;0.2883;0.6479;
