MC5;
time/s;Fluo/V;P700 deltaI/I x10³;
18.080;0.2587;0.5454;
18.100;0.2589;0.5413;
18.120;0.2589;0.5659;
18.140;0.2589;0.5700;
18.160;0.2604;0.5987;
18.180;0.2604;0.6069;
18.200;0.2608;0.5290;
18.220;0.2608;0.6520;
18.240;0.2608;0.6192;
18.260;0.2619;0.6438;
18.280;0.2619;0.5905;
18.300;0.2654;0.6274;
18.320;0.2654;0.5741;
18.340;0.2654;0.5741;
18.360;0.2619;0.5495;
18.380;0.2619;0.5741;
18.400;0.2654;0.5741;
18.420;0.2654;0.5782;
18.440;0.2654;0.6972;
18.460;0.2624;0.5905;
18.480;0.2624;0.5864;
18.500;0.2668;0.5659;
18.520;0.2668;0.6233;
18.540;0.2668;0.5946;
18.560;0.2631;0.6233;
18.580;0.2631;0.5823;
18.600;0.2686;0.5782;
18.620;0.2686;0.6151;
18.640;0.2686;0.6438;
18.660;0.2666;0.5864;
18.680;0.2666;0.5618;
18.700;0.2613;0.5413;
18.720;0.2613;0.6397;
18.740;0.2613;0.6028;
18.760;0.2610;0.6192;
18.780;0.2610;0.5536;
18.800;0.2563;0.5495;
18.820;0.2563;0.6479;
18.840;0.2563;0.5536;
18.860;0.2575;0.5782;
18.880;0.2575;0.5823;
18.900;0.2717;0.6274;
18.920;0.2717;0.6356;
18.940;0.2717;0.5700;
18.960;0.2560;0.5946;
18.980;0.2560;0.6644;
19.000;0.2712;0.5577;
19.020;0.2712;0.6603;
19.040;0.2712;0.5208;
19.060;0.2611;0.6438;
19.080;0.2611;0.5290;
19.100;0.2621;0.5167;
19.120;0.2621;0.5782;
19.140;0.2621;0.5249;
19.160;0.2556;0.5536;
19.180;0.2556;0.5782;
19.200;0.2643;0.6192;
19.220;0.2643;0.5987;
19.240;0.2643;0.5413;
19.260;0.2608;0.5946;
19.280;0.2608;0.6315;
19.300;0.2567;0.6151;
19.320;0.2567;0.5495;
19.340;0.2567;0.4388;
19.360;0.2611;0.5208;
19.380;0.2611;0.5577;
19.400;0.2639;0.6233;
19.420;0.2639;0.5413;
19.440;0.2639;0.5290;
19.460;0.2674;0.5946;
19.480;0.2674;0.6028;
19.500;0.2689;0.5782;
19.520;0.2689;0.5987;
19.540;0.2689;0.5003;
19.560;0.2672;0.5782;
19.580;0.2672;0.5577;
19.600;0.2647;0.5782;
19.620;0.2647;0.5741;
19.640;0.2647;0.4798;
19.660;0.2650;0.5659;
19.680;0.2650;0.5167;
19.700;0.2573;0.5618;
19.720;0.2573;0.5823;
19.740;0.2573;0.5413;
19.760;0.2561;0.6028;
19.780;0.2561;0.6192;
19.800;0.2567;0.5372;
19.820;0.2567;0.5946;
19.840;0.2567;0.5577;
19.860;0.2611;0.6356;
19.880;0.2611;0.6110;
19.900;0.2587;0.5413;
19.920;0.2587;0.5905;
19.940;0.2587;0.5823;
19.960;0.2593;0.5741;
19.980;0.2593;0.6192;
20.000;0.2709;0.5700;
20.020;0.2709;0.5659;
20.040;0.2709;0.5290;
20.060;0.2669;0.6233;
20.080;0.2669;0.5700;
20.100;0.2637;0.5454;
20.120;0.2637;0.4798;
20.140;0.2637;0.6233;
20.160;0.2614;0.5700;
20.180;0.2614;0.6315;
20.200;0.2596;0.5208;
20.220;0.2596;0.6028;
20.240;0.2596;0.5044;
20.260;0.2691;0.6397;
20.280;0.2691;0.5864;
20.300;0.2657;0.5741;
20.320;0.2657;0.6356;
20.340;0.2657;0.5577;
20.360;0.2627;0.6151;
20.380;0.2627;0.6028;
20.400;0.2610;0.5290;
20.420;0.2610;0.5782;
20.440;0.2610;0.5782;
20.460;0.2619;0.5044;
20.480;0.2619;0.5905;
20.500;0.2622;0.4716;
20.520;0.2622;0.5987;
20.540;0.2622;0.5167;
20.560;0.2647;0.5331;
20.580;0.2647;0.5290;
20.600;0.2647;0.6110;
20.620;0.2647;0.5454;
20.640;0.2647;0.5290;
20.660;0.2584;0.5208;
20.680;0.2584;0.5454;
20.700;0.2708;0.5208;
20.720;0.2708;0.5782;
20.740;0.2708;0.5577;
20.760;0.2660;0.5126;
20.780;0.2660;0.5823;
20.800;0.2669;0.5782;
20.820;0.2669;0.5823;
20.840;0.2669;0.5659;
20.860;0.2601;0.5741;
20.880;0.2601;0.5413;
20.900;0.2679;0.5413;
20.920;0.2679;0.5987;
20.940;0.2679;0.5290;
20.960;0.2654;0.5536;
20.980;0.2654;0.6069;
21.000;0.2637;0.5864;
21.020;0.2637;0.5905;
21.040;0.2637;0.5331;
21.060;0.2619;0.4511;
21.080;0.2619;0.5208;
21.100;0.2720;0.6028;
21.120;0.2720;0.5946;
21.140;0.2720;0.5413;
21.160;0.2651;0.5495;
21.180;0.2651;0.5536;
21.200;0.2482;0.5905;
21.220;0.2482;0.5864;
21.240;0.2482;0.5864;
21.260;0.2608;0.5044;
21.280;0.2608;0.5495;
21.300;0.2663;0.5782;
21.320;0.2663;0.5946;
21.340;0.2663;0.5126;
21.360;0.2755;0.5413;
21.380;0.2755;0.5331;
21.400;0.2790;0.5454;
21.420;0.2790;0.5413;
21.440;0.2790;0.4962;
21.460;0.2663;0.5413;
21.480;0.2663;0.5577;
21.500;0.2553;0.5372;
21.520;0.2553;0.5454;
21.540;0.2553;0.5413;
21.560;0.2654;0.5577;
21.580;0.2654;0.5659;
21.600;0.2706;0.6069;
21.620;0.2706;0.5659;
21.640;0.2706;0.5372;
21.660;0.2642;0.6110;
21.680;0.2642;0.6110;
21.700;0.2595;0.5208;
21.720;0.2595;0.5577;
21.740;0.2595;0.5823;
21.760;0.2640;0.5454;
21.780;0.2640;0.5208;
21.800;0.2689;0.5208;
21.820;0.2689;0.4839;
21.840;0.2689;0.6069;
21.860;0.2634;0.5741;
21.880;0.2634;0.5577;
21.900;0.2576;0.5495;
21.920;0.2576;0.4634;
21.940;0.2576;0.5536;
21.960;0.2546;0.5413;
21.980;0.2546;0.5700;
22.000;0.2625;0.5864;
22.020;0.2625;0.5536;
22.040;0.2625;0.5372;
22.060;0.2686;0.6274;
22.080;0.2686;0.5864;
22.100;0.2663;0.5454;
22.120;0.2663;0.5536;
22.140;0.2663;0.5577;
22.160;0.2563;0.6315;
22.180;0.2563;0.5577;
22.200;0.2607;0.5577;
22.220;0.2607;0.5536;
22.240;0.2607;0.5208;
22.260;0.2718;0.5700;
22.280;0.2718;0.5700;
22.300;0.2621;0.5372;
22.320;0.2621;0.6274;
22.340;0.2621;0.5413;
22.360;0.2679;0.5085;
22.380;0.2679;0.5823;
22.400;0.2633;0.5823;
22.420;0.2633;0.5864;
22.440;0.2633;0.5618;
22.460;0.2596;0.5618;
22.480;0.2596;0.6110;
22.500;0.2601;0.5085;
22.520;0.2601;0.6069;
22.540;0.2601;0.6028;
22.560;0.2579;0.6479;
22.580;0.2579;0.5454;
22.600;0.2596;0.5618;
22.620;0.2596;0.5823;
22.640;0.2596;0.5782;
22.660;0.2666;0.5044;
22.680;0.2666;0.5659;
22.700;0.2598;0.5495;
22.720;0.2598;0.5700;
22.740;0.2598;0.5864;
22.760;0.2631;0.5782;
22.780;0.2631;0.4798;
22.800;0.2657;0.5331;
22.820;0.2657;0.5782;
22.840;0.2657;0.5577;
22.860;0.2598;0.5454;
22.880;0.2598;0.5946;
22.900;0.2628;0.5167;
22.920;0.2628;0.5823;
22.940;0.2628;0.5249;
22.960;0.2647;0.5372;
22.980;0.2647;0.4962;
23.000;0.2573;0.5331;
23.020;0.2573;0.5823;
23.040;0.2573;0.5905;
23.060;0.2552;0.5495;
23.080;0.2552;0.5659;
23.100;0.2668;0.5126;
23.120;0.2668;0.5946;
23.140;0.2668;0.5782;
23.160;0.2653;0.6028;
23.180;0.2653;0.5659;
23.200;0.2607;0.5577;
23.220;0.2607;0.6028;
23.240;0.2607;0.5495;
23.260;0.2618;0.5372;
23.280;0.2618;0.5208;
23.300;0.2614;0.5659;
23.320;0.2614;0.5618;
23.340;0.2614;0.4921;
23.360;0.2659;0.5126;
23.380;0.2659;0.5823;
23.400;0.2697;0.5454;
23.420;0.2697;0.5372;
23.440;0.2697;0.5044;
23.460;0.2659;0.5987;
23.480;0.2659;0.5946;
23.500;0.2680;0.4552;
23.520;0.2680;0.5782;
23.540;0.2680;0.4921;
23.560;0.2659;0.5700;
23.580;0.2659;0.5946;
23.600;0.2712;0.5372;
23.620;0.2712;0.5618;
23.640;0.2712;0.5003;
23.660;0.2633;0.5823;
23.680;0.2633;0.5700;
23.700;0.2625;0.5618;
23.720;0.2625;0.5987;
23.740;0.2625;0.5331;
23.760;0.2647;0.5618;
23.780;0.2647;0.5536;
23.800;0.2621;0.5495;
23.820;0.2621;0.5700;
23.840;0.2621;0.5946;
23.860;0.2627;0.5331;
23.880;0.2627;0.5495;
23.900;0.2616;0.5618;
23.920;0.2616;0.6397;
23.940;0.2616;0.5741;
23.960;0.2593;0.5126;
23.980;0.2593;0.5290;
24.000;0.2679;0.5618;
24.020;0.2679;0.5823;
24.040;0.2679;0.5249;
24.060;0.2685;0.6069;
24.080;0.2685;0.5454;
24.100;0.2703;0.5003;
24.120;0.2703;0.5782;
24.140;0.2703;0.5413;
24.160;0.2582;0.5331;
24.180;0.2582;0.5659;
24.200;0.2642;0.5167;
24.220;0.2642;0.6315;
24.240;0.2642;0.5782;
24.260;0.2700;0.5741;
24.280;0.2700;0.5126;
24.300;0.2688;0.5044;
24.320;0.2688;0.5659;
24.340;0.2688;0.5823;
24.360;0.2608;0.5454;
24.380;0.2608;0.5700;
24.400;0.2633;0.5372;
24.420;0.2633;0.5085;
24.440;0.2633;0.5987;
24.460;0.2653;0.5372;
24.480;0.2653;0.5003;
24.500;0.2599;0.4921;
24.520;0.2599;0.5167;
24.540;0.2599;0.5331;
24.560;0.2651;0.5208;
24.580;0.2651;0.4962;
24.600;0.2575;0.5864;
24.620;0.2575;0.5618;
24.640;0.2575;0.5823;
24.660;0.2668;0.4962;
24.680;0.2668;0.6192;
24.700;0.2653;0.5249;
24.720;0.2653;0.5659;
24.740;0.2653;0.5577;
24.760;0.2743;0.5413;
24.780;0.2743;0.5536;
24.800;0.2668;0.5536;
24.820;0.2668;0.5003;
24.840;0.2668;0.5741;
24.860;0.2688;0.5413;
24.880;0.2688;0.5495;
24.900;0.2674;0.5085;
24.920;0.2674;0.5905;
24.940;0.2674;0.4716;
24.960;0.2663;0.5454;
24.980;0.2663;0.5946;
25.000;0.2676;0.5454;
25.020;0.2676;0.5700;
25.040;0.2676;0.5003;
25.060;0.2627;0.4470;
25.080;0.2627;0.5495;
25.100;0.2665;0.5741;
25.120;0.2665;0.6069;
25.140;0.2665;0.5249;
25.160;0.2656;0.5413;
25.180;0.2656;0.5495;
25.200;0.2637;0.5700;
25.220;0.2637;0.5782;
25.240;0.2637;0.4880;
25.260;0.2698;0.5413;
25.280;0.2698;0.5372;
25.300;0.2700;0.5946;
25.320;0.2700;0.5700;
25.340;0.2700;0.5372;
25.360;0.2718;0.5413;
25.380;0.2718;0.5905;
25.400;0.2634;0.5454;
25.420;0.2634;0.6151;
25.440;0.2634;0.5536;
25.460;0.2605;0.4798;
25.480;0.2605;0.5454;
25.500;0.2683;0.5659;
25.520;0.2683;0.5987;
25.540;0.2683;0.5454;
25.560;0.2616;0.5946;
25.580;0.2616;0.5495;
25.600;0.2657;0.5782;
25.620;0.2657;0.5167;
25.640;0.2657;0.5331;
25.660;0.2666;0.5290;
25.680;0.2666;0.5823;
25.700;0.2694;0.4798;
25.720;0.2694;0.5987;
25.740;0.2694;0.5167;
25.760;0.2674;0.5372;
25.780;0.2674;0.5331;
25.800;0.2679;0.5003;
25.820;0.2679;0.5495;
25.840;0.2679;0.5782;
25.860;0.2640;0.5208;
25.880;0.2640;0.5331;
25.900;0.2724;0.4634;
25.920;0.2724;0.4675;
25.940;0.2724;0.5454;
25.960;0.2686;0.6192;
25.980;0.2686;0.5700;
26.000;0.2596;0.4388;
26.020;0.2596;0.5167;
26.040;0.2596;0.5823;
26.060;0.2630;0.6028;
26.080;0.2630;0.5208;
26.100;0.2660;0.5249;
26.120;0.2660;0.5167;
26.140;0.2660;0.5454;
26.160;0.2587;0.5700;
26.180;0.2587;0.5495;
26.200;0.2607;0.4634;
26.220;0.2607;0.5577;
26.240;0.2607;0.5741;
26.260;0.2680;0.5413;
26.280;0.2680;0.5618;
26.300;0.2656;0.5864;
26.320;0.2656;0.5577;
26.340;0.2656;0.5618;
26.360;0.2653;0.5536;
26.380;0.2653;0.5536;
26.400;0.2628;0.4798;
26.420;0.2628;0.5618;
26.440;0.2628;0.5905;
26.460;0.2595;0.5413;
26.480;0.2595;0.5495;
26.500;0.2610;0.5495;
26.520;0.2610;0.5536;
26.540;0.2610;0.5126;
26.560;0.2602;0.4511;
26.580;0.2602;0.5946;
26.600;0.2669;0.6028;
26.620;0.2669;0.5905;
26.640;0.2669;0.5905;
26.660;0.2621;0.5413;
26.680;0.2621;0.6028;
26.700;0.2650;0.4798;
26.720;0.2650;0.6028;
26.740;0.2650;0.5495;
26.760;0.2672;0.4880;
26.780;0.2672;0.5659;
26.800;0.2627;0.5864;
26.820;0.2627;0.5618;
26.840;0.2627;0.5413;
26.860;0.2700;0.5290;
26.880;0.2700;0.5413;
26.900;0.2662;0.5331;
26.920;0.2662;0.5987;
26.940;0.2662;0.5003;
26.960;0.2582;0.5413;
26.980;0.2582;0.5454;
27.000;0.2582;0.5782;
27.020;0.2582;0.6603;
27.040;0.2582;0.5864;
27.060;0.2596;0.5208;
27.080;0.2596;0.5167;
27.100;0.2637;0.5126;
27.120;0.2637;0.4962;
27.140;0.2637;0.5577;
27.160;0.2599;0.4962;
27.180;0.2599;0.5413;
27.200;0.2642;0.5290;
27.220;0.2642;0.5618;
27.240;0.2642;0.5536;
27.260;0.2622;0.5331;
27.280;0.2622;0.4962;
27.300;0.2651;0.5618;
27.320;0.2651;0.5085;
27.340;0.2651;0.5208;
27.360;0.2634;0.5536;
27.380;0.2634;0.5331;
27.400;0.2764;0.5659;
27.420;0.2764;0.5454;
27.440;0.2764;0.5044;
27.460;0.2585;0.5741;
27.480;0.2585;0.5659;
27.500;0.2714;0.5044;
27.520;0.2714;0.5331;
27.540;0.2714;0.5290;
27.560;0.2579;0.5413;
27.580;0.2579;0.6069;
27.600;0.2660;0.5167;
27.620;0.2660;0.4880;
27.640;0.2660;0.4716;
27.660;0.2607;0.5331;
27.680;0.2607;0.5782;
27.700;0.2671;0.4757;
27.720;0.2671;0.5126;
27.740;0.2671;0.4675;
27.760;0.2694;0.5249;
27.780;0.2694;0.5905;
27.800;0.2589;0.5987;
27.820;0.2589;0.5290;
27.840;0.2589;0.5700;
27.860;0.2634;0.5413;
27.880;0.2634;0.5864;
27.900;0.2703;0.5085;
27.920;0.2703;0.5905;
27.940;0.2703;0.5290;
27.960;0.2666;0.4839;
27.980;0.2666;0.5413;
28.000;0.2657;0.5331;
28.020;0.2657;0.5618;
28.040;0.2657;0.5782;
28.060;0.2560;0.5331;
28.080;0.2560;0.5413;
28.100;0.2656;0.4962;
28.120;0.2656;0.5782;
28.140;0.2656;0.5823;
28.160;0.2610;0.4921;
28.180;0.2610;0.5044;
28.200;0.2573;0.4552;
28.220;0.2573;0.5987;
28.240;0.2573;0.5044;
28.260;0.2689;0.5454;
28.280;0.2689;0.5003;
28.300;0.2622;0.5126;
28.320;0.2622;0.5495;
28.340;0.2622;0.5782;
28.360;0.2640;0.5495;
28.380;0.2640;0.5290;
28.400;0.2570;0.4962;
28.420;0.2570;0.5987;
28.440;0.2570;0.5700;
28.460;0.2628;0.5249;
28.480;0.2628;0.5003;
28.500;0.2605;0.5618;
28.520;0.2605;0.5659;
28.540;0.2605;0.6110;
28.560;0.2587;0.4921;
28.580;0.2587;0.5454;
28.600;0.2663;0.5249;
28.620;0.2663;0.5618;
28.640;0.2663;0.5618;
28.660;0.2663;0.5782;
28.680;0.2663;0.5536;
28.700;0.2682;0.4962;
28.720;0.2682;0.5782;
28.740;0.2682;0.4839;
28.760;0.2637;0.5823;
28.780;0.2637;0.4962;
28.800;0.2668;0.5085;
28.820;0.2668;0.5331;
28.840;0.2668;0.5495;
28.860;0.2651;0.5372;
28.880;0.2651;0.5372;
28.900;0.2665;0.5454;
28.920;0.2665;0.5741;
28.940;0.2665;0.5044;
28.960;0.2633;0.4757;
28.980;0.2633;0.4962;
29.000;0.2698;0.5741;
29.020;0.2698;0.5495;
29.040;0.2698;0.5126;
29.060;0.2593;0.5208;
29.080;0.2593;0.5495;
29.100;0.2674;0.6028;
29.120;0.2674;0.5454;
29.140;0.2674;0.5208;
29.160;0.2608;0.5536;
29.180;0.2608;0.6603;
29.200;0.2679;0.5782;
29.220;0.2679;0.5946;
29.240;0.2679;0.4798;
29.260;0.2735;0.5495;
29.280;0.2735;0.5372;
29.300;0.2718;0.6438;
29.320;0.2718;0.5577;
29.340;0.2718;0.5700;
29.360;0.2659;0.5044;
29.380;0.2659;0.6233;
29.400;0.2624;0.5659;
29.420;0.2624;0.5495;
29.440;0.2624;0.4470;
29.460;0.2650;0.5331;
29.480;0.2650;0.5536;
29.500;0.2680;0.5372;
29.520;0.2680;0.5536;
29.540;0.2680;0.4839;
29.560;0.2647;0.5126;
29.580;0.2647;0.6562;
29.600;0.2683;0.5782;
29.620;0.2683;0.5495;
29.640;0.2683;0.5208;
29.660;0.2656;0.5659;
29.680;0.2656;0.5823;
29.700;0.2682;0.5290;
29.720;0.2682;0.5495;
29.740;0.2682;0.5085;
29.760;0.2764;0.5905;
29.780;0.2764;0.5495;
29.800;0.2706;0.5249;
29.820;0.2706;0.4716;
29.840;0.2706;0.6110;
29.860;0.2582;0.5290;
29.880;0.2582;0.5659;
29.900;0.2648;0.4921;
29.920;0.2648;0.5208;
29.940;0.2648;0.5659;
29.960;0.2752;0.5905;
29.980;0.2752;0.4839;
30.000;0.2607;0.5126;
30.020;0.2607;0.5208;
30.040;0.2607;0.5331;
30.060;0.2627;0.5823;
30.080;0.2627;0.6356;
30.100;0.2692;0.4757;
30.120;0.2692;0.5208;
30.140;0.2692;0.5167;
30.160;0.2666;0.5618;
30.180;0.2666;0.5413;
30.200;0.2585;0.5044;
30.220;0.2585;0.5864;
30.240;0.2585;0.5085;
30.260;0.2666;0.5741;
30.280;0.2666;0.5372;
30.300;0.2610;0.5741;
30.320;0.2610;0.6356;
30.340;0.2610;0.5823;
30.360;0.2566;0.5454;
30.380;0.2566;0.5823;
30.400;0.2778;0.5372;
30.420;0.2778;0.5700;
30.440;0.2778;0.4962;
30.460;0.2685;0.5577;
30.480;0.2685;0.6069;
30.500;0.2614;0.5905;
30.520;0.2614;0.5659;
30.540;0.2614;0.5905;
30.560;0.2610;0.5495;
30.580;0.2610;0.5823;
30.600;0.2686;0.5700;
30.620;0.2686;0.6069;
30.640;0.2686;0.6644;
30.660;0.2653;0.5044;
30.680;0.2653;0.5905;
30.700;0.2653;0.5700;
30.720;0.2653;0.6233;
30.740;0.2653;0.5413;
30.760;0.2550;0.5208;
30.780;0.2550;0.5823;
30.800;0.2663;0.5987;
30.820;0.2663;0.5126;
30.840;0.2663;0.5987;
30.860;0.2595;0.5372;
30.880;0.2595;0.5741;
30.900;0.2660;0.5782;
30.920;0.2660;0.6438;
30.940;0.2660;0.5659;
30.960;0.2625;0.4962;
30.980;0.2625;0.5126;
31.000;0.2628;0.5413;
31.020;0.2628;0.5864;
31.040;0.2628;0.5454;
31.060;0.2669;0.5413;
31.080;0.2669;0.5413;
31.100;0.2711;0.5905;
31.120;0.2711;0.6110;
31.140;0.2711;0.5905;
31.160;0.2624;0.4798;
31.180;0.2624;0.5372;
31.200;0.2637;0.5618;
31.220;0.2637;0.5741;
31.240;0.2637;0.5331;
31.260;0.2663;0.5208;
31.280;0.2663;0.5372;
31.300;0.2706;0.5946;
31.320;0.2706;0.5495;
31.340;0.2706;0.5085;
31.360;0.2630;0.5167;
31.380;0.2630;0.5946;
31.400;0.2627;0.5495;
31.420;0.2627;0.5700;
31.440;0.2627;0.4880;
31.460;0.2683;0.5208;
31.480;0.2683;0.5618;
31.500;0.2695;0.5946;
31.520;0.2695;0.5495;
31.540;0.2695;0.5208;
31.560;0.2613;0.5167;
31.580;0.2613;0.6562;
31.600;0.2689;0.5372;
31.620;0.2689;0.5700;
31.640;0.2689;0.5495;
31.660;0.2665;0.5905;
31.680;0.2665;0.5700;
31.700;0.2640;0.5331;
31.720;0.2640;0.4880;
31.740;0.2640;0.5044;
31.760;0.2537;0.5167;
31.780;0.2537;0.5085;
31.800;0.2647;0.5126;
31.820;0.2647;0.5126;
31.840;0.2647;0.5946;
31.860;0.2643;0.5208;
31.880;0.2643;0.6110;
31.900;0.2602;0.5249;
31.920;0.2602;0.5454;
31.940;0.2602;0.5413;
31.960;0.2701;0.5782;
31.980;0.2701;0.5372;
32.000;0.2650;0.5659;
32.020;0.2650;0.5618;
32.040;0.2650;0.5864;
32.060;0.2622;0.5618;
32.080;0.2622;0.5659;
32.100;0.2648;0.5249;
32.120;0.2648;0.5372;
32.140;0.2648;0.5741;
32.160;0.2689;0.6069;
32.180;0.2689;0.5495;
32.200;0.2621;0.4880;
32.220;0.2621;0.5659;
32.240;0.2621;0.5987;
32.260;0.2683;0.5741;
32.280;0.2683;0.5618;
32.300;0.2566;0.5700;
32.320;0.2566;0.5946;
32.340;0.2566;0.5331;
32.360;0.2584;0.5536;
32.380;0.2584;0.5413;
32.400;0.2749;0.4880;
32.420;0.2749;0.5864;
32.440;0.2749;0.5659;
32.460;0.2691;0.5331;
32.480;0.2691;0.5372;
32.500;0.2703;0.5536;
32.520;0.2703;0.5290;
32.540;0.2703;0.6192;
32.560;0.2720;0.5454;
32.580;0.2720;0.5208;
32.600;0.2601;0.5372;
32.620;0.2601;0.5372;
32.640;0.2601;0.5618;
32.660;0.2682;0.5249;
32.680;0.2682;0.5495;
32.700;0.2724;0.5864;
32.720;0.2724;0.6315;
32.740;0.2724;0.5372;
32.760;0.2761;0.5577;
32.780;0.2761;0.5331;
32.800;0.2688;0.5823;
32.820;0.2688;0.6069;
32.840;0.2688;0.5372;
32.860;0.2648;0.5413;
32.880;0.2648;0.5454;
32.900;0.2666;0.5085;
32.920;0.2666;0.5454;
32.940;0.2666;0.5126;
32.960;0.2628;0.5044;
32.980;0.2628;0.5249;
33.000;0.2611;0.5823;
33.020;0.2611;0.5741;
33.040;0.2611;0.5536;
33.060;0.2679;0.5823;
33.080;0.2679;0.6192;
33.100;0.2701;0.5413;
33.120;0.2701;0.5741;
33.140;0.2701;0.5495;
33.160;0.2608;0.5290;
33.180;0.2608;0.5577;
33.200;0.2605;0.5495;
33.220;0.2605;0.6233;
33.240;0.2605;0.5741;
33.260;0.2633;0.5454;
33.280;0.2633;0.5208;
33.300;0.2665;0.5659;
33.320;0.2665;0.5126;
33.340;0.2665;0.4634;
33.360;0.2592;0.5044;
33.380;0.2592;0.5659;
33.400;0.2663;0.5946;
33.420;0.2663;0.5618;
33.440;0.2663;0.5085;
33.460;0.2720;0.5167;
33.480;0.2720;0.4962;
33.500;0.2636;0.5741;
33.520;0.2636;0.5741;
33.540;0.2636;0.6151;
33.560;0.2608;0.5700;
33.580;0.2608;0.5659;
33.600;0.2618;0.5167;
33.620;0.2618;0.5290;
33.640;0.2618;0.5372;
33.660;0.2723;0.5331;
33.680;0.2723;0.5331;
33.700;0.2637;0.6315;
33.720;0.2637;0.5290;
33.740;0.2637;0.6233;
33.760;0.2712;0.5659;
33.780;0.2712;0.5782;
33.800;0.2695;0.5249;
33.820;0.2695;0.5372;
33.840;0.2695;0.5905;
33.860;0.2627;0.5290;
33.880;0.2627;0.5454;
33.900;0.2645;0.5208;
33.920;0.2645;0.5413;
33.940;0.2645;0.5823;
33.960;0.2663;0.5536;
33.980;0.2663;0.5167;
34.000;0.2723;0.4839;
34.020;0.2723;0.4839;
34.040;0.2723;0.5003;
34.060;0.2735;0.5454;
34.080;0.2735;0.6438;
34.100;0.2714;0.4757;
34.120;0.2714;0.5167;
34.140;0.2714;0.5413;
34.160;0.2680;0.5331;
34.180;0.2680;0.5085;
34.200;0.2747;0.4347;
34.220;0.2747;0.5536;
34.240;0.2747;0.5249;
34.260;0.2697;0.5618;
34.280;0.2697;0.5372;
34.300;0.2602;0.4593;
34.320;0.2602;0.5126;
34.340;0.2602;0.5413;
34.360;0.2730;0.5208;
34.380;0.2730;0.5413;
34.400;0.2679;0.4757;
34.420;0.2679;0.5536;
34.440;0.2679;0.5659;
34.460;0.2657;0.5044;
34.480;0.2657;0.5249;
34.500;0.2599;0.5413;
34.520;0.2599;0.5085;
34.540;0.2599;0.5782;
34.560;0.2596;0.5085;
34.580;0.2596;0.5659;
34.600;0.2598;0.5290;
34.620;0.2598;0.5495;
34.640;0.2598;0.5167;
34.660;0.2639;0.5495;
34.680;0.2639;0.5126;
34.700;0.2637;0.5536;
34.720;0.2637;0.5413;
34.740;0.2637;0.5413;
34.760;0.2564;0.5044;
34.780;0.2564;0.5372;
34.800;0.2581;0.5782;
34.820;0.2581;0.5741;
34.840;0.2581;0.5167;
34.860;0.2576;0.5044;
34.880;0.2576;0.5126;
34.900;0.2596;0.5372;
34.920;0.2596;0.5864;
34.940;0.2596;0.5085;
34.960;0.2709;0.5208;
34.980;0.2709;0.4962;
35.000;0.2610;0.5290;
35.020;0.2610;0.5659;
35.040;0.2610;0.5126;
35.060;0.2643;0.4880;
35.080;0.2643;0.5823;
35.100;0.2572;0.4921;
35.120;0.2572;0.5700;
35.140;0.2572;0.6028;
35.160;0.2695;0.5085;
35.180;0.2695;0.4306;
35.200;0.2640;0.5290;
35.220;0.2640;0.5618;
35.240;0.2640;0.5249;
35.260;0.2584;0.5085;
35.280;0.2584;0.5454;
35.300;0.2618;0.5577;
35.320;0.2618;0.5331;
35.340;0.2618;0.4839;
35.360;0.2642;0.5372;
35.380;0.2642;0.5331;
35.400;0.2602;0.5249;
35.420;0.2602;0.5249;
35.440;0.2602;0.5290;
35.460;0.2720;0.5372;
35.480;0.2720;0.5331;
35.500;0.2665;0.4962;
35.520;0.2665;0.5454;
35.540;0.2665;0.6028;
35.560;0.2584;0.5413;
35.580;0.2584;0.5577;
35.600;0.2680;0.5249;
35.620;0.2680;0.4921;
35.640;0.2680;0.4265;
35.660;0.2692;0.5413;
35.680;0.2692;0.5782;
35.700;0.2743;0.4798;
35.720;0.2743;0.4798;
35.740;0.2743;0.5331;
35.760;0.2712;0.5372;
35.780;0.2712;0.5044;
35.800;0.2631;0.5454;
35.820;0.2631;0.4921;
35.840;0.2631;0.5044;
35.860;0.2531;0.4798;
35.880;0.2531;0.4962;
35.900;0.2599;0.4962;
35.920;0.2599;0.5208;
35.940;0.2599;0.5126;
35.960;0.2640;0.5044;
35.980;0.2640;0.5208;
36.000;0.2677;0.5536;
36.020;0.2677;0.5290;
36.040;0.2677;0.5700;
36.060;0.2605;0.5003;
36.080;0.2605;0.5659;
36.100;0.2665;0.4675;
36.120;0.2665;0.5864;
36.140;0.2665;0.5044;
36.160;0.2592;0.6315;
36.180;0.2592;0.5659;
36.200;0.2572;0.5659;
36.220;0.2572;0.5495;
36.240;0.2572;0.5823;
36.260;0.2640;0.5167;
36.280;0.2640;0.6356;
36.300;0.2682;0.5126;
36.320;0.2682;0.5290;
36.340;0.2682;0.5495;
36.360;0.2633;0.5085;
36.380;0.2633;0.5085;
36.400;0.2740;0.4388;
36.420;0.2740;0.5413;
36.440;0.2740;0.5413;
36.460;0.2625;0.4839;
36.480;0.2625;0.5331;
36.500;0.2585;0.5126;
36.520;0.2585;0.5823;
36.540;0.2585;0.5782;
36.560;0.2759;0.4716;
36.580;0.2759;0.5331;
36.600;0.2605;0.5085;
36.620;0.2605;0.6069;
36.640;0.2605;0.5413;
36.660;0.2685;0.5413;
36.680;0.2685;0.5331;
