time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.3329;1.8056;
-199.5000;0.3346;1.7353;
-199.2000;0.3370;1.7587;
-198.9000;0.3354;1.7587;
-198.6000;0.3386;1.7587;
-198.3000;0.3378;1.7587;
-198.0000;0.3386;1.7587;
-197.7000;0.3378;1.6884;
-197.4000;0.3403;1.7587;
-197.1000;0.3394;1.7118;
-196.8000;0.3403;1.7353;
-196.5000;0.3386;1.6884;
-196.2000;0.3403;1.7587;
-195.9000;0.3386;1.7118;
-195.6000;0.3394;1.7353;
-195.3000;0.3394;1.7118;
-195.0000;0.3403;1.7118;
-194.7000;0.3394;1.7118;
-194.4000;0.3394;1.8056;
-194.1000;0.3411;1.8056;
-193.8000;0.3403;1.8291;
-193.5000;0.3394;1.7353;
-193.2000;0.3403;1.7353;
-192.9000;0.3386;1.7118;
-192.6000;0.3411;1.7353;
-192.3000;0.3394;1.7353;
-192.0000;0.3386;1.6884;
-191.7000;0.3394;1.6884;
-191.4000;0.3378;1.6649;
-191.1000;0.3419;1.7353;
-190.8000;0.3394;1.6884;
-190.5000;0.3386;1.6649;
-190.2000;0.3394;1.6415;
-189.9000;0.3386;1.6649;
-189.6000;0.3403;1.7118;
-189.3000;0.3394;1.7587;
-189.0000;0.3411;1.8056;
-188.7000;0.3394;1.7822;
-188.4000;0.3394;1.7822;
-188.1000;0.3411;1.7822;
-187.8000;0.3403;1.7587;
-187.5000;0.3403;1.7353;
-187.2000;0.3394;1.7822;
-186.9000;0.3394;1.7353;
-186.6000;0.3394;1.7587;
-186.3000;0.3403;1.8056;
-186.0000;0.3386;1.7353;
-185.7000;0.3403;1.7822;
-185.4000;0.3378;1.7822;
-185.1000;0.3403;1.8056;
-184.8000;0.3403;1.7587;
-184.5000;0.3386;1.7353;
-184.2000;0.3403;1.7587;
-183.9000;0.3386;1.7822;
-183.6000;0.3403;1.7587;
-183.3000;0.3411;1.7587;
-183.0000;0.3411;1.7587;
-182.7000;0.3386;1.6884;
-182.4000;0.3411;1.7587;
-182.1000;0.3403;1.7822;
-181.8000;0.3394;1.6884;
-181.5000;0.3403;1.7587;
-181.2000;0.3394;1.7587;
-180.9000;0.3394;1.7353;
-180.6000;0.3403;1.7587;
-180.3000;0.3394;1.7587;
-180.0000;0.3394;1.7353;
-179.7000;0.3403;1.7822;
-179.4000;0.3378;1.7587;
-179.1000;0.3411;1.8525;
-178.8000;0.3403;1.7587;
-178.5000;0.3411;1.7118;
-178.2000;0.3394;1.6884;
-177.9000;0.3394;1.7118;
-177.6000;0.3394;1.7353;
-177.3000;0.3403;1.7118;
-177.0000;0.3403;1.8056;
-176.7000;0.3386;1.7353;
-176.4000;0.3403;1.7822;
-176.1000;0.3411;1.7353;
-175.8000;0.3386;1.7118;
-175.5000;0.3403;1.7118;
-175.2000;0.3378;1.6884;
-174.9000;0.3394;1.6649;
-174.6000;0.3403;1.6884;
-174.3000;0.3403;1.6884;
-174.0000;0.3419;1.7587;
-173.7000;0.3386;1.6884;
-173.4000;0.3403;1.7353;
-173.1000;0.3386;1.7118;
-172.8000;0.3394;1.6884;
-172.5000;0.3403;1.7118;
-172.2000;0.3386;1.6884;
-171.9000;0.3394;1.7353;
-171.6000;0.3386;1.7587;
-171.3000;0.3411;1.8291;
-171.0000;0.3419;1.8291;
-170.7000;0.3394;1.7118;
-170.4000;0.3403;1.6884;
-170.1000;0.3411;1.7587;
-169.8000;0.3394;1.7353;
-169.5000;0.3411;1.8056;
-169.2000;0.3394;1.7353;
-168.9000;0.3403;1.7822;
-168.6000;0.3403;1.7353;
-168.3000;0.3411;1.8056;
-168.0000;0.3419;1.8291;
-167.7000;0.3378;1.7118;
-167.4000;0.3403;1.7587;
-167.1000;0.3394;1.7587;
-166.8000;0.3394;1.6649;
-166.5000;0.3403;1.7118;
-166.2000;0.3386;1.6415;
-165.9000;0.3411;1.6884;
-165.6000;0.3378;1.6415;
-165.3000;0.3411;1.6884;
-165.0000;0.3411;1.6884;
-164.7000;0.3394;1.6649;
-164.4000;0.3394;1.6649;
-164.1000;0.3411;1.7587;
-163.8000;0.3386;1.6884;
-163.5000;0.3403;1.7353;
-163.2000;0.3386;1.6884;
-162.9000;0.3419;1.7353;
-162.6000;0.3378;1.7118;
-162.3000;0.3419;1.8056;
-162.0000;0.3403;1.7822;
-161.7000;0.3394;1.7353;
-161.4000;0.3403;1.7118;
-161.1000;0.3411;1.7822;
-160.8000;0.3394;1.6884;
-160.5000;0.3403;1.7353;
-160.2000;0.3386;1.6649;
-159.9000;0.3394;1.6884;
-159.6000;0.3386;1.6884;
-159.3000;0.3419;1.7587;
-159.0000;0.3411;1.7353;
-158.7000;0.3386;1.7353;
-158.4000;0.3394;1.7353;
-158.1000;0.3411;1.8056;
-157.8000;0.3378;1.7822;
-157.5000;0.3411;1.8056;
-157.2000;0.3386;1.7587;
-156.9000;0.3403;1.7353;
-156.6000;0.3394;1.7353;
-156.3000;0.3411;1.8056;
-156.0000;0.3403;1.7587;
-155.7000;0.3394;1.7353;
-155.4000;0.3403;1.8056;
-155.1000;0.3411;1.8056;
-154.8000;0.3386;1.7118;
-154.5000;0.3419;1.7587;
-154.2000;0.3386;1.7587;
-153.9000;0.3403;1.7353;
-153.6000;0.3386;1.7118;
-153.3000;0.3419;1.8291;
-153.0000;0.3403;1.7822;
-152.7000;0.3394;1.7587;
-152.4000;0.3394;1.7353;
-152.1000;0.3411;1.7353;
-151.8000;0.3394;1.6649;
-151.5000;0.3411;1.7353;
-151.2000;0.3394;1.6649;
-150.9000;0.3403;1.7118;
-150.6000;0.3386;1.6649;
-150.3000;0.3419;1.7587;
-150.0000;0.3394;1.7353;
-149.7000;0.3394;1.7353;
-149.4000;0.3354;1.7353;
-149.1000;0.3337;1.7822;
-148.8000;0.3313;1.7118;
-148.5000;0.3313;1.7587;
-148.2000;0.3297;1.6884;
-147.9000;0.3289;1.7353;
-147.6000;0.3280;1.7118;
-147.3000;0.3305;1.8056;
-147.0000;0.3297;1.7822;
-146.7000;0.3264;1.7118;
-146.4000;0.3280;1.7353;
-146.1000;0.3272;1.7587;
-145.8000;0.3272;1.7118;
-145.5000;0.3289;1.7587;
-145.2000;0.3272;1.7587;
-144.9000;0.3280;1.7822;
-144.6000;0.3280;1.7587;
-144.3000;0.3297;1.8291;
-144.0000;0.3289;1.8291;
-143.7000;0.3264;1.8056;
-143.4000;0.3280;1.7822;
-143.1000;0.3289;1.8760;
-142.8000;0.3264;1.7822;
-142.5000;0.3280;1.8056;
-142.2000;0.3289;1.8056;
-141.9000;0.3272;1.7353;
-141.6000;0.3272;1.7587;
-141.3000;0.3289;1.8291;
-141.0000;0.3289;1.8056;
-140.7000;0.3272;1.7353;
-140.4000;0.3280;1.7353;
-140.1000;0.3280;1.7822;
-139.8000;0.3264;1.7353;
-139.5000;0.3289;1.8056;
-139.2000;0.3264;1.7587;
-138.9000;0.3280;1.7587;
-138.6000;0.3272;1.7587;
-138.3000;0.3297;1.8291;
-138.0000;0.3272;1.7822;
-137.7000;0.3272;1.8056;
-137.4000;0.3280;1.7822;
-137.1000;0.3289;1.8056;
-136.8000;0.3272;1.7353;
-136.5000;0.3297;1.7822;
-136.2000;0.3280;1.7822;
-135.9000;0.3280;1.7822;
-135.6000;0.3272;1.7822;
-135.3000;0.3289;1.8525;
-135.0000;0.3297;1.8056;
-134.7000;0.3289;1.7587;
-134.4000;0.3272;1.7822;
-134.1000;0.3289;1.8525;
-133.8000;0.3272;1.7587;
-133.5000;0.3289;1.7587;
-133.2000;0.3280;1.7822;
-132.9000;0.3289;1.7822;
-132.6000;0.3272;1.7118;
-132.3000;0.3289;1.8056;
-132.0000;0.3280;1.7353;
-131.7000;0.3280;1.7353;
-131.4000;0.3289;1.7822;
-131.1000;0.3289;1.8056;
-130.8000;0.3272;1.7353;
-130.5000;0.3289;1.7587;
-130.2000;0.3289;1.8056;
-129.9000;0.3280;1.7587;
-129.6000;0.3272;1.7587;
-129.3000;0.3297;1.7822;
-129.0000;0.3280;1.8056;
-128.7000;0.3272;1.7587;
-128.4000;0.3289;1.7822;
-128.1000;0.3289;1.7822;
-127.8000;0.3264;1.7118;
-127.5000;0.3289;1.7587;
-127.2000;0.3280;1.7353;
-126.9000;0.3272;1.6884;
-126.6000;0.3256;1.6649;
-126.3000;0.3305;1.7587;
-126.0000;0.3289;1.7353;
-125.7000;0.3289;1.6884;
-125.4000;0.3272;1.7587;
-125.1000;0.3280;1.7822;
-124.8000;0.3272;1.7353;
-124.5000;0.3297;1.7822;
-124.2000;0.3289;1.7822;
-123.9000;0.3289;1.7822;
-123.6000;0.3264;1.6884;
-123.3000;0.3289;1.8056;
-123.0000;0.3289;1.7118;
-122.7000;0.3256;1.6884;
-122.4000;0.3289;1.7822;
-122.1000;0.3280;1.7353;
-121.8000;0.3272;1.7353;
-121.5000;0.3289;1.7587;
-121.2000;0.3297;1.7822;
-120.9000;0.3289;1.8056;
-120.6000;0.3272;1.7353;
-120.3000;0.3305;1.8056;
-120.0000;0.3289;1.7822;
-119.7000;0.3280;1.7118;
-119.4000;0.3264;1.7353;
-119.1000;0.3280;1.7353;
-118.8000;0.3272;1.7353;
-118.5000;0.3272;1.7118;
-118.2000;0.3280;1.7118;
-117.9000;0.3289;1.7587;
-117.6000;0.3280;1.6884;
-117.3000;0.3297;1.7118;
-117.0000;0.3289;1.7118;
-116.7000;0.3264;1.6649;
-116.4000;0.3289;1.7353;
-116.1000;0.3280;1.6884;
-115.8000;0.3280;1.6649;
-115.5000;0.3297;1.7587;
-115.2000;0.3280;1.7822;
-114.9000;0.3289;1.7587;
-114.6000;0.3264;1.6649;
-114.3000;0.3289;1.7353;
-114.0000;0.3289;1.7353;
-113.7000;0.3280;1.6649;
-113.4000;0.3272;1.7118;
-113.1000;0.3280;1.6649;
-112.8000;0.3272;1.7118;
-112.5000;0.3280;1.7118;
-112.2000;0.3280;1.7353;
-111.9000;0.3297;1.7587;
-111.6000;0.3272;1.7118;
-111.3000;0.3289;1.7587;
-111.0000;0.3289;1.7822;
-110.7000;0.3264;1.7353;
-110.4000;0.3297;1.8291;
-110.1000;0.3280;1.7353;
-109.8000;0.3272;1.6884;
-109.5000;0.3289;1.7822;
-109.2000;0.3289;1.7822;
-108.9000;0.3289;1.8056;
-108.6000;0.3264;1.7118;
-108.3000;0.3289;1.8056;
-108.0000;0.3305;1.8056;
-107.7000;0.3280;1.6884;
-107.4000;0.3297;1.7587;
-107.1000;0.3272;1.7118;
-106.8000;0.3272;1.7353;
-106.5000;0.3289;1.7118;
-106.2000;0.3280;1.7822;
-105.9000;0.3297;1.7822;
-105.6000;0.3272;1.7118;
-105.3000;0.3297;1.7587;
-105.0000;0.3289;1.7587;
-104.7000;0.3289;1.7353;
-104.4000;0.3280;1.7587;
-104.1000;0.3289;1.7353;
-103.8000;0.3280;1.7118;
-103.5000;0.3280;1.7353;
-103.2000;0.3305;1.7587;
-102.9000;0.3280;1.7587;
-102.6000;0.3272;1.7353;
-102.3000;0.3297;1.8056;
-102.0000;0.3297;1.7587;
-101.7000;0.3272;1.7118;
-101.4000;0.3289;1.8056;
-101.1000;0.3280;1.7822;
-100.8000;0.3272;1.7587;
-100.5000;0.3289;1.8056;
-100.2000;0.3297;1.8525;
