MC6;
time/s;Fluo/V;P700 deltaI/I x10³;
327.480;0.3970;0.7255;
327.500;0.3970;0.7958;
327.520;0.3980;0.7255;
327.540;0.3980;0.7650;
327.560;0.3970;0.7343;
327.580;0.3970;0.8266;
327.600;0.3970;0.8618;
327.620;0.3965;0.8266;
327.640;0.3965;0.7958;
327.660;0.3967;0.7431;
327.680;0.3967;0.7211;
327.700;0.3967;0.8618;
327.720;0.3996;0.8090;
327.740;0.3996;0.7299;
327.760;0.3974;0.7914;
327.780;0.3974;0.7475;
327.800;0.3974;0.8002;
327.820;0.4081;0.7782;
327.840;0.4081;0.7211;
327.860;0.3973;0.7167;
327.880;0.3973;0.7694;
327.900;0.3973;0.7782;
327.920;0.3869;0.7650;
327.940;0.3869;0.7563;
327.960;0.3961;0.7694;
327.980;0.3961;0.7167;
328.000;0.3961;0.8178;
328.020;0.4008;0.7826;
328.040;0.4008;0.7519;
328.060;0.4008;0.6815;
328.080;0.4008;0.7431;
328.100;0.4008;0.7387;
328.120;0.4032;0.7563;
328.140;0.4032;0.7123;
328.160;0.3982;0.7607;
328.180;0.3982;0.7782;
328.200;0.3982;0.7782;
328.220;0.4005;0.7343;
328.240;0.4005;0.7563;
328.260;0.4032;0.7563;
328.280;0.4032;0.7826;
328.300;0.4032;0.7870;
328.320;0.3942;0.7387;
328.340;0.3942;0.7914;
328.360;0.4005;0.6991;
328.380;0.4005;0.7211;
328.400;0.4005;0.7563;
328.420;0.4014;0.7035;
328.440;0.4014;0.7694;
328.460;0.4026;0.7343;
328.480;0.4026;0.7519;
328.500;0.4026;0.8046;
328.520;0.4034;0.7343;
328.540;0.4034;0.7694;
328.560;0.4095;0.7958;
328.580;0.4095;0.7607;
328.600;0.4095;0.7211;
328.620;0.4045;0.7519;
328.640;0.4045;0.8046;
328.660;0.4049;0.8442;
328.680;0.4049;0.6991;
328.700;0.4049;0.6903;
328.720;0.4002;0.6947;
328.740;0.4002;0.7914;
328.760;0.3880;0.7650;
328.780;0.3880;0.7914;
328.800;0.3880;0.6947;
328.820;0.4022;0.7738;
328.840;0.4022;0.7563;
328.860;0.4045;0.7650;
328.880;0.4045;0.7431;
328.900;0.4045;0.7299;
328.920;0.3939;0.7299;
328.940;0.3939;0.8002;
328.960;0.3918;0.7607;
328.980;0.3918;0.7167;
329.000;0.3918;0.7387;
329.020;0.4020;0.6463;
329.040;0.4020;0.8002;
329.060;0.4019;0.7343;
329.080;0.4019;0.7870;
329.100;0.4019;0.6463;
329.120;0.3961;0.8046;
329.140;0.3961;0.7475;
329.160;0.3927;0.7343;
329.180;0.3927;0.7211;
329.200;0.3927;0.7870;
329.220;0.3939;0.7607;
329.240;0.3939;0.7914;
329.260;0.4054;0.7914;
329.280;0.4054;0.6947;
329.300;0.4054;0.7694;
329.320;0.4046;0.7826;
329.340;0.4046;0.7475;
329.360;0.3994;0.7475;
329.380;0.3994;0.7167;
329.400;0.3994;0.7650;
329.420;0.3929;0.8046;
329.440;0.3929;0.8046;
329.460;0.3916;0.7826;
329.480;0.3916;0.7299;
329.500;0.3916;0.7738;
329.520;0.4093;0.7607;
329.540;0.4093;0.7738;
329.560;0.4048;0.7299;
329.580;0.4048;0.8178;
329.600;0.4048;0.7738;
329.620;0.3956;0.7826;
329.640;0.3956;0.7738;
329.660;0.3912;0.7650;
329.680;0.3912;0.8266;
329.700;0.3912;0.8222;
329.720;0.3953;0.7475;
329.740;0.3953;0.7870;
329.760;0.3976;0.8134;
329.780;0.3976;0.7431;
329.800;0.3976;0.7650;
329.820;0.3993;0.7387;
329.840;0.3993;0.7035;
329.860;0.3945;0.7738;
329.880;0.3945;0.7826;
329.900;0.3945;0.7650;
329.920;0.3947;0.7387;
329.940;0.3947;0.7519;
329.960;0.3927;0.8222;
329.980;0.3927;0.7123;
330.000;0.3927;0.7738;
330.020;0.4046;0.7211;
330.040;0.4046;0.6859;
330.060;0.3979;0.7870;
330.080;0.3979;0.7343;
330.100;0.3979;0.7870;
330.120;0.3991;0.6859;
330.140;0.3991;0.8266;
330.160;0.3979;0.8266;
330.180;0.3979;0.8310;
330.200;0.3979;0.7826;
330.220;0.3890;0.7387;
330.240;0.3890;0.6991;
330.260;0.3922;0.7563;
330.280;0.3922;0.7255;
330.300;0.3922;0.8134;
330.320;0.3921;0.7343;
330.340;0.3921;0.7694;
330.360;0.3904;0.7607;
330.380;0.3904;0.7914;
330.400;0.3904;0.7782;
330.420;0.3918;0.7343;
330.440;0.3918;0.6947;
330.460;0.3945;0.7519;
330.480;0.3945;0.8178;
330.500;0.3945;0.7694;
330.520;0.4040;0.7255;
330.540;0.4040;0.7475;
330.560;0.3988;0.7826;
330.580;0.3988;0.8222;
330.600;0.3988;0.7958;
330.620;0.4003;0.6771;
330.640;0.4003;0.7782;
330.660;0.3947;0.8090;
330.680;0.3947;0.7431;
330.700;0.3947;0.7123;
330.720;0.4003;0.8222;
330.740;0.4003;0.7607;
330.760;0.3912;0.7299;
330.780;0.3912;0.8134;
330.800;0.3912;0.7299;
330.820;0.3918;0.7255;
330.840;0.3918;0.7299;
330.860;0.3916;0.7431;
330.880;0.3916;0.7387;
330.900;0.3916;0.7870;
330.920;0.4023;0.7563;
330.940;0.4023;0.7914;
330.960;0.3965;0.7255;
330.980;0.3965;0.8046;
331.000;0.3965;0.7782;
331.020;0.4000;0.7607;
331.040;0.4000;0.7299;
331.060;0.3939;0.7519;
331.080;0.3939;0.7563;
331.100;0.3939;0.7738;
331.120;0.3980;0.7826;
331.140;0.3980;0.7475;
331.160;0.3916;0.7299;
331.180;0.3916;0.7607;
331.200;0.3916;0.7607;
331.220;0.3918;0.8178;
331.240;0.3918;0.7914;
331.260;0.3959;0.6903;
331.280;0.3959;0.8530;
331.300;0.3959;0.8266;
331.320;0.3961;0.7167;
331.340;0.3961;0.7826;
331.360;0.4028;0.7782;
331.380;0.4028;0.7563;
331.400;0.4028;0.7914;
331.420;0.3979;0.7738;
331.440;0.3979;0.7255;
331.460;0.3919;0.7914;
331.480;0.3919;0.8046;
331.500;0.3919;0.8090;
331.520;0.3900;0.7650;
331.540;0.3900;0.8046;
331.560;0.3996;0.6859;
331.580;0.3996;0.7826;
331.600;0.3996;0.7914;
331.620;0.4017;0.7431;
331.640;0.4017;0.7035;
331.660;0.3967;0.7079;
331.680;0.3967;0.7387;
331.700;0.3967;0.8134;
331.720;0.3926;0.8002;
331.740;0.3926;0.6771;
331.760;0.4013;0.7299;
331.780;0.4013;0.7079;
331.800;0.4013;0.7738;
331.820;0.3988;0.7519;
331.840;0.3988;0.7035;
331.860;0.4017;0.6859;
331.880;0.4017;0.7563;
331.900;0.4017;0.7694;
331.920;0.4040;0.7519;
331.940;0.4040;0.7255;
331.960;0.3993;0.7782;
331.980;0.3993;0.7299;
332.000;0.3993;0.8002;
332.020;0.3959;0.7035;
332.040;0.3959;0.7694;
332.060;0.4038;0.7650;
332.080;0.4038;0.7914;
332.100;0.4038;0.7782;
332.120;0.3904;0.7343;
332.140;0.3904;0.8046;
332.160;0.3999;0.7870;
332.180;0.3999;0.8134;
332.200;0.3999;0.8134;
332.220;0.3970;0.6991;
332.240;0.3970;0.7035;
332.260;0.3968;0.7519;
332.280;0.3968;0.7475;
332.300;0.3968;0.7563;
332.320;0.3924;0.7387;
332.340;0.3924;0.7431;
332.360;0.3906;0.7694;
332.380;0.3906;0.7650;
332.400;0.3906;0.7167;
332.420;0.3848;0.7211;
332.440;0.3848;0.6947;
332.460;0.3924;0.7694;
332.480;0.3924;0.7431;
332.500;0.3924;0.8002;
332.520;0.3913;0.7563;
332.540;0.3913;0.7519;
332.560;0.3976;0.7167;
332.580;0.3976;0.7167;
332.600;0.3976;0.7607;
332.620;0.3944;0.6947;
332.640;0.3944;0.7650;
332.660;0.3965;0.7431;
332.680;0.3965;0.7167;
332.700;0.3965;0.7563;
332.720;0.3961;0.7870;
332.740;0.3961;0.7958;
332.760;0.3950;0.8090;
332.780;0.3950;0.7826;
332.800;0.3950;0.6771;
332.820;0.4009;0.7607;
332.840;0.4009;0.7826;
332.860;0.3971;0.7958;
332.880;0.3971;0.7519;
332.900;0.3971;0.7343;
332.920;0.4019;0.7694;
332.940;0.4019;0.7738;
332.960;0.3947;0.7387;
332.980;0.3947;0.6947;
333.000;0.3947;0.6859;
333.020;0.3898;0.7870;
333.040;0.3898;0.7255;
333.060;0.3903;0.7167;
333.080;0.3903;0.7255;
333.100;0.3903;0.7431;
333.120;0.3945;0.8002;
333.140;0.3945;0.7475;
333.160;0.3967;0.7782;
333.180;0.3967;0.7782;
333.200;0.3967;0.7387;
333.220;0.3958;0.7826;
333.240;0.3958;0.7914;
333.260;0.3926;0.7738;
333.280;0.3926;0.7079;
333.300;0.3926;0.7211;
333.320;0.3993;0.7782;
333.340;0.3993;0.7211;
333.360;0.3955;0.7387;
333.380;0.3955;0.6991;
333.400;0.3955;0.8134;
333.420;0.3962;0.7738;
333.440;0.3962;0.7475;
333.460;0.3854;0.6683;
333.480;0.3854;0.7343;
333.500;0.3854;0.7870;
333.520;0.4016;0.7738;
333.540;0.4016;0.8442;
333.560;0.3959;0.7299;
333.580;0.3959;0.7387;
333.600;0.3959;0.7914;
333.620;0.4060;0.7738;
333.640;0.4060;0.7299;
333.660;0.4014;0.8002;
333.680;0.4014;0.7079;
333.700;0.4014;0.8046;
333.720;0.3930;0.6595;
333.740;0.3930;0.7563;
333.760;0.3922;0.7387;
333.780;0.3922;0.6507;
333.800;0.3922;0.7782;
333.820;0.4051;0.7519;
333.840;0.4051;0.7607;
333.860;0.3990;0.7607;
333.880;0.3990;0.7211;
333.900;0.3990;0.7870;
333.920;0.3816;0.7563;
333.940;0.3816;0.7914;
333.960;0.3993;0.7650;
333.980;0.3993;0.6991;
334.000;0.3993;0.7958;
334.020;0.3977;0.7870;
334.040;0.3977;0.7694;
334.060;0.3880;0.7650;
334.080;0.3880;0.8046;
334.100;0.3880;0.7299;
334.120;0.3956;0.7255;
334.140;0.3956;0.7563;
334.160;0.3962;0.7475;
334.180;0.3962;0.8398;
334.200;0.3962;0.7299;
334.220;0.3922;0.6727;
334.240;0.3922;0.6859;
334.260;0.3970;0.7211;
334.280;0.3970;0.7607;
334.300;0.3970;0.7475;
334.320;0.3881;0.7211;
334.340;0.3881;0.7650;
334.360;0.3852;0.7387;
334.380;0.3852;0.8266;
334.400;0.3852;0.6683;
334.420;0.3970;0.7035;
334.440;0.3970;0.7826;
334.460;0.3889;0.7870;
334.480;0.3889;0.7079;
334.500;0.3889;0.7123;
334.520;0.3956;0.7650;
334.540;0.3956;0.8090;
334.560;0.3906;0.8178;
334.580;0.3906;0.7343;
334.600;0.3906;0.7167;
334.620;0.3994;0.7167;
334.640;0.3994;0.7299;
334.660;0.3980;0.7431;
334.680;0.3980;0.8222;
334.700;0.3980;0.7123;
334.720;0.3929;0.7782;
334.740;0.3929;0.8310;
334.760;0.3956;0.8134;
334.780;0.3956;0.7782;
334.800;0.3956;0.7299;
334.820;0.3933;0.7738;
334.840;0.3933;0.7343;
334.860;0.3994;0.8134;
334.880;0.3994;0.8530;
334.900;0.3994;0.7079;
334.920;0.3933;0.7607;
334.940;0.3933;0.8398;
334.960;0.3922;0.7738;
334.980;0.3922;0.7694;
335.000;0.3922;0.7079;
335.020;0.3935;0.7738;
335.040;0.3935;0.8134;
335.060;0.3933;0.7914;
335.080;0.3933;0.7299;
335.100;0.3933;0.7958;
335.120;0.3877;0.7475;
335.140;0.3877;0.7650;
335.160;0.3901;0.7167;
335.180;0.3901;0.7870;
335.200;0.3901;0.7475;
335.220;0.3977;0.8134;
335.240;0.3977;0.7343;
335.260;0.4008;0.8178;
335.280;0.4008;0.8398;
335.300;0.4008;0.7870;
335.320;0.4003;0.7607;
335.340;0.4003;0.7035;
335.360;0.3948;0.7255;
335.380;0.3948;0.7607;
335.400;0.3948;0.7475;
335.420;0.3970;0.7870;
335.440;0.3970;0.7607;
335.460;0.4031;0.7607;
335.480;0.4031;0.8002;
335.500;0.4031;0.7475;
335.520;0.3932;0.7738;
335.540;0.3932;0.8046;
335.560;0.3878;0.7079;
335.580;0.3878;0.7431;
335.600;0.3878;0.8002;
335.620;0.3916;0.8002;
335.640;0.3916;0.7650;
335.660;0.3930;0.7475;
335.680;0.3930;0.7387;
335.700;0.3930;0.7387;
335.720;0.3985;0.6947;
335.740;0.3985;0.6903;
335.760;0.4005;0.6991;
335.780;0.4005;0.7738;
335.800;0.4005;0.7782;
335.820;0.3965;0.7255;
335.840;0.3965;0.6595;
335.860;0.3855;0.7079;
335.880;0.3855;0.7211;
335.900;0.3855;0.7782;
335.920;0.3910;0.6947;
335.940;0.3910;0.7563;
335.960;0.3933;0.8134;
335.980;0.3933;0.7870;
336.000;0.3933;0.7607;
336.020;0.3857;0.7519;
336.040;0.3857;0.6683;
336.060;0.3939;0.6727;
336.080;0.3939;0.7870;
336.100;0.3939;0.7782;
336.120;0.3924;0.7519;
336.140;0.3924;0.7299;
336.160;0.3918;0.7035;
336.180;0.3918;0.6859;
336.200;0.3918;0.7738;
336.220;0.3907;0.7650;
336.240;0.3907;0.7255;
336.260;0.3982;0.7299;
336.280;0.3982;0.8222;
336.300;0.3982;0.7650;
336.320;0.3987;0.7782;
336.340;0.3987;0.7607;
336.360;0.3872;0.7870;
336.380;0.3872;0.7299;
336.400;0.3872;0.7650;
336.420;0.3927;0.7387;
336.440;0.3927;0.7694;
336.460;0.3964;0.7958;
336.480;0.3964;0.7167;
336.500;0.3964;0.7782;
336.520;0.3904;0.7826;
336.540;0.3904;0.8354;
336.560;0.4002;0.7519;
336.580;0.4002;0.7607;
336.600;0.4002;0.7475;
336.620;0.3880;0.7958;
336.640;0.3880;0.7607;
336.660;0.3913;0.7563;
336.680;0.3913;0.7607;
336.700;0.3913;0.7958;
336.720;0.3941;0.7563;
336.740;0.3941;0.7563;
336.760;0.3980;0.8310;
336.780;0.3980;0.7431;
336.800;0.3980;0.7431;
336.820;0.3871;0.8266;
336.840;0.3871;0.7914;
336.860;0.3999;0.7343;
336.880;0.3999;0.7167;
336.900;0.3999;0.6683;
336.920;0.3926;0.8134;
336.940;0.3926;0.7650;
336.960;0.3932;0.7475;
336.980;0.3932;0.6683;
337.000;0.3932;0.6991;
337.020;0.3889;0.7299;
337.040;0.3889;0.8134;
337.060;0.3958;0.6947;
337.080;0.3958;0.7343;
337.100;0.3958;0.7387;
337.120;0.3903;0.7782;
337.140;0.3903;0.7650;
337.160;0.3796;0.8090;
337.180;0.3796;0.7782;
337.200;0.3796;0.6595;
337.220;0.3893;0.7475;
337.240;0.3893;0.7782;
337.260;0.3945;0.8090;
337.280;0.3945;0.7694;
337.300;0.3945;0.7914;
337.320;0.3910;0.7387;
337.340;0.3910;0.7782;
337.360;0.3935;0.7387;
337.380;0.3935;0.7870;
337.400;0.3935;0.6727;
337.420;0.3971;0.7519;
337.440;0.3971;0.7650;
337.460;0.3897;0.8002;
337.480;0.3897;0.7211;
337.500;0.3897;0.7650;
337.520;0.3906;0.8002;
337.540;0.3906;0.7079;
337.560;0.3926;0.7387;
337.580;0.3926;0.7343;
337.600;0.3926;0.8134;
337.620;0.3926;0.7343;
337.640;0.3926;0.7563;
337.660;0.3890;0.7563;
337.680;0.3890;0.7211;
337.700;0.3890;0.7607;
337.720;0.3906;0.7167;
337.740;0.3906;0.7694;
337.760;0.3947;0.6903;
337.780;0.3947;0.8266;
337.800;0.3947;0.8002;
337.820;0.3921;0.7343;
337.840;0.3921;0.6991;
337.860;0.3898;0.7870;
337.880;0.3898;0.6947;
337.900;0.3898;0.7694;
337.920;0.3872;0.7387;
337.940;0.3872;0.7870;
337.960;0.3872;0.7431;
337.980;0.3872;0.8134;
338.000;0.3872;0.8178;
338.020;0.3842;0.7255;
338.040;0.3842;0.7035;
338.060;0.3938;0.7431;
338.080;0.3938;0.7870;
338.100;0.3938;0.8134;
338.120;0.3922;0.6947;
338.140;0.3922;0.7123;
338.160;0.3924;0.8134;
338.180;0.3924;0.7387;
338.200;0.3924;0.8354;
338.220;0.3944;0.8134;
338.240;0.3944;0.7519;
338.260;0.3869;0.7299;
338.280;0.3869;0.7387;
338.300;0.3869;0.7431;
338.320;0.3938;0.7563;
338.340;0.3938;0.7431;
338.360;0.3979;0.7035;
338.380;0.3979;0.7738;
338.400;0.3979;0.7782;
338.420;0.3901;0.6991;
338.440;0.3901;0.7343;
338.460;0.3861;0.7475;
338.480;0.3861;0.7431;
338.500;0.3861;0.7694;
338.520;0.3907;0.7079;
338.540;0.3907;0.7211;
338.560;0.3889;0.7211;
338.580;0.3889;0.7694;
338.600;0.3889;0.7431;
338.620;0.4023;0.8134;
338.640;0.4023;0.6903;
338.660;0.3906;0.7607;
338.680;0.3906;0.7035;
338.700;0.3906;0.7650;
338.720;0.3932;0.7650;
338.740;0.3932;0.8002;
338.760;0.3962;0.7694;
338.780;0.3962;0.8178;
338.800;0.3962;0.7738;
338.820;0.3881;0.8266;
338.840;0.3881;0.7870;
338.860;0.3961;0.7914;
338.880;0.3961;0.7650;
338.900;0.3961;0.7387;
338.920;0.3921;0.7958;
338.940;0.3921;0.7914;
338.960;0.3951;0.6991;
338.980;0.3951;0.7299;
339.000;0.3951;0.7650;
339.020;0.3854;0.8618;
339.040;0.3854;0.7826;
339.060;0.3893;0.6859;
339.080;0.3893;0.7299;
339.100;0.3893;0.7431;
339.120;0.3906;0.7607;
339.140;0.3906;0.7431;
339.160;0.3855;0.7782;
339.180;0.3855;0.7563;
339.200;0.3855;0.7914;
339.220;0.3916;0.8046;
339.240;0.3916;0.7519;
339.260;0.3910;0.7826;
339.280;0.3910;0.6903;
339.300;0.3910;0.7650;
339.320;0.3971;0.8134;
339.340;0.3971;0.7694;
339.360;0.3910;0.7079;
339.380;0.3910;0.7870;
339.400;0.3910;0.6947;
339.420;0.3907;0.8662;
339.440;0.3907;0.7299;
339.460;0.3869;0.7694;
339.480;0.3869;0.7826;
339.500;0.3869;0.7299;
339.520;0.3968;0.7782;
339.540;0.3968;0.8222;
339.560;0.3950;0.7650;
339.580;0.3950;0.8046;
339.600;0.3950;0.7563;
339.620;0.3889;0.7211;
339.640;0.3889;0.7607;
339.660;0.3887;0.7650;
339.680;0.3887;0.8266;
339.700;0.3887;0.7738;
339.720;0.3898;0.7299;
339.740;0.3898;0.7694;
339.760;0.3970;0.7387;
339.780;0.3970;0.7563;
339.800;0.3970;0.7738;
339.820;0.3922;0.6903;
339.840;0.3922;0.7299;
339.860;0.3884;0.7079;
339.880;0.3884;0.7475;
339.900;0.3884;0.6903;
339.920;0.3964;0.7255;
339.940;0.3964;0.7167;
339.960;0.4040;0.7914;
339.980;0.4040;0.7519;
340.000;0.4040;0.7650;
340.020;0.3864;0.7079;
340.040;0.3864;0.6903;
340.060;0.3932;0.7694;
340.080;0.3932;0.7914;
340.100;0.3932;0.7563;
340.120;0.3782;0.6947;
340.140;0.3782;0.7255;
340.160;0.3845;0.7299;
340.180;0.3845;0.7958;
340.200;0.3845;0.7167;
340.220;0.3887;0.7123;
340.240;0.3887;0.7299;
340.260;0.3941;0.8178;
340.280;0.3941;0.8398;
340.300;0.3941;0.7519;
340.320;0.3898;0.7343;
340.340;0.3898;0.7299;
340.360;0.3918;0.7650;
340.380;0.3918;0.8090;
340.400;0.3918;0.7475;
340.420;0.3930;0.7255;
340.440;0.3930;0.7826;
340.460;0.3919;0.7738;
340.480;0.3919;0.7826;
340.500;0.3919;0.7211;
340.520;0.3910;0.7211;
340.540;0.3910;0.7563;
340.560;0.3913;0.7782;
340.580;0.3913;0.7211;
340.600;0.3913;0.6903;
340.620;0.3890;0.7035;
340.640;0.3890;0.7211;
340.660;0.4016;0.7255;
340.680;0.4016;0.7519;
340.700;0.4016;0.7475;
340.720;0.3889;0.7255;
340.740;0.3889;0.7431;
340.760;0.3886;0.7694;
340.780;0.3886;0.7563;
340.800;0.3886;0.7299;
340.820;0.3953;0.8442;
340.840;0.3953;0.7870;
340.860;0.3933;0.8090;
340.880;0.3933;0.8266;
340.900;0.3933;0.7782;
340.920;0.4005;0.7738;
340.940;0.4005;0.8002;
340.960;0.3990;0.6595;
340.980;0.3990;0.8002;
341.000;0.3990;0.7255;
341.020;0.3924;0.7299;
341.040;0.3924;0.7255;
341.060;0.3988;0.6727;
341.080;0.3988;0.7782;
341.100;0.3988;0.7650;
341.120;0.3958;0.7826;
341.140;0.3958;0.8046;
341.160;0.3854;0.8002;
341.180;0.3854;0.8354;
341.200;0.3854;0.7738;
341.220;0.3910;0.7826;
341.240;0.3910;0.7694;
341.260;0.3910;0.7738;
341.280;0.3910;0.7255;
341.300;0.3910;0.7167;
341.320;0.3895;0.7694;
341.340;0.3895;0.7123;
341.360;0.3906;0.7167;
341.380;0.3906;0.7299;
341.400;0.3906;0.7299;
341.420;0.3929;0.7914;
341.440;0.3929;0.7607;
341.460;0.3817;0.7255;
341.480;0.3817;0.7607;
341.500;0.3817;0.7607;
341.520;0.3939;0.7607;
341.540;0.3939;0.6639;
341.560;0.3939;0.6639;
341.580;0.3939;0.8222;
341.600;0.3939;0.7694;
341.620;0.3854;0.7914;
341.640;0.3854;0.6727;
341.660;0.3909;0.6639;
341.680;0.3909;0.7079;
341.700;0.3909;0.7694;
341.720;0.3881;0.7431;
341.740;0.3881;0.8002;
341.760;0.3787;0.6947;
341.780;0.3787;0.7387;
341.800;0.3787;0.7738;
341.820;0.3979;0.7299;
341.840;0.3979;0.7079;
341.860;0.3912;0.6947;
341.880;0.3912;0.7914;
341.900;0.3912;0.7738;
341.920;0.3951;0.7475;
341.940;0.3951;0.6859;
341.960;0.3965;0.7826;
341.980;0.3965;0.7167;
342.000;0.3965;0.8134;
342.020;0.3942;0.7343;
342.040;0.3942;0.7431;
342.060;0.3912;0.6903;
342.080;0.3912;0.6595;
342.100;0.3912;0.7738;
342.120;0.3855;0.7782;
342.140;0.3855;0.7299;
342.160;0.3863;0.7519;
342.180;0.3863;0.8002;
342.200;0.3863;0.7826;
342.220;0.3947;0.7519;
342.240;0.3947;0.8178;
342.260;0.3907;0.7167;
342.280;0.3907;0.7431;
342.300;0.3907;0.7431;
342.320;0.3906;0.7694;
342.340;0.3906;0.8354;
342.360;0.3950;0.7826;
342.380;0.3950;0.7299;
342.400;0.3950;0.7387;
342.420;0.3953;0.7475;
342.440;0.3953;0.7914;
342.460;0.3942;0.8222;
342.480;0.3942;0.7870;
342.500;0.3942;0.8178;
342.520;0.3912;0.7211;
342.540;0.3912;0.7650;
342.560;0.3910;0.7738;
342.580;0.3910;0.7694;
342.600;0.3910;0.7343;
342.620;0.3851;0.8222;
342.640;0.3851;0.7475;
342.660;0.3854;0.8178;
342.680;0.3854;0.7431;
342.700;0.3854;0.7123;
342.720;0.3971;0.7475;
342.740;0.3971;0.7255;
342.760;0.3924;0.7694;
342.780;0.3924;0.7343;
342.800;0.3924;0.7035;
342.820;0.3863;0.7607;
342.840;0.3863;0.8310;
342.860;0.3884;0.7563;
342.880;0.3884;0.7431;
342.900;0.3884;0.7211;
342.920;0.3906;0.6991;
342.940;0.3906;0.7958;
342.960;0.3903;0.7167;
342.980;0.3903;0.6991;
343.000;0.3903;0.6771;
343.020;0.3932;0.8134;
343.040;0.3932;0.6859;
343.060;0.3886;0.8134;
343.080;0.3886;0.6859;
343.100;0.3886;0.7431;
343.120;0.3916;0.7387;
343.140;0.3916;0.7299;
343.160;0.3893;0.7035;
343.180;0.3893;0.7519;
343.200;0.3893;0.7343;
343.220;0.3910;0.7738;
343.240;0.3910;0.7431;
343.260;0.3904;0.7694;
343.280;0.3904;0.7211;
343.300;0.3904;0.6947;
343.320;0.3942;0.7650;
343.340;0.3942;0.7211;
343.360;0.3864;0.6903;
343.380;0.3864;0.7035;
343.400;0.3864;0.7914;
343.420;0.3892;0.7343;
343.440;0.3892;0.7431;
343.460;0.3842;0.7607;
343.480;0.3842;0.6991;
343.500;0.3842;0.7475;
343.520;0.3802;0.8178;
343.540;0.3802;0.7782;
343.560;0.3854;0.7694;
343.580;0.3854;0.8706;
343.600;0.3854;0.7914;
343.620;0.3762;0.7563;
343.640;0.3762;0.8178;
343.660;0.3810;0.7563;
343.680;0.3810;0.7299;
343.700;0.3810;0.8002;
343.720;0.3857;0.6463;
343.740;0.3857;0.7782;
343.760;0.3916;0.7167;
343.780;0.3916;0.7650;
343.800;0.3916;0.7519;
343.820;0.3924;0.6859;
343.840;0.3924;0.6859;
343.860;0.3912;0.8310;
343.880;0.3912;0.6551;
343.900;0.3912;0.7299;
343.920;0.3941;0.6331;
343.940;0.3941;0.7035;
343.960;0.3933;0.7826;
343.980;0.3933;0.8442;
344.000;0.3933;0.7694;
344.020;0.3791;0.7475;
344.040;0.3791;0.7475;
344.060;0.3918;0.7563;
344.080;0.3918;0.8354;
344.100;0.3918;0.7694;
344.120;0.3871;0.7475;
344.140;0.3871;0.7826;
344.160;0.3938;0.8134;
344.180;0.3938;0.7694;
344.200;0.3938;0.8090;
344.220;0.3874;0.7387;
344.240;0.3874;0.8046;
344.260;0.3825;0.7826;
344.280;0.3825;0.7914;
344.300;0.3825;0.7255;
344.320;0.3866;0.7607;
344.340;0.3866;0.7782;
344.360;0.3846;0.7826;
344.380;0.3846;0.8750;
344.400;0.3846;0.8090;
344.420;0.3835;0.7299;
344.440;0.3835;0.7079;
344.460;0.3868;0.7782;
344.480;0.3868;0.7738;
344.500;0.3868;0.7299;
344.520;0.3893;0.7167;
344.540;0.3893;0.8002;
344.560;0.3930;0.7914;
344.580;0.3930;0.7431;
344.600;0.3930;0.7607;
344.620;0.3863;0.7079;
344.640;0.3863;0.7607;
344.660;0.3926;0.8266;
344.680;0.3926;0.7694;
344.700;0.3926;0.7782;
344.720;0.3913;0.7607;
344.740;0.3913;0.7255;
344.760;0.3918;0.8046;
344.780;0.3918;0.7519;
344.800;0.3918;0.8134;
344.820;0.3921;0.7211;
344.840;0.3921;0.7870;
344.860;0.3799;0.7475;
344.880;0.3799;0.8134;
344.900;0.3799;0.7738;
344.920;0.3971;0.7782;
344.940;0.3971;0.8222;
344.960;0.3910;0.7782;
344.980;0.3910;0.7826;
345.000;0.3910;0.7738;
345.020;0.3864;0.8222;
345.040;0.3864;0.8222;
345.060;0.3883;0.7343;
345.080;0.3883;0.7738;
345.100;0.3883;0.8266;
345.120;0.3884;0.7607;
345.140;0.3884;0.8354;
345.160;0.3903;0.7343;
345.180;0.3903;0.7519;
345.200;0.3903;0.7563;
345.220;0.3898;0.8266;
345.240;0.3898;0.7519;
345.260;0.3967;0.7914;
345.280;0.3967;0.8090;
345.300;0.3967;0.7826;
345.320;0.3883;0.7255;
345.340;0.3883;0.7431;
345.360;0.3900;0.7519;
345.380;0.3900;0.8046;
345.400;0.3900;0.7870;
345.420;0.3909;0.7387;
345.440;0.3909;0.7475;
345.460;0.3881;0.7694;
345.480;0.3881;0.8002;
345.500;0.3881;0.7694;
345.520;0.3874;0.8618;
345.540;0.3874;0.7782;
345.560;0.3875;0.7519;
345.580;0.3875;0.7563;
345.600;0.3875;0.8266;
345.620;0.3916;0.7519;
345.640;0.3916;0.7870;
345.660;0.3897;0.6903;
345.680;0.3897;0.8266;
345.700;0.3897;0.8354;
345.720;0.3800;0.7519;
345.740;0.3800;0.7431;
345.760;0.3826;0.6683;
345.780;0.3826;0.7519;
345.800;0.3826;0.7650;
345.820;0.3880;0.7914;
345.840;0.3880;0.7211;
345.860;0.3918;0.7211;
345.880;0.3918;0.8310;
345.900;0.3918;0.8090;
345.920;0.4104;0.7650;
345.940;0.4104;0.7650;
345.960;0.3918;0.7123;
345.980;0.3918;0.8002;
346.000;0.3918;0.8354;
346.020;0.3910;0.8002;
346.040;0.3910;0.8178;
346.060;0.3871;0.8486;
346.080;0.3871;0.8134;
