time/ms;Fluo/V;P700 deltaI/I x10³;
-138.0000;0.2890;2.6902;
-137.7000;0.2873;2.6683;
-137.4000;0.2865;2.6465;
-137.1000;0.2857;2.6246;
-136.8000;0.2882;2.7121;
-136.5000;0.2865;2.6465;
-136.2000;0.2873;2.6683;
-135.9000;0.2873;2.6683;
-135.6000;0.2865;2.6246;
-135.3000;0.2882;2.6902;
-135.0000;0.2873;2.6902;
-134.7000;0.2865;2.6246;
-134.4000;0.2865;2.6465;
-134.1000;0.2857;2.6465;
-133.8000;0.2882;2.6902;
-133.5000;0.2865;2.6683;
-133.2000;0.2873;2.7121;
-132.9000;0.2873;2.6683;
-132.6000;0.2857;2.6246;
-132.3000;0.2873;2.6465;
-132.0000;0.2882;2.6902;
-131.7000;0.2865;2.6683;
-131.4000;0.2865;2.6683;
-131.1000;0.2873;2.7340;
-130.8000;0.2865;2.7340;
-130.5000;0.2873;2.7340;
-130.2000;0.2857;2.7340;
-129.9000;0.2865;2.7121;
-129.6000;0.2857;2.6465;
-129.3000;0.2882;2.6902;
-129.0000;0.2873;2.7121;
-128.7000;0.2873;2.6683;
-128.4000;0.2857;2.6902;
-128.1000;0.2857;2.6246;
-127.8000;0.2890;2.6902;
-127.5000;0.2865;2.6027;
-127.2000;0.2882;2.6683;
-126.9000;0.2873;2.6683;
-126.6000;0.2857;2.6027;
-126.3000;0.2873;2.6683;
-126.0000;0.2873;2.6465;
-125.7000;0.2865;2.6246;
-125.4000;0.2849;2.5371;
-125.1000;0.2873;2.5809;
-124.8000;0.2857;2.6027;
-124.5000;0.2873;2.6902;
-124.2000;0.2857;2.6683;
-123.9000;0.2873;2.6683;
-123.6000;0.2865;2.6683;
-123.3000;0.2873;2.6683;
-123.0000;0.2873;2.7121;
-122.7000;0.2873;2.7121;
-122.4000;0.2857;2.6465;
-122.1000;0.2857;2.6246;
-121.8000;0.2882;2.6902;
-121.5000;0.2873;2.6246;
-121.2000;0.2882;2.6902;
-120.9000;0.2865;2.6683;
-120.6000;0.2849;2.6246;
-120.3000;0.2882;2.6902;
-120.0000;0.2865;2.6683;
-119.7000;0.2865;2.6465;
-119.4000;0.2865;2.6465;
-119.1000;0.2865;2.6683;
-118.8000;0.2890;2.7340;
-118.5000;0.2857;2.6465;
-118.2000;0.2865;2.6902;
-117.9000;0.2890;2.6902;
-117.6000;0.2865;2.6246;
-117.3000;0.2873;2.6465;
-117.0000;0.2873;2.6027;
-116.7000;0.2865;2.6465;
-116.4000;0.2865;2.6465;
-116.1000;0.2873;2.7340;
-115.8000;0.2865;2.6902;
-115.5000;0.2865;2.6683;
-115.2000;0.2873;2.6902;
-114.9000;0.2882;2.7340;
-114.6000;0.2857;2.6902;
-114.3000;0.2873;2.7340;
-114.0000;0.2865;2.7777;
-113.7000;0.2873;2.7121;
-113.4000;0.2857;2.6902;
-113.1000;0.2865;2.7121;
-112.8000;0.2890;2.7558;
-112.5000;0.2857;2.6902;
-112.2000;0.2873;2.7121;
-111.9000;0.2882;2.7340;
-111.6000;0.2857;2.6683;
-111.3000;0.2882;2.6902;
-111.0000;0.2873;2.7121;
-110.7000;0.2865;2.6683;
-110.4000;0.2849;2.6465;
-110.1000;0.2873;2.6902;
-109.8000;0.2873;2.7340;
-109.5000;0.2873;2.6465;
-109.2000;0.2882;2.6683;
-108.9000;0.2898;2.6683;
-108.6000;0.2857;2.6465;
-108.3000;0.2882;2.6465;
-108.0000;0.2873;2.6683;
-107.7000;0.2873;2.6683;
-107.4000;0.2849;2.5371;
-107.1000;0.2882;2.6246;
-106.8000;0.2865;2.5809;
-106.5000;0.2873;2.5809;
-106.2000;0.2873;2.6246;
-105.9000;0.2890;2.6902;
-105.6000;0.2865;2.6027;
-105.3000;0.2882;2.6246;
-105.0000;0.2882;2.6465;
-104.7000;0.2873;2.6683;
-104.4000;0.2857;2.6465;
-104.1000;0.2873;2.7121;
-103.8000;0.2873;2.6465;
-103.5000;0.2873;2.6027;
-103.2000;0.2882;2.6027;
-102.9000;0.2882;2.6465;
-102.6000;0.2865;2.5809;
-102.3000;0.2873;2.6465;
-102.0000;0.2865;2.6246;
-101.7000;0.2882;2.6246;
-101.4000;0.2857;2.5590;
-101.1000;0.2873;2.6246;
-100.8000;0.2865;2.6465;
-100.5000;0.2865;2.6465;
-100.2000;0.2882;2.6902;
-99.9000;0.2873;2.7340;
-99.6000;0.2833;2.6683;
-99.3000;0.2841;2.6465;
-99.0000;0.2816;2.6027;
-98.7000;0.2825;2.6027;
-98.4000;0.2784;2.6027;
-98.1000;0.2808;2.6465;
-97.8000;0.2800;2.6246;
-97.5000;0.2800;2.5809;
-97.2000;0.2808;2.6246;
-96.9000;0.2808;2.6246;
-96.6000;0.2776;2.5590;
-96.3000;0.2800;2.6246;
-96.0000;0.2784;2.5590;
-95.7000;0.2792;2.6246;
-95.4000;0.2776;2.5590;
-95.1000;0.2800;2.6246;
-94.8000;0.2800;2.6683;
-94.5000;0.2776;2.6246;
-94.2000;0.2792;2.7121;
-93.9000;0.2808;2.7121;
-93.6000;0.2784;2.6465;
-93.3000;0.2784;2.6465;
-93.0000;0.2784;2.6027;
-92.7000;0.2784;2.6465;
-92.4000;0.2776;2.5809;
-92.1000;0.2776;2.6027;
-91.8000;0.2792;2.6465;
-91.5000;0.2776;2.6246;
-91.2000;0.2800;2.7121;
-90.9000;0.2800;2.7340;
-90.6000;0.2776;2.6465;
-90.3000;0.2784;2.6683;
-90.0000;0.2776;2.6027;
-89.7000;0.2792;2.6902;
-89.4000;0.2776;2.6027;
-89.1000;0.2792;2.6465;
-88.8000;0.2800;2.6465;
-88.5000;0.2776;2.6027;
-88.2000;0.2792;2.6027;
-87.9000;0.2800;2.6902;
-87.6000;0.2776;2.5809;
-87.3000;0.2792;2.6465;
-87.0000;0.2784;2.5809;
-86.7000;0.2800;2.6246;
-86.4000;0.2784;2.6246;
-86.1000;0.2792;2.6465;
-85.8000;0.2784;2.6902;
-85.5000;0.2776;2.6246;
-85.2000;0.2808;2.7558;
-84.9000;0.2808;2.6902;
-84.6000;0.2784;2.6246;
-84.3000;0.2792;2.6465;
-84.0000;0.2784;2.6246;
-83.7000;0.2808;2.6902;
-83.4000;0.2784;2.6027;
-83.1000;0.2800;2.6683;
-82.8000;0.2792;2.6246;
-82.5000;0.2792;2.6027;
-82.2000;0.2792;2.6027;
-81.9000;0.2792;2.6683;
-81.6000;0.2792;2.6465;
-81.3000;0.2792;2.6465;
-81.0000;0.2784;2.6027;
-80.7000;0.2800;2.6246;
-80.4000;0.2784;2.6027;
-80.1000;0.2792;2.6683;
-79.8000;0.2800;2.6683;
-79.5000;0.2776;2.6246;
-79.2000;0.2808;2.6683;
-78.9000;0.2792;2.6683;
-78.6000;0.2776;2.6465;
-78.3000;0.2792;2.6465;
-78.0000;0.2792;2.5809;
-77.7000;0.2792;2.6465;
-77.4000;0.2776;2.6465;
-77.1000;0.2800;2.6465;
-76.8000;0.2776;2.6246;
-76.5000;0.2784;2.6683;
-76.2000;0.2784;2.6465;
-75.9000;0.2800;2.6683;
-75.6000;0.2784;2.6027;
-75.3000;0.2776;2.6465;
-75.0000;0.2784;2.6246;
-74.7000;0.2800;2.6465;
-74.4000;0.2784;2.5809;
-74.1000;0.2800;2.6683;
-73.8000;0.2792;2.6683;
-73.5000;0.2768;2.6027;
-73.2000;0.2808;2.6683;
-72.9000;0.2808;2.7121;
-72.6000;0.2776;2.7121;
-72.3000;0.2792;2.7121;
-72.0000;0.2800;2.6902;
-71.7000;0.2800;2.7121;
-71.4000;0.2776;2.7121;
-71.1000;0.2800;2.7121;
-70.8000;0.2792;2.6902;
-70.5000;0.2800;2.6683;
-70.2000;0.2784;2.6246;
-69.9000;0.2792;2.6246;
-69.6000;0.2776;2.5809;
-69.3000;0.2792;2.5809;
-69.0000;0.2792;2.6027;
-68.7000;0.2800;2.6027;
-68.4000;0.2784;2.6027;
-68.1000;0.2808;2.6465;
-67.8000;0.2792;2.6683;
-67.5000;0.2792;2.6465;
-67.2000;0.2784;2.6246;
-66.9000;0.2784;2.6246;
-66.6000;0.2776;2.6027;
-66.3000;0.2784;2.5809;
-66.0000;0.2792;2.5809;
-65.7000;0.2792;2.6246;
-65.4000;0.2784;2.6246;
-65.1000;0.2808;2.6246;
-64.8000;0.2800;2.6246;
-64.5000;0.2776;2.5809;
-64.2000;0.2800;2.6465;
-63.9000;0.2792;2.6465;
-63.6000;0.2784;2.6246;
-63.3000;0.2784;2.6246;
-63.0000;0.2800;2.6027;
-62.7000;0.2792;2.6027;
-62.4000;0.2792;2.6465;
-62.1000;0.2800;2.6902;
-61.8000;0.2784;2.6246;
-61.5000;0.2800;2.6683;
-61.2000;0.2768;2.6027;
-60.9000;0.2792;2.6027;
-60.6000;0.2792;2.6246;
-60.3000;0.2792;2.6465;
-60.0000;0.2792;2.6902;
-59.7000;0.2784;2.6465;
-59.4000;0.2792;2.6683;
-59.1000;0.2800;2.6465;
-58.8000;0.2792;2.6246;
-58.5000;0.2784;2.5809;
-58.2000;0.2800;2.6027;
-57.9000;0.2800;2.6246;
-57.6000;0.2792;2.6027;
-57.3000;0.2784;2.6027;
-57.0000;0.2800;2.6465;
-56.7000;0.2784;2.6027;
-56.4000;0.2792;2.6246;
-56.1000;0.2800;2.6027;
-55.8000;0.2800;2.6027;
-55.5000;0.2776;2.5371;
-55.2000;0.2800;2.6465;
-54.9000;0.2792;2.6246;
-54.6000;0.2792;2.6027;
-54.3000;0.2776;2.6027;
-54.0000;0.2792;2.6027;
-53.7000;0.2800;2.6465;
-53.4000;0.2792;2.6465;
-53.1000;0.2808;2.7340;
-52.8000;0.2784;2.6246;
-52.5000;0.2808;2.6683;
-52.2000;0.2784;2.6465;
-51.9000;0.2792;2.6465;
-51.6000;0.2792;2.6683;
-51.3000;0.2784;2.6465;
-51.0000;0.2800;2.6683;
-50.7000;0.2784;2.6902;
-50.4000;0.2792;2.6683;
-50.1000;0.2808;2.6902;
-49.8000;0.2784;2.6246;
-49.5000;0.2792;2.6246;
-49.2000;0.2776;2.5590;
-48.9000;0.2776;2.5809;
-48.6000;0.2776;2.6027;
-48.3000;0.2776;2.6027;
-48.0000;0.2759;2.6027;
-47.7000;0.2768;2.6027;
-47.4000;0.2776;2.6246;
-47.1000;0.2792;2.6465;
-46.8000;0.2768;2.5809;
-46.5000;0.2784;2.6246;
-46.2000;0.2768;2.6465;
-45.9000;0.2776;2.6246;
-45.6000;0.2768;2.6683;
-45.3000;0.2776;2.6683;
-45.0000;0.2768;2.6027;
-44.7000;0.2759;2.6027;
-44.4000;0.2784;2.6246;
-44.1000;0.2768;2.6027;
-43.8000;0.2784;2.6246;
-43.5000;0.2784;2.5809;
-43.2000;0.2784;2.6027;
-42.9000;0.2784;2.5809;
-42.6000;0.2776;2.6246;
-42.3000;0.2776;2.6465;
-42.0000;0.2784;2.6027;
-41.7000;0.2776;2.5809;
-41.4000;0.2792;2.6027;
-41.1000;0.2784;2.6465;
-40.8000;0.2784;2.6465;
-40.5000;0.2768;2.5809;
-40.2000;0.2776;2.6246;
-39.9000;0.2768;2.6246;
-39.6000;0.2784;2.6027;
-39.3000;0.2776;2.5809;
-39.0000;0.2784;2.6246;
-38.7000;0.2768;2.6027;
-38.4000;0.2784;2.6246;
-38.1000;0.2784;2.6246;
-37.8000;0.2768;2.5809;
-37.5000;0.2776;2.6027;
-37.2000;0.2776;2.5590;
-36.9000;0.2768;2.6027;
-36.6000;0.2784;2.6465;
-36.3000;0.2768;2.6246;
-36.0000;0.2784;2.6902;
-35.7000;0.2784;2.5809;
-35.4000;0.2800;2.6027;
-35.1000;0.2776;2.5809;
-34.8000;0.2776;2.5809;
-34.5000;0.2776;2.6027;
-34.2000;0.2768;2.6027;
-33.9000;0.2768;2.5590;
-33.6000;0.2784;2.5590;
-33.3000;0.2776;2.6027;
-33.0000;0.2784;2.6246;
-32.7000;0.2776;2.6465;
-32.4000;0.2784;2.6902;
-32.1000;0.2792;2.6902;
-31.8000;0.2768;2.6246;
-31.5000;0.2776;2.6902;
-31.2000;0.2768;2.6465;
-30.9000;0.2759;2.5590;
-30.6000;0.2784;2.6027;
-30.3000;0.2768;2.5809;
-30.0000;0.2784;2.6246;
-29.7000;0.2768;2.5809;
-29.4000;0.2800;2.6465;
-29.1000;0.2792;2.6246;
-28.8000;0.2776;2.6246;
-28.5000;0.2776;2.6027;
-28.2000;0.2776;2.6246;
-27.9000;0.2768;2.6465;
-27.6000;0.2784;2.6683;
-27.3000;0.2768;2.6465;
-27.0000;0.2792;2.6683;
-26.7000;0.2759;2.5809;
-26.4000;0.2784;2.6683;
-26.1000;0.2784;2.6465;
-25.8000;0.2759;2.6027;
-25.5000;0.2784;2.6027;
-25.2000;0.2768;2.6027;
-24.9000;0.2751;2.5371;
-24.6000;0.2792;2.6683;
-24.3000;0.2776;2.6027;
-24.0000;0.2792;2.6246;
-23.7000;0.2768;2.6027;
-23.4000;0.2784;2.6902;
-23.1000;0.2776;2.6683;
-22.8000;0.2768;2.6465;
-22.5000;0.2784;2.6683;
-22.2000;0.2776;2.6683;
-21.9000;0.2768;2.6027;
-21.6000;0.2784;2.6465;
-21.3000;0.2784;2.6683;
-21.0000;0.2792;2.6465;
-20.7000;0.2768;2.6027;
-20.4000;0.2784;2.6683;
-20.1000;0.2784;2.6465;
-19.8000;0.2759;2.6246;
-19.5000;0.2784;2.6465;
-19.2000;0.2776;2.6246;
-18.9000;0.2768;2.6027;
-18.6000;0.2792;2.6465;
-18.3000;0.2784;2.6683;
-18.0000;0.2792;2.6246;
-17.7000;0.2751;2.6027;
-17.4000;0.2792;2.6683;
-17.1000;0.2784;2.6027;
-16.8000;0.2768;2.6027;
-16.5000;0.2776;2.6246;
-16.2000;0.2776;2.5809;
-15.9000;0.2759;2.5809;
-15.6000;0.2784;2.6465;
-15.3000;0.2792;2.6465;
-15.0000;0.2792;2.6683;
-14.7000;0.2751;2.6027;
-14.4000;0.2792;2.6465;
-14.1000;0.2784;2.6683;
-13.8000;0.2776;2.6465;
-13.5000;0.2792;2.5809;
-13.2000;0.2768;2.5809;
-12.9000;0.2768;2.5809;
-12.6000;0.2784;2.6465;
-12.3000;0.2784;2.6683;
-12.0000;0.2792;2.6683;
-11.7000;0.2759;2.5809;
-11.4000;0.2792;2.6902;
-11.1000;0.2784;2.6465;
-10.8000;0.2768;2.6027;
-10.5000;0.2776;2.6246;
-10.2000;0.2776;2.6246;
-9.9000;0.2759;2.5809;
-9.6000;0.2776;2.6027;
-9.3000;0.2792;2.5809;
-9.0000;0.2800;2.6246;
-8.7000;0.2759;2.5809;
-8.4000;0.2792;2.6027;
-8.1000;0.2784;2.6027;
-7.8000;0.2768;2.5809;
-7.5000;0.2768;2.6465;
-7.2000;0.2776;2.6246;
-6.9000;0.2768;2.5590;
-6.6000;0.2792;2.5590;
-6.3000;0.2784;2.5590;
-6.0000;0.2784;2.6246;
-5.7000;0.2751;2.5590;
-5.4000;0.2800;2.6465;
-5.1000;0.2768;2.6027;
-4.8000;0.2768;2.6027;
-4.5000;0.2776;2.6027;
-4.2000;0.2784;2.6027;
-3.9000;0.2776;2.5809;
-3.6000;0.2776;2.6465;
-3.3000;0.2776;2.6465;
-3.0000;0.2784;2.6683;
-2.7000;0.2759;2.6027;
-2.4000;0.2792;2.6683;
-2.1000;0.2776;2.6027;
-1.8000;0.2768;2.5809;
-1.5000;0.2800;2.6465;
-1.2000;0.2776;2.6027;
-0.9000;0.2768;2.6027;
-0.6000;0.2776;2.6246;
-0.3000;0.2759;2.6246;
0.0000;0.2759;2.6902;
0.3000;0.3166;2.8652;
0.6000;0.3915;3.2808;
0.9000;0.4469;3.5870;
1.2000;0.4933;3.8713;
1.5000;0.5291;4.0681;
1.8000;0.5568;4.3306;
2.1000;0.5763;4.4181;
2.4000;0.5975;4.5056;
2.7000;0.6154;4.5493;
3.0000;0.6325;4.5712;
3.3000;0.6455;4.5931;
3.6000;0.6610;4.6805;
3.9000;0.6699;4.7024;
4.2000;0.6829;4.7899;
4.5000;0.6927;4.7680;
4.8000;0.7074;4.7680;
5.1000;0.7163;4.6587;
5.4000;0.7293;4.6368;
5.7000;0.7407;4.6368;
6.0000;0.7481;4.6368;
6.3000;0.7538;4.5712;
6.6000;0.7619;4.5931;
6.9000;0.7668;4.5931;
7.2000;0.7692;4.5493;
7.5000;0.7766;4.6368;
7.8000;0.7757;4.5712;
8.1000;0.7823;4.6149;
8.4000;0.7888;4.6587;
8.7000;0.7937;4.7024;
9.0000;0.7977;4.6368;
9.3000;0.8026;4.5931;
9.6000;0.8099;4.6149;
9.9000;0.8140;4.5493;
10.2000;0.8181;4.5712;
10.5000;0.8230;4.5493;
10.8000;0.8311;4.5931;
11.1000;0.8344;4.5493;
11.4000;0.8384;4.5274;
11.7000;0.8433;4.6587;
12.0000;0.8466;4.5931;
12.3000;0.8490;4.5931;
12.6000;0.8539;4.6805;
12.9000;0.8531;4.6149;
13.2000;0.8555;4.5931;
13.5000;0.8620;4.6587;
13.8000;0.8653;4.6149;
14.1000;0.8702;4.6149;
14.4000;0.8783;4.6149;
14.7000;0.8848;4.6368;
15.0000;0.8889;4.5274;
15.3000;0.8913;4.4618;
15.6000;0.8962;4.4837;
15.9000;0.8938;4.4399;
16.2000;0.8970;4.5056;
16.5000;0.8995;4.5274;
16.8000;0.9027;4.5931;
17.1000;0.9044;4.5056;
17.4000;0.9068;4.5493;
17.7000;0.9076;4.6368;
18.0000;0.9084;4.6149;
18.3000;0.9101;4.6149;
18.6000;0.9133;4.5712;
18.9000;0.9141;4.5056;
19.2000;0.9206;4.5274;
19.5000;0.9223;4.4399;
19.8000;0.9280;4.5056;
20.1000;0.9288;4.3743;
20.4000;0.9328;4.4181;
20.7000;0.9361;4.4618;
21.0000;0.9361;4.4181;
21.3000;0.9385;4.3962;
21.6000;0.9385;4.4181;
21.9000;0.9394;4.4399;
22.2000;0.9369;4.3962;
22.5000;0.9410;4.5056;
22.8000;0.9377;4.5056;
23.1000;0.9385;4.5274;
23.4000;0.9410;4.5931;
23.7000;0.9418;4.6149;
24.0000;0.9442;4.5274;
24.3000;0.9475;4.5056;
24.6000;0.9499;4.5274;
24.9000;0.9524;4.5056;
25.2000;0.9565;4.5274;
25.5000;0.9556;4.4399;
25.8000;0.9597;4.4618;
26.1000;0.9565;4.3743;
26.4000;0.9589;4.3962;
26.7000;0.9589;4.4618;
27.0000;0.9581;4.4399;
27.3000;0.9589;4.4399;
27.6000;0.9589;4.4837;
27.9000;0.9589;4.4837;
28.2000;0.9565;4.4618;
28.5000;0.9597;4.5274;
28.8000;0.9548;4.5056;
29.1000;0.9565;4.4837;
29.4000;0.9589;4.4399;
29.7000;0.9621;4.4618;
30.0000;0.9621;4.3743;
30.3000;0.9646;4.3087;
30.6000;0.9678;4.3306;
30.9000;0.9678;4.2650;
31.2000;0.9703;4.3087;
31.5000;0.9719;4.2650;
31.8000;0.9744;4.2650;
32.1000;0.9744;4.2650;
32.4000;0.9752;4.2868;
32.7000;0.9752;4.3962;
33.0000;0.9719;4.3743;
33.3000;0.9727;4.4181;
33.6000;0.9695;4.4181;
33.9000;0.9703;4.5056;
34.2000;0.9695;4.4399;
34.5000;0.9711;4.4837;
34.8000;0.9711;4.4181;
35.1000;0.9711;4.3306;
35.4000;0.9735;4.2868;
35.7000;0.9760;4.2650;
36.0000;0.9760;4.1994;
36.3000;0.9776;4.1775;
36.6000;0.9768;4.1775;
36.9000;0.9776;4.1775;
37.2000;0.9809;4.1994;
37.5000;0.9809;4.1775;
37.8000;0.9825;4.1556;
38.1000;0.9801;4.1775;
38.4000;0.9792;4.1337;
38.7000;0.9801;4.2212;
39.0000;0.9752;4.2212;
39.3000;0.9735;4.2868;
39.6000;0.9719;4.2650;
39.9000;0.9711;4.2431;
40.2000;0.9719;4.1994;
40.5000;0.9752;4.2212;
40.8000;0.9752;4.1994;
41.1000;0.9784;4.1994;
41.4000;0.9784;4.1556;
41.7000;0.9825;4.1337;
42.0000;0.9833;4.0463;
42.3000;0.9866;4.0681;
42.6000;0.9866;4.0463;
42.9000;0.9866;3.9806;
43.2000;0.9874;4.0244;
43.5000;0.9849;4.0025;
43.8000;0.9858;4.0244;
44.1000;0.9841;4.0900;
44.4000;0.9825;4.1119;
44.7000;0.9841;4.1119;
45.0000;0.9817;4.0463;
45.3000;0.9809;4.0900;
45.6000;0.9817;4.0244;
45.9000;0.9833;4.0025;
46.2000;0.9849;3.9588;
46.5000;0.9874;3.9588;
46.8000;0.9898;3.8932;
47.1000;0.9906;3.8713;
47.4000;0.9898;3.7619;
47.7000;0.9931;3.7838;
48.0000;0.9915;3.6963;
48.3000;0.9939;3.7619;
48.6000;0.9923;3.7619;
48.9000;0.9923;3.7401;
49.2000;0.9923;3.7619;
49.5000;0.9906;3.7838;
49.8000;0.9898;3.7838;
50.1000;0.9882;3.7619;
50.4000;0.9874;3.7838;
50.7000;0.9906;3.7619;
51.0000;0.9882;3.6744;
51.3000;0.9931;3.7182;
51.6000;0.9931;3.5870;
51.9000;0.9931;3.5651;
52.2000;0.9972;3.4995;
52.5000;0.9988;3.4557;
52.8000;0.9988;3.4776;
