time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.2768;0.5862;
-199.5000;0.2727;0.5393;
-199.2000;0.2719;0.6097;
-198.9000;0.2711;0.6097;
-198.6000;0.2702;0.6331;
-198.3000;0.2686;0.5862;
-198.0000;0.2694;0.6331;
-197.7000;0.2670;0.6097;
-197.4000;0.2662;0.5628;
-197.1000;0.2654;0.5393;
-196.8000;0.2686;0.6097;
-196.5000;0.2662;0.5393;
-196.2000;0.2670;0.5628;
-195.9000;0.2670;0.5628;
-195.6000;0.2686;0.6331;
-195.3000;0.2662;0.5628;
-195.0000;0.2670;0.5862;
-194.7000;0.2670;0.5862;
-194.4000;0.2654;0.5862;
-194.1000;0.2637;0.5393;
-193.8000;0.2678;0.6566;
-193.5000;0.2670;0.5862;
-193.2000;0.2670;0.5393;
-192.9000;0.2678;0.5862;
-192.6000;0.2646;0.5628;
-192.3000;0.2670;0.5862;
-192.0000;0.2678;0.5862;
-191.7000;0.2670;0.5393;
-191.4000;0.2662;0.5393;
-191.1000;0.2654;0.5159;
-190.8000;0.2678;0.5628;
-190.5000;0.2662;0.5393;
-190.2000;0.2662;0.5628;
-189.9000;0.2670;0.5862;
-189.6000;0.2678;0.5862;
-189.3000;0.2654;0.5862;
-189.0000;0.2670;0.6097;
-188.7000;0.2678;0.5628;
-188.4000;0.2662;0.4924;
-188.1000;0.2654;0.4690;
-187.8000;0.2678;0.5393;
-187.5000;0.2670;0.5159;
-187.2000;0.2654;0.4455;
-186.9000;0.2686;0.5393;
-186.6000;0.2662;0.4924;
-186.3000;0.2678;0.5628;
-186.0000;0.2670;0.5862;
-185.7000;0.2662;0.6097;
-185.4000;0.2662;0.5628;
-185.1000;0.2654;0.5159;
-184.8000;0.2678;0.5862;
-184.5000;0.2670;0.5862;
-184.2000;0.2670;0.5393;
-183.9000;0.2662;0.5628;
-183.6000;0.2678;0.5628;
-183.3000;0.2654;0.4924;
-183.0000;0.2662;0.5628;
-182.7000;0.2662;0.5628;
-182.4000;0.2646;0.5159;
-182.1000;0.2670;0.5393;
-181.8000;0.2678;0.6097;
-181.5000;0.2654;0.6097;
-181.2000;0.2678;0.5393;
-180.9000;0.2662;0.5628;
-180.6000;0.2694;0.6331;
-180.3000;0.2662;0.5628;
-180.0000;0.2678;0.6097;
-179.7000;0.2670;0.6097;
-179.4000;0.2662;0.5393;
-179.1000;0.2670;0.5628;
-178.8000;0.2678;0.6331;
-178.5000;0.2670;0.6097;
-178.2000;0.2678;0.5628;
-177.9000;0.2662;0.5393;
-177.6000;0.2678;0.5862;
-177.3000;0.2670;0.5159;
-177.0000;0.2662;0.5628;
-176.7000;0.2678;0.6097;
-176.4000;0.2654;0.5862;
-176.1000;0.2670;0.6097;
-175.8000;0.2678;0.6566;
-175.5000;0.2670;0.6097;
-175.2000;0.2662;0.5862;
-174.9000;0.2662;0.5628;
-174.6000;0.2678;0.6566;
-174.3000;0.2670;0.5862;
-174.0000;0.2662;0.5393;
-173.7000;0.2678;0.5862;
-173.4000;0.2662;0.5628;
-173.1000;0.2662;0.6097;
-172.8000;0.2678;0.6097;
-172.5000;0.2662;0.6097;
-172.2000;0.2670;0.6097;
-171.9000;0.2678;0.6566;
-171.6000;0.2670;0.6097;
-171.3000;0.2662;0.6097;
-171.0000;0.2662;0.5862;
-170.7000;0.2686;0.6331;
-170.4000;0.2654;0.5159;
-170.1000;0.2662;0.5393;
-169.8000;0.2670;0.5862;
-169.5000;0.2662;0.5628;
-169.2000;0.2670;0.5393;
-168.9000;0.2686;0.6331;
-168.6000;0.2662;0.5628;
-168.3000;0.2670;0.5862;
-168.0000;0.2670;0.6097;
-167.7000;0.2678;0.6331;
-167.4000;0.2654;0.5393;
-167.1000;0.2670;0.5628;
-166.8000;0.2678;0.5862;
-166.5000;0.2670;0.5393;
-166.2000;0.2670;0.5393;
-165.9000;0.2678;0.5628;
-165.6000;0.2662;0.5393;
