time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.3956;1.8727;
-199.5000;0.3972;1.8727;
-199.2000;0.3956;1.8727;
-198.9000;0.3972;1.8964;
-198.6000;0.3964;1.8727;
-198.3000;0.3980;1.8490;
-198.0000;0.3980;1.8727;
-197.7000;0.3980;1.9201;
-197.4000;0.3972;1.8016;
-197.1000;0.3989;1.8964;
-196.8000;0.3989;1.8727;
-196.5000;0.3972;1.7779;
-196.2000;0.3980;1.8016;
-195.9000;0.3980;1.8016;
-195.6000;0.3980;1.8253;
-195.3000;0.3997;1.8490;
-195.0000;0.3980;1.8490;
-194.7000;0.3989;1.8727;
-194.4000;0.3964;1.8016;
-194.1000;0.4005;1.9201;
-193.8000;0.3989;1.8253;
-193.5000;0.3972;1.8253;
-193.2000;0.3980;1.8490;
-192.9000;0.3980;1.8016;
-192.6000;0.3964;1.7779;
-192.3000;0.3980;1.7779;
-192.0000;0.3980;1.7779;
-191.7000;0.3980;1.7779;
-191.4000;0.3964;1.7779;
-191.1000;0.3997;1.8253;
-190.8000;0.3980;1.8253;
-190.5000;0.3980;1.8253;
-190.2000;0.3980;1.8964;
-189.9000;0.3989;1.8490;
-189.6000;0.3972;1.7779;
-189.3000;0.3989;1.8490;
-189.0000;0.3997;1.8964;
-188.7000;0.3980;1.8490;
-188.4000;0.3972;1.8490;
-188.1000;0.3997;1.9201;
-187.8000;0.3989;1.8964;
-187.5000;0.3980;1.8490;
-187.2000;0.3972;1.8016;
-186.9000;0.3989;1.8253;
-186.6000;0.3972;1.7779;
-186.3000;0.3972;1.8490;
-186.0000;0.3997;1.8253;
-185.7000;0.3980;1.8253;
-185.4000;0.3964;1.7779;
-185.1000;0.3997;1.8727;
-184.8000;0.3997;1.8727;
-184.5000;0.3980;1.8016;
-184.2000;0.3989;1.8727;
-183.9000;0.3972;1.8727;
-183.6000;0.3972;1.8727;
-183.3000;0.3980;1.8727;
-183.0000;0.3989;1.9201;
-182.7000;0.3989;1.8490;
-182.4000;0.3972;1.7779;
-182.1000;0.3997;1.8490;
-181.8000;0.3980;1.8016;
-181.5000;0.3972;1.8016;
-181.2000;0.3980;1.8253;
-180.9000;0.3997;1.8490;
-180.6000;0.3980;1.8016;
-180.3000;0.3989;1.8016;
-180.0000;0.3989;1.8490;
-179.7000;0.3997;1.8727;
-179.4000;0.3964;1.7542;
-179.1000;0.3997;1.8016;
-178.8000;0.3989;1.7779;
-178.5000;0.3980;1.7779;
-178.2000;0.3997;1.8253;
-177.9000;0.3980;1.8016;
-177.6000;0.3964;1.7779;
-177.3000;0.3989;1.8490;
-177.0000;0.3997;1.8490;
-176.7000;0.3989;1.8490;
-176.4000;0.3980;1.7779;
-176.1000;0.3997;1.8253;
-175.8000;0.3972;1.7068;
-175.5000;0.3980;1.7542;
-175.2000;0.3980;1.8016;
-174.9000;0.3980;1.8490;
-174.6000;0.3980;1.7779;
-174.3000;0.3989;1.8490;
-174.0000;0.3989;1.8727;
-173.7000;0.4005;1.8490;
-173.4000;0.3980;1.8253;
-173.1000;0.3980;1.8727;
-172.8000;0.3972;1.8253;
-172.5000;0.3980;1.8490;
-172.2000;0.3997;1.9675;
-171.9000;0.3989;1.8727;
-171.6000;0.3972;1.8490;
-171.3000;0.3989;1.8964;
-171.0000;0.3997;1.8253;
-170.7000;0.3997;1.8490;
-170.4000;0.3980;1.8253;
-170.1000;0.3989;1.8253;
-169.8000;0.3964;1.8490;
-169.5000;0.3972;1.8253;
-169.2000;0.3989;1.8016;
-168.9000;0.3989;1.8490;
-168.6000;0.3980;1.8490;
-168.3000;0.3997;1.9201;
-168.0000;0.3989;1.9201;
-167.7000;0.3989;1.8964;
-167.4000;0.3964;1.8253;
-167.1000;0.3997;1.8727;
-166.8000;0.3972;1.8253;
-166.5000;0.3989;1.8253;
-166.2000;0.3972;1.7779;
-165.9000;0.4005;1.8253;
-165.6000;0.3989;1.8253;
-165.3000;0.3989;1.8253;
-165.0000;0.3980;1.8253;
-164.7000;0.3980;1.7779;
-164.4000;0.3989;1.8016;
-164.1000;0.3989;1.8253;
-163.8000;0.3980;1.7779;
-163.5000;0.3980;1.7542;
-163.2000;0.3980;1.8016;
-162.9000;0.3997;1.8490;
-162.6000;0.3980;1.7542;
-162.3000;0.3980;1.7779;
-162.0000;0.3997;1.8253;
-161.7000;0.3980;1.7779;
-161.4000;0.3980;1.7542;
-161.1000;0.3997;1.8016;
-160.8000;0.3980;1.7305;
-160.5000;0.3980;1.7068;
-160.2000;0.3997;1.7779;
-159.9000;0.3980;1.7779;
-159.6000;0.3989;1.7542;
-159.3000;0.3980;1.8253;
-159.0000;0.3997;1.9201;
-158.7000;0.3989;1.8490;
-158.4000;0.3964;1.7779;
-158.1000;0.3997;1.8490;
-157.8000;0.3972;1.8253;
-157.5000;0.3989;1.8964;
-157.2000;0.3997;1.8253;
-156.9000;0.3997;1.8490;
-156.6000;0.3989;1.8253;
-156.3000;0.3989;1.8253;
-156.0000;0.3997;1.9201;
-155.7000;0.3989;1.8016;
-155.4000;0.3980;1.8253;
-155.1000;0.3997;1.8727;
-154.8000;0.3972;1.8016;
-154.5000;0.3997;1.8490;
-154.2000;0.3989;1.8016;
-153.9000;0.3989;1.8016;
-153.6000;0.3980;1.8490;
-153.3000;0.3989;1.8253;
-153.0000;0.4005;1.8490;
