time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.3508;1.0318;
-199.5000;0.3500;1.0083;
-199.2000;0.3500;1.0083;
-198.9000;0.3492;0.9849;
-198.6000;0.3500;1.0552;
-198.3000;0.3492;1.0083;
-198.0000;0.3484;1.0083;
-197.7000;0.3516;1.0787;
-197.4000;0.3484;1.0318;
-197.1000;0.3500;1.0318;
-196.8000;0.3492;1.0318;
-196.5000;0.3508;1.1021;
-196.2000;0.3500;1.0787;
-195.9000;0.3492;1.1256;
-195.6000;0.3492;1.1021;
-195.3000;0.3492;1.0552;
-195.0000;0.3484;1.0083;
-194.7000;0.3516;1.1021;
-194.4000;0.3484;1.0552;
-194.1000;0.3500;1.0787;
-193.8000;0.3500;1.0787;
-193.5000;0.3484;1.0787;
-193.2000;0.3516;1.1021;
-192.9000;0.3500;1.0787;
-192.6000;0.3508;1.1021;
-192.3000;0.3492;1.0552;
-192.0000;0.3484;1.0552;
-191.7000;0.3516;1.1256;
-191.4000;0.3492;1.0318;
-191.1000;0.3508;1.0787;
-190.8000;0.3492;1.0083;
-190.5000;0.3516;1.0787;
-190.2000;0.3484;1.0083;
-189.9000;0.3500;1.0787;
-189.6000;0.3500;1.1021;
-189.3000;0.3492;1.0787;
-189.0000;0.3484;1.0787;
-188.7000;0.3525;1.1256;
-188.4000;0.3492;1.0787;
-188.1000;0.3492;1.0552;
-187.8000;0.3508;1.0318;
-187.5000;0.3500;0.9849;
-187.2000;0.3516;1.0552;
-186.9000;0.3492;1.0318;
-186.6000;0.3500;1.0787;
-186.3000;0.3492;1.0083;
-186.0000;0.3476;1.0552;
-185.7000;0.3508;1.1021;
-185.4000;0.3500;1.0787;
-185.1000;0.3476;1.0787;
-184.8000;0.3484;1.1021;
-184.5000;0.3508;1.1256;
-184.2000;0.3484;1.0552;
-183.9000;0.3508;1.1021;
-183.6000;0.3508;1.0787;
-183.3000;0.3484;1.0787;
-183.0000;0.3492;1.0787;
-182.7000;0.3508;1.1021;
-182.4000;0.3500;1.0787;
-182.1000;0.3492;1.0552;
-181.8000;0.3508;1.0787;
-181.5000;0.3500;1.0318;
-181.2000;0.3508;1.0318;
-180.9000;0.3500;1.0318;
-180.6000;0.3508;1.0318;
-180.3000;0.3492;1.0318;
-180.0000;0.3500;1.0552;
-179.7000;0.3500;1.1021;
-179.4000;0.3508;1.0318;
-179.1000;0.3500;1.0552;
-178.8000;0.3500;1.0318;
-178.5000;0.3508;1.1021;
-178.2000;0.3476;1.0083;
-177.9000;0.3508;1.0787;
-177.6000;0.3508;1.0787;
-177.3000;0.3484;1.0083;
-177.0000;0.3476;0.9614;
-176.7000;0.3508;1.0083;
-176.4000;0.3500;1.0318;
-176.1000;0.3492;0.9849;
-175.8000;0.3516;1.0318;
-175.5000;0.3500;1.0083;
-175.2000;0.3508;1.0552;
-174.9000;0.3508;1.0552;
-174.6000;0.3500;1.0318;
-174.3000;0.3484;1.0083;
-174.0000;0.3492;1.0083;
-173.7000;0.3508;1.0787;
-173.4000;0.3500;1.0552;
-173.1000;0.3516;1.0552;
-172.8000;0.3492;1.0318;
-172.5000;0.3516;1.1256;
-172.2000;0.3476;1.0318;
-171.9000;0.3500;1.0787;
-171.6000;0.3508;1.1021;
-171.3000;0.3492;1.0083;
-171.0000;0.3484;0.9614;
-170.7000;0.3508;1.0083;
-170.4000;0.3500;1.0318;
-170.1000;0.3500;1.0552;
-169.8000;0.3508;1.1021;
-169.5000;0.3500;1.0552;
-169.2000;0.3508;1.1021;
-168.9000;0.3492;1.0552;
-168.6000;0.3508;1.0787;
-168.3000;0.3492;1.0318;
-168.0000;0.3492;1.0552;
-167.7000;0.3508;1.1021;
-167.4000;0.3500;1.0787;
-167.1000;0.3500;1.1256;
-166.8000;0.3492;1.0787;
-166.5000;0.3508;1.1021;
-166.2000;0.3508;1.1021;
-165.9000;0.3516;1.0787;
-165.6000;0.3508;1.1021;
-165.3000;0.3492;1.0552;
-165.0000;0.3492;1.0552;
-164.7000;0.3500;1.1725;
-164.4000;0.3508;1.1256;
-164.1000;0.3492;1.1256;
-163.8000;0.3516;1.1490;
-163.5000;0.3492;1.0552;
-163.2000;0.3508;1.1021;
-162.9000;0.3500;1.0787;
-162.6000;0.3516;1.0552;
-162.3000;0.3484;0.9614;
-162.0000;0.3508;0.9849;
-161.7000;0.3508;1.0318;
-161.4000;0.3492;1.0083;
-161.1000;0.3492;1.0552;
-160.8000;0.3516;1.1021;
-160.5000;0.3492;1.0318;
-160.2000;0.3500;1.0318;
-159.9000;0.3500;1.0318;
-159.6000;0.3525;1.0787;
-159.3000;0.3492;1.0083;
-159.0000;0.3492;1.0083;
-158.7000;0.3508;1.0552;
-158.4000;0.3500;1.0552;
-158.1000;0.3508;1.0318;
-157.8000;0.3525;1.0552;
-157.5000;0.3500;0.9849;
-157.2000;0.3492;1.0318;
-156.9000;0.3500;1.0318;
-156.6000;0.3516;1.1021;
-156.3000;0.3492;1.0318;
-156.0000;0.3492;1.0552;
-155.7000;0.3508;1.1021;
-155.4000;0.3500;1.0318;
-155.1000;0.3492;1.0318;
-154.8000;0.3516;1.1256;
-154.5000;0.3500;1.0552;
