time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.2735;0.6097;
-199.5000;0.2743;0.6331;
-199.2000;0.2735;0.6331;
-198.9000;0.2735;0.6800;
-198.6000;0.2743;0.7035;
-198.3000;0.2751;0.7035;
-198.0000;0.2743;0.6331;
-197.7000;0.2743;0.6331;
-197.4000;0.2735;0.6566;
-197.1000;0.2727;0.6097;
-196.8000;0.2751;0.6097;
-196.5000;0.2735;0.6097;
-196.2000;0.2751;0.6097;
-195.9000;0.2743;0.6097;
-195.6000;0.2743;0.5628;
-195.3000;0.2751;0.6097;
-195.0000;0.2743;0.5628;
-194.7000;0.2743;0.5862;
-194.4000;0.2727;0.5628;
-194.1000;0.2743;0.5628;
-193.8000;0.2743;0.6097;
-193.5000;0.2743;0.6097;
-193.2000;0.2751;0.6097;
-192.9000;0.2743;0.5862;
-192.6000;0.2743;0.5862;
-192.3000;0.2751;0.6097;
-192.0000;0.2735;0.5393;
-191.7000;0.2751;0.6331;
-191.4000;0.2743;0.6097;
-191.1000;0.2735;0.5862;
-190.8000;0.2735;0.6097;
-190.5000;0.2735;0.6331;
-190.2000;0.2751;0.6566;
-189.9000;0.2735;0.6331;
-189.6000;0.2735;0.6566;
-189.3000;0.2751;0.6097;
-189.0000;0.2727;0.5628;
-188.7000;0.2751;0.6331;
-188.4000;0.2727;0.6097;
-188.1000;0.2727;0.5628;
-187.8000;0.2743;0.5628;
-187.5000;0.2743;0.6097;
-187.2000;0.2743;0.6097;
-186.9000;0.2735;0.6331;
-186.6000;0.2743;0.6097;
-186.3000;0.2751;0.6566;
-186.0000;0.2735;0.5628;
-185.7000;0.2759;0.6331;
-185.4000;0.2735;0.5628;
-185.1000;0.2735;0.6097;
-184.8000;0.2743;0.6097;
-184.5000;0.2735;0.6331;
-184.2000;0.2743;0.6566;
-183.9000;0.2751;0.6800;
-183.6000;0.2743;0.6331;
-183.3000;0.2751;0.6331;
-183.0000;0.2727;0.5159;
-182.7000;0.2759;0.6097;
-182.4000;0.2735;0.5862;
-182.1000;0.2735;0.5628;
-181.8000;0.2751;0.5862;
-181.5000;0.2751;0.6097;
-181.2000;0.2743;0.6800;
-180.9000;0.2743;0.6331;
-180.6000;0.2743;0.6097;
-180.3000;0.2743;0.6097;
-180.0000;0.2727;0.5628;
-179.7000;0.2751;0.6097;
-179.4000;0.2735;0.5628;
-179.1000;0.2735;0.5862;
-178.8000;0.2751;0.5862;
-178.5000;0.2751;0.5862;
-178.2000;0.2743;0.5862;
-177.9000;0.2759;0.5628;
-177.6000;0.2743;0.5628;
-177.3000;0.2735;0.6097;
-177.0000;0.2735;0.5393;
-176.7000;0.2751;0.6331;
-176.4000;0.2743;0.5628;
-176.1000;0.2735;0.5862;
-175.8000;0.2735;0.6097;
-175.5000;0.2743;0.6097;
-175.2000;0.2743;0.6097;
-174.9000;0.2751;0.6331;
-174.6000;0.2743;0.6097;
-174.3000;0.2751;0.6566;
-174.0000;0.2727;0.5862;
-173.7000;0.2759;0.6566;
-173.4000;0.2735;0.6800;
-173.1000;0.2727;0.6331;
-172.8000;0.2743;0.6331;
-172.5000;0.2743;0.5862;
-172.2000;0.2751;0.5862;
-171.9000;0.2751;0.6331;
-171.6000;0.2735;0.5862;
-171.3000;0.2743;0.6566;
-171.0000;0.2735;0.5628;
-170.7000;0.2751;0.6800;
-170.4000;0.2743;0.6566;
-170.1000;0.2735;0.6566;
-169.8000;0.2743;0.7035;
-169.5000;0.2743;0.6566;
-169.2000;0.2751;0.6566;
-168.9000;0.2759;0.6566;
-168.6000;0.2751;0.6331;
-168.3000;0.2751;0.6097;
-168.0000;0.2735;0.5628;
-167.7000;0.2751;0.6331;
-167.4000;0.2751;0.5628;
-167.1000;0.2735;0.6097;
-166.8000;0.2751;0.5862;
-166.5000;0.2743;0.5862;
-166.2000;0.2735;0.5862;
-165.9000;0.2759;0.6331;
-165.6000;0.2735;0.6566;
-165.3000;0.2735;0.6331;
-165.0000;0.2735;0.5862;
-164.7000;0.2759;0.6800;
-164.4000;0.2743;0.6097;
-164.1000;0.2735;0.5862;
-163.8000;0.2735;0.6097;
-163.5000;0.2751;0.6097;
-163.2000;0.2751;0.6566;
-162.9000;0.2751;0.6331;
-162.6000;0.2743;0.6331;
-162.3000;0.2735;0.6566;
-162.0000;0.2727;0.6097;
-161.7000;0.2768;0.6800;
-161.4000;0.2743;0.6566;
-161.1000;0.2751;0.6331;
-160.8000;0.2735;0.7035;
-160.5000;0.2751;0.7504;
-160.2000;0.2735;0.6331;
-159.9000;0.2751;0.7035;
-159.6000;0.2751;0.7269;
-159.3000;0.2727;0.6566;
-159.0000;0.2735;0.6097;
-158.7000;0.2759;0.6800;
-158.4000;0.2751;0.6331;
-158.1000;0.2743;0.6097;
-157.8000;0.2743;0.5862;
-157.5000;0.2743;0.5862;
-157.2000;0.2759;0.6566;
-156.9000;0.2751;0.6331;
-156.6000;0.2743;0.6097;
-156.3000;0.2727;0.5628;
-156.0000;0.2735;0.5628;
-155.7000;0.2759;0.7035;
-155.4000;0.2743;0.6331;
-155.1000;0.2751;0.6331;
-154.8000;0.2743;0.6331;
-154.5000;0.2751;0.6800;
-154.2000;0.2735;0.6097;
-153.9000;0.2751;0.6331;
-153.6000;0.2743;0.6566;
-153.3000;0.2735;0.6331;
-153.0000;0.2735;0.6331;
-152.7000;0.2759;0.6800;
-152.4000;0.2743;0.6331;
-152.1000;0.2743;0.6566;
-151.8000;0.2743;0.6566;
-151.5000;0.2743;0.5862;
-151.2000;0.2743;0.6566;
-150.9000;0.2751;0.6566;
-150.6000;0.2759;0.6566;
-150.3000;0.2743;0.6331;
-150.0000;0.2735;0.5862;
-149.7000;0.2751;0.6331;
-149.4000;0.2719;0.5862;
-149.1000;0.2711;0.5628;
-148.8000;0.2702;0.6097;
-148.5000;0.2678;0.6097;
-148.2000;0.2694;0.6097;
-147.9000;0.2678;0.6331;
-147.6000;0.2686;0.6331;
-147.3000;0.2670;0.6097;
-147.0000;0.2646;0.5862;
-146.7000;0.2694;0.6800;
-146.4000;0.2670;0.6566;
-146.1000;0.2678;0.6331;
-145.8000;0.2670;0.6331;
-145.5000;0.2686;0.7035;
-145.2000;0.2662;0.6331;
-144.9000;0.2686;0.7035;
-144.6000;0.2678;0.7035;
-144.3000;0.2670;0.6566;
-144.0000;0.2646;0.6566;
-143.7000;0.2678;0.7504;
-143.4000;0.2662;0.6800;
-143.1000;0.2662;0.7035;
-142.8000;0.2678;0.7269;
-142.5000;0.2662;0.6566;
-142.2000;0.2686;0.6800;
-141.9000;0.2670;0.6331;
-141.6000;0.2670;0.6331;
-141.3000;0.2662;0.5628;
-141.0000;0.2670;0.5862;
-140.7000;0.2686;0.6800;
-140.4000;0.2670;0.6566;
-140.1000;0.2678;0.6566;
-139.8000;0.2670;0.6566;
-139.5000;0.2694;0.7035;
-139.2000;0.2654;0.6331;
-138.9000;0.2678;0.6566;
-138.6000;0.2678;0.6566;
-138.3000;0.2654;0.6097;
-138.0000;0.2662;0.5862;
-137.7000;0.2678;0.6800;
-137.4000;0.2670;0.6566;
-137.1000;0.2670;0.6331;
-136.8000;0.2686;0.6800;
-136.5000;0.2654;0.6097;
-136.2000;0.2678;0.6097;
-135.9000;0.2678;0.6566;
-135.6000;0.2670;0.6566;
-135.3000;0.2654;0.5862;
-135.0000;0.2662;0.6097;
-134.7000;0.2678;0.6800;
-134.4000;0.2678;0.6566;
-134.1000;0.2670;0.6331;
-133.8000;0.2694;0.6800;
-133.5000;0.2662;0.6097;
-133.2000;0.2678;0.6331;
-132.9000;0.2686;0.6800;
-132.6000;0.2670;0.6800;
-132.3000;0.2662;0.5862;
-132.0000;0.2662;0.6331;
-131.7000;0.2670;0.6800;
-131.4000;0.2678;0.6800;
-131.1000;0.2670;0.6331;
-130.8000;0.2694;0.6800;
-130.5000;0.2670;0.6097;
-130.2000;0.2678;0.6331;
-129.9000;0.2670;0.6566;
-129.6000;0.2678;0.7035;
-129.3000;0.2662;0.7035;
-129.0000;0.2662;0.6800;
-128.7000;0.2670;0.7035;
-128.4000;0.2678;0.6800;
-128.1000;0.2678;0.6800;
-127.8000;0.2686;0.7269;
-127.5000;0.2662;0.6566;
-127.2000;0.2662;0.6800;
-126.9000;0.2678;0.6800;
-126.6000;0.2686;0.7035;
-126.3000;0.2662;0.6097;
-126.0000;0.2662;0.6800;
-125.7000;0.2686;0.6800;
-125.4000;0.2678;0.6331;
-125.1000;0.2670;0.6331;
-124.8000;0.2686;0.6800;
-124.5000;0.2670;0.6331;
-124.2000;0.2670;0.6097;
-123.9000;0.2670;0.6331;
-123.6000;0.2670;0.6566;
-123.3000;0.2662;0.6097;
-123.0000;0.2670;0.6331;
-122.7000;0.2678;0.7035;
-122.4000;0.2678;0.6800;
-122.1000;0.2678;0.7035;
-121.8000;0.2662;0.6331;
-121.5000;0.2694;0.7035;
-121.2000;0.2662;0.5862;
-120.9000;0.2670;0.6800;
-120.6000;0.2678;0.7035;
-120.3000;0.2670;0.6331;
-120.0000;0.2678;0.6566;
-119.7000;0.2678;0.6800;
-119.4000;0.2678;0.6331;
-119.1000;0.2670;0.6331;
-118.8000;0.2678;0.7035;
-118.5000;0.2670;0.6800;
-118.2000;0.2678;0.6800;
-117.9000;0.2678;0.7035;
-117.6000;0.2686;0.7504;
-117.3000;0.2670;0.6331;
-117.0000;0.2670;0.6331;
-116.7000;0.2678;0.6566;
-116.4000;0.2678;0.6097;
-116.1000;0.2670;0.5862;
-115.8000;0.2686;0.6566;
-115.5000;0.2678;0.5862;
-115.2000;0.2678;0.5862;
-114.9000;0.2686;0.6800;
-114.6000;0.2686;0.6800;
-114.3000;0.2662;0.6097;
-114.0000;0.2670;0.6097;
-113.7000;0.2686;0.6800;
-113.4000;0.2678;0.6097;
-113.1000;0.2702;0.7035;
-112.8000;0.2662;0.5862;
-112.5000;0.2686;0.6331;
-112.2000;0.2670;0.6097;
-111.9000;0.2678;0.6097;
-111.6000;0.2686;0.6566;
-111.3000;0.2662;0.6097;
-111.0000;0.2646;0.6097;
-110.7000;0.2678;0.6566;
-110.4000;0.2678;0.6566;
-110.1000;0.2654;0.6097;
-109.8000;0.2694;0.6800;
-109.5000;0.2662;0.6097;
-109.2000;0.2670;0.6097;
-108.9000;0.2670;0.6800;
-108.6000;0.2686;0.7035;
-108.3000;0.2662;0.6331;
-108.0000;0.2662;0.6097;
-107.7000;0.2686;0.6800;
-107.4000;0.2678;0.6800;
-107.1000;0.2670;0.6331;
-106.8000;0.2686;0.6800;
-106.5000;0.2670;0.6097;
-106.2000;0.2670;0.6331;
-105.9000;0.2678;0.6566;
-105.6000;0.2678;0.6800;
-105.3000;0.2662;0.6097;
-105.0000;0.2670;0.5862;
-104.7000;0.2678;0.7035;
-104.4000;0.2670;0.6800;
-104.1000;0.2678;0.6566;
-103.8000;0.2670;0.6800;
-103.5000;0.2678;0.6331;
-103.2000;0.2662;0.6331;
-102.9000;0.2678;0.6331;
-102.6000;0.2694;0.7035;
-102.3000;0.2670;0.6331;
-102.0000;0.2662;0.6331;
-101.7000;0.2670;0.6566;
-101.4000;0.2678;0.6566;
-101.1000;0.2670;0.6097;
-100.8000;0.2678;0.6331;
-100.5000;0.2670;0.5862;
-100.2000;0.2678;0.6566;
-99.9000;0.2678;0.6331;
-99.6000;0.2711;0.7035;
-99.3000;0.2686;0.5628;
-99.0000;0.2711;0.5862;
-98.7000;0.2711;0.6097;
-98.4000;0.2727;0.6331;
-98.1000;0.2711;0.5862;
-97.8000;0.2719;0.5628;
-97.5000;0.2727;0.6097;
-97.2000;0.2694;0.5628;
-96.9000;0.2727;0.5862;
-96.6000;0.2735;0.6331;
-96.3000;0.2711;0.5862;
-96.0000;0.2727;0.6097;
-95.7000;0.2735;0.5862;
-95.4000;0.2735;0.6566;
-95.1000;0.2727;0.6566;
-94.8000;0.2719;0.5862;
-94.5000;0.2727;0.6331;
-94.2000;0.2711;0.5862;
-93.9000;0.2727;0.6097;
-93.6000;0.2751;0.6800;
-93.3000;0.2727;0.6097;
-93.0000;0.2727;0.7035;
-92.7000;0.2719;0.6331;
-92.4000;0.2735;0.6800;
-92.1000;0.2727;0.6331;
-91.8000;0.2735;0.7035;
-91.5000;0.2727;0.6800;
-91.2000;0.2719;0.6566;
-90.9000;0.2719;0.6800;
-90.6000;0.2743;0.7035;
-90.3000;0.2719;0.6097;
-90.0000;0.2727;0.6331;
-89.7000;0.2727;0.6331;
-89.4000;0.2727;0.6097;
-89.1000;0.2735;0.6331;
-88.8000;0.2727;0.6566;
-88.5000;0.2727;0.6097;
-88.2000;0.2727;0.5862;
-87.9000;0.2727;0.6097;
-87.6000;0.2751;0.6566;
-87.3000;0.2711;0.5628;
-87.0000;0.2735;0.6331;
-86.7000;0.2719;0.5628;
-86.4000;0.2727;0.6331;
-86.1000;0.2711;0.5628;
-85.8000;0.2735;0.6097;
-85.5000;0.2727;0.6097;
-85.2000;0.2711;0.5628;
-84.9000;0.2719;0.5393;
-84.6000;0.2735;0.5862;
-84.3000;0.2719;0.5862;
-84.0000;0.2735;0.6800;
-83.7000;0.2727;0.6566;
-83.4000;0.2735;0.6331;
-83.1000;0.2719;0.6331;
-82.8000;0.2727;0.6331;
-82.5000;0.2727;0.6566;
-82.2000;0.2735;0.6097;
-81.9000;0.2719;0.6566;
-81.6000;0.2735;0.7035;
-81.3000;0.2719;0.6331;
-81.0000;0.2735;0.7269;
-80.7000;0.2719;0.6566;
-80.4000;0.2735;0.7035;
-80.1000;0.2719;0.6331;
-79.8000;0.2735;0.6800;
-79.5000;0.2719;0.6566;
-79.2000;0.2719;0.6331;
-78.9000;0.2719;0.6331;
-78.6000;0.2743;0.6331;
-78.3000;0.2719;0.5862;
-78.0000;0.2743;0.6566;
-77.7000;0.2727;0.6331;
-77.4000;0.2735;0.6097;
-77.1000;0.2711;0.5628;
-76.8000;0.2743;0.6331;
-76.5000;0.2719;0.6331;
-76.2000;0.2727;0.6566;
-75.9000;0.2727;0.6566;
-75.6000;0.2727;0.6566;
-75.3000;0.2727;0.6097;
-75.0000;0.2743;0.7035;
-74.7000;0.2727;0.6331;
-74.4000;0.2727;0.7504;
-74.1000;0.2719;0.6331;
-73.8000;0.2735;0.7035;
-73.5000;0.2727;0.6800;
-73.2000;0.2702;0.6331;
-72.9000;0.2727;0.6097;
-72.6000;0.2735;0.5862;
-72.3000;0.2727;0.5393;
-72.0000;0.2735;0.5862;
-71.7000;0.2727;0.5393;
-71.4000;0.2743;0.5628;
-71.1000;0.2702;0.4924;
-70.8000;0.2735;0.5628;
-70.5000;0.2735;0.5628;
-70.2000;0.2735;0.5628;
-69.9000;0.2735;0.5628;
-69.6000;0.2727;0.6331;
-69.3000;0.2719;0.5862;
-69.0000;0.2735;0.6566;
-68.7000;0.2719;0.5862;
-68.4000;0.2743;0.6097;
-68.1000;0.2727;0.5628;
-67.8000;0.2743;0.6331;
-67.5000;0.2735;0.6566;
-67.2000;0.2711;0.6097;
-66.9000;0.2727;0.6331;
-66.6000;0.2735;0.6800;
-66.3000;0.2727;0.6566;
-66.0000;0.2743;0.7269;
-65.7000;0.2727;0.6566;
-65.4000;0.2735;0.6097;
-65.1000;0.2719;0.6331;
-64.8000;0.2743;0.6331;
-64.5000;0.2743;0.6331;
-64.2000;0.2711;0.5628;
-63.9000;0.2735;0.6331;
-63.6000;0.2727;0.6097;
-63.3000;0.2735;0.6097;
-63.0000;0.2759;0.6800;
-62.7000;0.2735;0.6331;
-62.4000;0.2727;0.6097;
-62.1000;0.2719;0.5862;
-61.8000;0.2735;0.6097;
-61.5000;0.2727;0.6097;
-61.2000;0.2735;0.6331;
-60.9000;0.2727;0.6097;
-60.6000;0.2735;0.6331;
-60.3000;0.2727;0.5862;
-60.0000;0.2735;0.6566;
-59.7000;0.2727;0.5862;
-59.4000;0.2727;0.6097;
-59.1000;0.2727;0.5862;
-58.8000;0.2727;0.5862;
-58.5000;0.2735;0.6331;
-58.2000;0.2719;0.6097;
-57.9000;0.2719;0.5862;
-57.6000;0.2735;0.6331;
-57.3000;0.2719;0.6331;
-57.0000;0.2759;0.6800;
-56.7000;0.2719;0.6331;
-56.4000;0.2735;0.6097;
-56.1000;0.2719;0.6331;
-55.8000;0.2727;0.6331;
-55.5000;0.2719;0.6097;
-55.2000;0.2735;0.6800;
-54.9000;0.2735;0.6566;
-54.6000;0.2735;0.6566;
-54.3000;0.2727;0.6566;
-54.0000;0.2751;0.6800;
-53.7000;0.2727;0.6331;
-53.4000;0.2727;0.6097;
-53.1000;0.2743;0.6097;
-52.8000;0.2727;0.5628;
-52.5000;0.2743;0.5862;
-52.2000;0.2735;0.5862;
-51.9000;0.2727;0.5159;
-51.6000;0.2735;0.5862;
-51.3000;0.2727;0.5862;
-51.0000;0.2751;0.6800;
-50.7000;0.2743;0.6097;
-50.4000;0.2735;0.6097;
-50.1000;0.2727;0.5628;
-49.8000;0.2759;0.6331;
-49.5000;0.2727;0.6097;
-49.2000;0.2735;0.6331;
-48.9000;0.2727;0.6566;
-48.6000;0.2719;0.6097;
-48.3000;0.2727;0.6097;
-48.0000;0.2727;0.6331;
-47.7000;0.2727;0.5628;
-47.4000;0.2727;0.5393;
-47.1000;0.2727;0.5862;
-46.8000;0.2727;0.6097;
-46.5000;0.2727;0.6566;
-46.2000;0.2702;0.5628;
-45.9000;0.2735;0.6331;
-45.6000;0.2727;0.6097;
-45.3000;0.2735;0.6331;
-45.0000;0.2735;0.6331;
-44.7000;0.2727;0.5862;
-44.4000;0.2727;0.6097;
-44.1000;0.2719;0.5862;
-43.8000;0.2735;0.6331;
-43.5000;0.2711;0.5393;
-43.2000;0.2727;0.6097;
-42.9000;0.2727;0.5862;
-42.6000;0.2735;0.6097;
-42.3000;0.2735;0.6097;
-42.0000;0.2735;0.6331;
-41.7000;0.2719;0.6331;
-41.4000;0.2735;0.6097;
-41.1000;0.2727;0.6097;
-40.8000;0.2719;0.5393;
-40.5000;0.2735;0.6331;
-40.2000;0.2719;0.5393;
-39.9000;0.2735;0.6097;
-39.6000;0.2711;0.5628;
-39.3000;0.2727;0.6097;
-39.0000;0.2727;0.6097;
-38.7000;0.2719;0.5628;
-38.4000;0.2719;0.5628;
-38.1000;0.2719;0.6331;
-37.8000;0.2735;0.7035;
-37.5000;0.2727;0.6331;
-37.2000;0.2735;0.6566;
