time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.2792;3.6980;
-199.5000;0.2800;3.6506;
-199.2000;0.2784;3.6032;
-198.9000;0.2800;3.6032;
-198.6000;0.2792;3.5795;
-198.3000;0.2792;3.6269;
-198.0000;0.2776;3.5795;
-197.7000;0.2800;3.6506;
-197.4000;0.2800;3.6506;
-197.1000;0.2784;3.5795;
-196.8000;0.2792;3.6506;
-196.5000;0.2792;3.6269;
-196.2000;0.2792;3.5795;
-195.9000;0.2800;3.6032;
-195.6000;0.2792;3.6269;
-195.3000;0.2800;3.6032;
-195.0000;0.2792;3.5558;
-194.7000;0.2776;3.5321;
-194.4000;0.2800;3.5795;
-194.1000;0.2784;3.5321;
-193.8000;0.2800;3.5795;
-193.5000;0.2800;3.5795;
-193.2000;0.2784;3.5084;
-192.9000;0.2800;3.6032;
-192.6000;0.2784;3.6032;
-192.3000;0.2792;3.6269;
-192.0000;0.2784;3.5795;
-191.7000;0.2800;3.6269;
-191.4000;0.2800;3.6506;
-191.1000;0.2792;3.6269;
-190.8000;0.2800;3.6032;
-190.5000;0.2800;3.6506;
-190.2000;0.2784;3.5558;
-189.9000;0.2792;3.6269;
-189.6000;0.2792;3.6506;
-189.3000;0.2800;3.6743;
-189.0000;0.2776;3.6269;
-188.7000;0.2808;3.6269;
-188.4000;0.2800;3.5795;
-188.1000;0.2792;3.5795;
-187.8000;0.2792;3.5795;
-187.5000;0.2808;3.6269;
-187.2000;0.2784;3.5558;
-186.9000;0.2792;3.5795;
-186.6000;0.2792;3.6032;
-186.3000;0.2800;3.6032;
-186.0000;0.2784;3.5795;
-185.7000;0.2800;3.6269;
-185.4000;0.2800;3.6032;
-185.1000;0.2784;3.6032;
-184.8000;0.2792;3.5795;
-184.5000;0.2800;3.6743;
-184.2000;0.2784;3.6032;
-183.9000;0.2800;3.6269;
-183.6000;0.2792;3.6269;
-183.3000;0.2800;3.5795;
-183.0000;0.2784;3.5795;
-182.7000;0.2808;3.6506;
-182.4000;0.2784;3.6269;
-182.1000;0.2792;3.6269;
-181.8000;0.2792;3.6743;
-181.5000;0.2808;3.6269;
-181.2000;0.2784;3.5795;
-180.9000;0.2800;3.6032;
-180.6000;0.2784;3.6032;
-180.3000;0.2792;3.6506;
-180.0000;0.2784;3.6032;
-179.7000;0.2800;3.6980;
-179.4000;0.2800;3.6743;
-179.1000;0.2792;3.6269;
-178.8000;0.2800;3.6032;
-178.5000;0.2808;3.6269;
-178.2000;0.2792;3.5795;
-177.9000;0.2808;3.5795;
-177.6000;0.2784;3.5795;
-177.3000;0.2792;3.6032;
-177.0000;0.2784;3.5795;
-176.7000;0.2800;3.6506;
-176.4000;0.2792;3.5795;
-176.1000;0.2784;3.5795;
-175.8000;0.2800;3.6506;
-175.5000;0.2808;3.6506;
-175.2000;0.2792;3.6032;
-174.9000;0.2784;3.6980;
-174.6000;0.2768;3.5795;
-174.3000;0.2800;3.6506;
-174.0000;0.2776;3.6032;
-173.7000;0.2816;3.6980;
-173.4000;0.2792;3.6743;
-173.1000;0.2776;3.6506;
-172.8000;0.2792;3.6506;
-172.5000;0.2800;3.6506;
-172.2000;0.2784;3.5795;
-171.9000;0.2792;3.6032;
-171.6000;0.2784;3.5558;
-171.3000;0.2808;3.6269;
-171.0000;0.2792;3.5795;
-170.7000;0.2800;3.6506;
-170.4000;0.2784;3.6269;
-170.1000;0.2776;3.6269;
-169.8000;0.2808;3.6506;
-169.5000;0.2825;3.7217;
-169.2000;0.2776;3.6269;
-168.9000;0.2792;3.6743;
-168.6000;0.2784;3.6506;
-168.3000;0.2800;3.7217;
-168.0000;0.2792;3.6506;
-167.7000;0.2808;3.7217;
-167.4000;0.2800;3.6743;
-167.1000;0.2800;3.6506;
-166.8000;0.2784;3.6743;
-166.5000;0.2816;3.6980;
-166.2000;0.2792;3.6269;
-165.9000;0.2808;3.6269;
-165.6000;0.2776;3.6032;
-165.3000;0.2800;3.6506;
-165.0000;0.2792;3.5795;
-164.7000;0.2808;3.6269;
